N	2gram	Tiupa_Lite_1	EvropaiE
1	и в	8	37
2	в отношении	1	32
3	в пределах	3	25
4	точки зрения	6	23
5	что в	3	21
6	не только	24	18
7	с точки	2	17
8	в то	5	16
9	то же	5	15
10	хотя бы	2	15
11	отношении к	1	15
12	в своем	11	14
13	но в	3	14
14	же время	5	14
15	в качестве	17	14
16	но и	17	14
17	и не	12	14
18	в этом	12	12
19	в их	3	11
20	в области	3	11
21	в том	16	11
22	так и	4	10
23	отнюдь не	2	9
24	в себе	7	9
25	только в	8	9
26	прежде всего	11	9
27	все более	2	9
28	не может	5	9
29	в ее	1	8
30	было бы	2	8
31	в своей	4	8
32	к тому	2	8
33	и россии	1	8
34	между тем	2	8
35	с одной	2	8
36	одной стороны	2	8
37	также и	3	7
38	а также	5	7
39	того что	6	7
40	так как	1	7
41	с другой	3	7
42	как и	6	7
43	между прочим	1	7
44	может быть	13	6
45	и на	1	6
46	во всех	1	6
47	на то	1	6
48	то есть	6	6
49	том что	14	6
50	вслед за	1	6
51	вовсе не	1	6
52	и даже	3	6
53	как бы	7	6
54	с этой	5	6
55	то что	10	6
56	же как	1	5
57	столь же	4	5
58	но не	4	5
59	не в	8	5
60	в россии	2	5
61	и по	1	5
62	тем самым	5	5
63	как мы	1	5
64	одной из	1	5
65	в виде	1	5
66	со стороны	4	5
67	в частности	15	5
68	в той	1	5
69	как нам	1	5
70	этой точки	3	5
71	то в	1	4
72	мы не	1	4
73	вопрос о	1	4
74	в полной	1	4
75	но даже	1	4
76	россии в	1	4
77	в самом	3	4
78	во многих	2	4
79	культурной жизни	1	4
80	то ни	1	4
81	несмотря на	3	4
82	как совокупность	3	4
83	даже в	2	4
84	не имеет	1	4
85	бы то	1	4
86	можно сказать	1	4
87	тем более	2	4
88	именно в	1	4
89	ни было	1	4
90	или иной	2	4
91	не на	2	4
92	мира в	3	4
93	как это	8	4
94	для нас	1	4
95	сказать что	1	4
96	культуры в	4	4
97	в каком	1	4
98	в сфере	3	3
99	идет о	1	3
100	с более	1	3
101	на себя	2	3
102	того же	2	3
103	в общем	1	3
104	как в	5	3
105	или иную	2	3
106	всего лишь	4	3
107	представляет собой	4	3
108	мы можем	1	3
109	большинстве случаев	1	3
110	и мы	1	3
111	и тем	4	3
112	в них	1	3
113	с тем	1	3
114	и некоторые	1	3
115	во второй	1	3
116	в которых	1	3
117	дело в	3	3
118	никогда не	4	3
119	потому что	3	3
120	уже и	1	3
121	с другом	1	3
122	бы ни	1	3
123	можно было	2	3
124	востока в	1	3
125	о том	2	3
126	от них	1	3
127	что и	1	3
128	и только	2	3
129	существования в	1	3
130	всяком случае	2	3
131	из них	4	3
132	ту или	2	3
133	очевидно что	1	3
134	себе в	2	3
135	тем что	2	3
136	этом отношении	2	3
137	в странах	1	3
138	и прежде	3	3
139	в свою	1	3
140	ни на	1	3
141	в данном	5	3
142	к настоящему	1	3
143	россии как	2	3
144	в культуре	3	3
145	не является	2	3
146	и от	1	3
147	жизни в	1	3
148	во всяком	3	3
149	и то	2	2
150	мира не	1	2
151	по преимуществу	4	2
152	должна быть	2	2
153	и этот	1	2
154	есть не	1	2
155	культуры из	1	2
156	из того	2	2
157	которое в	1	2
158	не имеющим	1	2
159	он сам	1	2
160	но как	1	2
161	в сторону	1	2
162	более чем	3	2
163	его на	1	2
164	целый ряд	1	2
165	и как	1	2
166	если брать	1	2
167	есть ли	1	2
168	россии не	1	2
169	большей части	1	2
170	в этой	4	2
171	что к	1	2
172	в случае	4	2
173	и если	1	2
174	он не	1	2
175	прочим и	1	2
176	в силу	4	2
177	какой бы	1	2
178	таким образом	3	2
179	культуры но	1	2
180	в мире	2	2
181	и с	1	2
182	для них	2	2
183	далеко не	3	2
184	в своих	4	2
185	духовной жизни	4	2
186	иначе говоря	1	2
187	такой же	1	2
188	и того	2	2
189	в эту	1	2
190	в этих	1	2
191	в котором	1	2
192	не к	2	2
193	одном из	1	2
194	и более	1	2
195	тому чтобы	1	2
196	при условии	1	2
197	она не	1	2
198	тогда когда	1	2
199	по своей	3	2
200	как будто	2	2
201	могут быть	2	2
202	всего в	3	2
203	имеет место	1	2
204	но по	1	2
205	свою очередь	1	2
206	говоря уже	2	2
207	данном случае	4	2
208	на основе	1	2
209	решения проблемы	1	2
210	культуры и	1	2
211	мог бы	1	2
212	если бы	1	2
213	второй половине	1	2
214	в будущее	1	2
215	и что	1	2
216	кажется что	1	2
217	в значительной	1	2
218	и во	1	2
219	к нему	1	2
220	ее от	1	2
221	во втором	2	2
222	в его	7	2
223	во всей	1	2
224	в сферу	2	2
225	в какой	1	2
226	не можем	1	2
227	в большинстве	1	2
228	и других	1	2
229	в одном	1	2
230	значение только	1	2
231	во власти	1	2
232	в некоторых	1	2
233	на основании	1	2
234	а не	16	2
235	вместе с	1	2
236	что же	1	2
237	ко всему	2	2
238	поскольку он	2	2
239	для понимания	2	2
240	в стране	1	2
241	или в	1	2
242	и все	1	2
243	же в	5	2
244	а в	3	2
245	не есть	2	2
246	имеет в	1	2
247	между ними	1	2
248	не говоря	2	2
249	другой стороны	1	2
250	жизни и	3	2
251	существует только	1	1
252	как известно	1	1
253	ту же	2	1
254	например в	3	1
255	до него	1	1
256	не делает	1	1
257	тех же	3	1
258	традиции как	1	1
259	перед лицом	1	1
260	исходит из	3	1
261	определяется в	1	1
262	той же	3	1
263	точнее и	1	1
264	же следует	1	1
265	чтобы не	2	1
266	есть нечто	1	1
267	говорить о	1	1
268	а для	2	1
269	то это	2	1
270	быть в	1	1
271	нам представляется	1	1
272	что его	3	1
273	с его	5	1
274	тем как	1	1
275	к которой	1	1
276	по отношению	3	1
277	постановка проблемы	1	1
278	тогда как	13	1
279	отказом от	1	1
280	отличие от	5	1
281	и будет	1	1
282	теперь не	1	1
283	за пределы	2	1
284	относится к	2	1
285	в центре	1	1
286	в одной	1	1
287	в рамках	6	1
288	не показывает	1	1
289	мира который	1	1
290	все же	4	1
291	однако не	1	1
292	к тем	1	1
293	могли бы	1	1
294	та же	2	1
295	как то	1	1
296	как некий	2	1
297	он в	1	1
298	чуть ли	2	1
299	в нашем	1	1
300	в последнее	1	1
301	с их	3	1
302	один и	1	1
303	тому же	2	1
304	на территории	1	1
305	при этом	19	1
306	и лучше	1	1
307	всем своем	1	1
308	но само	1	1
309	бы во	1	1
310	в принципе	3	1
311	состоит в	11	1
312	не как	4	1
313	ли не	3	1
314	на этом	2	1
315	или иных	1	1
316	но все	1	1
317	значительной степени	1	1
318	до эпохи	1	1
319	бы они	1	1
320	а затем	1	1
321	в нем	2	1
322	значение в	1	1
323	различие между	2	1
324	поэзии и	2	1
325	и неизбежно	1	1
326	полной мере	1	1
327	ценности и	1	1
328	лишь в	4	1
