N	3gram	Bakhtin_Fr_2	EvropaiE
1	с точки зрения	5	16
2	в то же	6	15
3	то же время	6	14
4	и в то	2	8
5	с одной стороны	3	8
6	одной стороны и	1	6
7	в том что	1	6
8	для того чтобы	1	5
9	не только в	5	4
10	того или иного	1	4
11	в этом отношении	3	3
12	друг с другом	1	3
13	во всяком случае	2	3
14	и прежде всего	1	3
15	можно сказать что	2	3
16	прежде всего в	1	2
17	то что в	1	2
18	но в то	3	2
19	по сравнению с	2	2
20	так и в	1	2
21	с другой стороны	3	2
22	не может быть	4	2
23	мы можем сказать	1	2
24	на то что	1	2
25	во второй половине	1	2
26	в большинстве случаев	1	2
27	но не только	1	2
28	как мы видели	2	2
29	и связанное с	1	1
30	связанное с ним	1	1
31	еще далеко не	1	1
32	культуры и в	1	1
33	и приближаются к	1	1
34	дело в том	1	1
35	большей или меньшей	3	1
36	не может дать	1	1
37	в тех случаях	1	1
38	также и в	1	1
39	в течение года	1	1
40	но и во	1	1
41	что для него	1	1
42	в том же	1	1
43	то есть к	1	1
44	в одной из	1	1
45	в эту эпоху	4	1
46	же время в	1	1
47	есть то что	1	1
48	во всех перечисленных	1	1
49	но и в	4	1
50	и та же	1	1
51	тех случаях когда	1	1
52	к тому или	1	1
53	в значительной мере	1	1
54	может дать ей	1	1
55	бы неправильно думать	1	1
56	как не может	1	1
57	в самом процессе	1	1
58	и тот же	1	1
59	она никогда не	1	1
60	в значительной степени	2	1
61	и в отношении	1	1
62	там где в	1	1
63	не могут быть	1	1
64	в большей или	3	1
65	или меньшей степени	3	1
66	не относится к	1	1
67	одна и та	1	1
68	было бы неправильно	1	1
69	мы видели что	1	1
70	как и всякая	1	1
71	один и тот	1	1
72	вовсе не в	1	1
73	было связано с	2	1
74	но также и	1	1
75	то есть в	1	1
76	можем сказать что	1	1
77	выходит за пределы	1	1
78	неправильно думать что	2	1
79	но в отношении	1	1
80	и будущего в	1	1
81	в себе в	1	1
82	только тогда когда	1	1
83	и в начале	2	1
