N	2gram	Bakhtin_sl_2	VrazhdaK
1	не только	24	9
2	и достоевского	1	9
3	в этом	16	8
4	лишнего человека	1	8
5	и в	39	8
6	и что	1	8
7	достоевского и	1	7
8	но и	21	7
9	и все	5	7
10	то что	2	7
11	что в	3	7
12	все же	6	6
13	но в	6	6
14	в нем	19	6
15	как и	6	6
16	и с	9	6
17	о нем	2	6
18	и даже	7	6
19	в романе	46	6
20	то же	4	5
21	об этом	1	5
22	в то	4	5
23	же время	4	5
24	между тем	3	5
25	у него	3	5
26	не было	2	5
27	и не	22	5
28	х годов	2	4
29	в ней	3	4
30	что он	2	4
31	в истории	11	4
32	целый ряд	1	4
33	при этом	7	4
34	это не	5	4
35	несмотря на	1	4
36	все это	16	4
37	в виду	1	4
38	с ним	7	4
39	о том	2	4
40	для нас	5	4
41	уже в	2	4
42	может быть	37	4
43	как бы	7	4
44	в своих	1	4
45	речь идет	1	3
46	одним из	2	3
47	в чем	3	3
48	с его	7	3
49	в своем	6	3
50	и как	3	3
51	на то	1	3
52	его в	4	3
53	он не	2	3
54	далеко не	2	3
55	и уже	1	3
56	том что	5	3
57	но он	2	3
58	и его	33	3
59	связи с	3	3
60	человека в	5	3
61	и о	1	3
62	в его	7	3
63	в том	5	3
64	в конце	1	3
65	тем что	1	3
66	в связи	2	3
67	о себе	1	3
68	эти слова	2	3
69	к этому	1	3
70	отношения к	4	2
71	он сам	1	2
72	но как	2	2
73	отнюдь не	1	2
74	в той	4	2
75	его на	1	2
76	в этой	1	2
77	в себе	2	2
78	время и	1	2
79	таким образом	8	2
80	в мире	1	2
81	в них	6	2
82	рядом с	3	2
83	создании образа	1	2
84	на первый	1	2
85	в эту	1	2
86	точки зрения	8	2
87	в своей	1	2
88	и ее	1	2
89	с точки	3	2
90	место в	1	2
91	не менее	4	2
92	одна из	4	2
93	никогда не	7	2
94	п в	2	2
95	в роман	3	2
96	к себе	1	2
97	и это	1	2
98	этот роман	1	2
99	так в	2	2
100	еще не	7	2
101	а также	3	2
102	за роман	1	2
103	с нею	1	2
104	уже не	5	2
105	его и	2	2
106	для него	7	2
107	отношение к	4	2
108	к ним	1	2
109	как раз	1	2
110	и т.п	2	2
111	с которым	2	2
112	не может	20	2
113	вместе с	2	2
114	в него	7	2
115	но это	3	2
116	же в	1	2
117	а в	4	2
118	в свою	3	2
119	себя как	1	1
120	и рассказы	1	1
121	как известно	1	1
122	от этой	1	1
123	можно говорить	2	1
124	этого в	1	1
125	также и	2	1
126	человека и	3	1
127	того же	1	1
128	это и	2	1
129	идет о	1	1
130	и есть	1	1
131	что слово	1	1
132	по преимуществу	1	1
133	романе не	2	1
134	в их	2	1
135	той же	3	1
136	что уже	1	1
137	именно к	2	1
138	он как	1	1
139	говорить о	3	1
140	роман в	3	1
141	в составе	1	1
142	на них	2	1
143	первый план	1	1
144	влияния на	1	1
145	а следовательно	1	1
146	одним словом	2	1
147	не мешало	1	1
148	совсем не	1	1
149	но не	6	1
150	в сторону	1	1
151	всего он	1	1
152	не все	2	1
153	к сожалению	1	1
154	как по	1	1
155	из которого	1	1
156	независимо от	2	1
157	как в	13	1
158	с этим	2	1
159	для всех	4	1
160	как к	3	1
161	что как	1	1
162	героев достоевского	1	1
163	ссылаются на	1	1
164	и наконец	5	1
165	в самом	1	1
166	в целом	1	1
167	момент его	1	1
168	не был	2	1
169	только два	1	1
170	выражение в	1	1
171	рассказ о	1	1
172	как он	2	1
173	да и	1	1
174	всех этих	4	1
175	этот процесс	1	1
176	в плане	5	1
177	из него	2	1
178	и этот	1	1
179	людей и	2	1
180	однако в	2	1
181	одно и	1	1
182	конечно в	2	1
183	мировой литературе	2	1
184	этой традиции	1	1
185	говорить не	1	1
186	это было	1	1
187	задолго до	1	1
188	и романа	1	1
189	письмах и	1	1
190	этого не	1	1
191	не всегда	2	1
192	может идти	1	1
193	такой же	1	1
194	одного и	1	1
195	этот материал	1	1
196	в этих	7	1
197	и их	5	1
198	всяком случае	2	1
199	его современников	1	1
200	он принимает	1	1
201	далее в	2	1
202	тем не	1	1
203	человека но	1	1
204	от нас	2	1
205	в процессе	13	1
206	как о	2	1
207	героев и	1	1
208	нем в	3	1
209	только не	1	1
210	следовательно и	1	1
211	ничего не	1	1
212	того как	2	1
213	это то	1	1
214	вне его	2	1
215	по своей	1	1
216	это слово	1	1
217	этом отношении	3	1
218	полемизирует с	1	1
219	в мировой	2	1
220	в духе	1	1
221	в речах	2	1
222	могут быть	7	1
223	во все	1	1
224	отличается от	2	1
225	в недрах	1	1
226	гоголя и	1	1
227	правда не	1	1
228	с ее	2	1
229	и образ	2	1
230	свою очередь	2	1
231	но мы	2	1
232	роль в	2	1
233	и сам	1	1
234	так и	15	1
235	не с	3	1
236	еще в	1	1
237	во второй	1	1
238	во всяком	3	1
239	слова тем	1	1
240	роман то	1	1
241	до сих	2	1
242	не стоит	1	1
243	нас в	1	1
244	затем в	1	1
245	к нему	3	1
246	во всех	12	1
247	говорить об	1	1
248	слово его	1	1
249	из своего	1	1
250	во всей	1	1
251	в форме	2	1
252	единственно возможной	1	1
253	романа в	5	1
254	также в	1	1
255	в свете	3	1
256	человека как	1	1
257	в литературе	1	1
258	один из	5	1
259	романа и	5	1
260	проникнуть в	1	1
261	во всем	4	1
262	то он	1	1
263	в предшествующей	2	1
264	в качестве	1	1
265	же он	1	1
266	себя в	8	1
267	своим собственным	1	1
268	быть весьма	1	1
269	а это	1	1
270	говорит о	1	1
271	с различными	3	1
272	в известной	1	1
273	мы находим	1	1
274	в одном	2	1
275	для правильного	1	1
276	друг друга	1	1
277	и никогда	1	1
278	не просто	1	1
279	нас оно	1	1
280	в особенности	3	1
281	обо мне	1	1
282	связан с	3	1
283	и речи	2	1
284	с другой	5	1
285	именно в	2	1
286	все равно	1	1
287	характерно для	1	1
288	души и	1	1
289	и крайняя	2	1
290	прежде всего	8	1
291	попадает в	1	1
292	в монологах	1	1
293	до конца	17	1
294	и самый	1	1
295	в ту	1	1
296	человек в	6	1
297	обычно не	1	1
298	во франции	2	1
299	и литературные	1	1
300	с помощью	4	1
301	в частности	1	1
302	материал и	3	1
303	роман не	2	1
304	этого типа	1	1
305	того что	1	1
306	хотя он	1	1
307	с очень	1	1
308	еще раз	3	1
309	в условиях	1	1
310	сих пор	2	1
311	в основном	4	1
312	романа с	1	1
313	мире а	1	1
314	близкий к	1	1
315	ближе к	1	1
316	более того	2	1
317	и от	3	1
318	но на	1	1
319	и другими	1	1
320	это как	1	1
321	человек и	14	1
322	хотя и	2	1
323	еще более	2	1
324	но зато	1	1
325	отношении к	4	1
326	быть и	3	1
327	только как	1	1
328	другой стороны	1	1
329	сам в	1	1
330	только о	2	1
331	героя в	3	1
332	жизни и	6	1
333	в таком	4	1
334	все что	2	1
335	они не	2	1
