N	3gram	Vinokur_Ku_1	EvropaiE
1	с точки зрения	9	16
2	в то же	2	15
3	то же время	2	14
4	и в то	1	8
5	с одной стороны	1	8
6	в том что	15	6
7	с этой точки	1	5
8	так же как	1	5
9	этой точки зрения	2	5
10	для того чтобы	15	5
11	не только в	1	4
12	того или иного	3	4
13	само по себе	1	4
14	той или иной	1	4
15	к настоящему моменту	1	3
16	в этом смысле	3	3
17	хотя бы и	2	3
18	в этом отношении	5	3
19	можно было бы	3	3
20	в применении к	1	3
21	во всяком случае	5	3
22	того что в	2	2
23	не говоря уже	1	2
24	только в том	3	2
25	к тому чтобы	1	2
26	рано или поздно	2	2
27	с течением времени	1	2
28	заключается в том	2	2
29	так и в	2	2
30	с другой стороны	6	2
31	не может быть	3	2
32	очевидно что в	1	2
33	но было бы	1	2
34	в свою очередь	3	2
35	обстоит дело в	1	2
36	хотя бы в	4	2
37	между ними и	1	2
38	на то что	2	2
39	друг от друга	1	2
40	в большинстве случаев	1	2
41	и того же	2	1
42	говоря уже об	1	1
43	в пределах данной	1	1
44	мы сказали бы	1	1
45	что в этом	1	1
46	чуть ли не	2	1
47	более или менее	3	1
48	ответить на этот	1	1
49	есть нечто абсолютно	1	1
50	в тех случаях	2	1
51	во многих случаях	1	1
52	в соответствии с	3	1
53	что же касается	4	1
54	что в тех	1	1
55	слова т е	1	1
56	в любой из	1	1
57	и во многих	1	1
58	и не в	1	1
59	во многих других	1	1
60	том случае если	1	1
61	в отличие от	1	1
62	тех случаях когда	2	1
63	с тем что	1	1
64	мы увидим что	2	1
65	на этот вопрос	1	1
66	в ряде случаев	2	1
67	в противном случае	1	1
68	в силу этого	1	1
69	но тем самым	1	1
70	и с точки	1	1
71	в самом процессе	1	1
72	на этот раз	1	1
73	чтобы ответить на	1	1
74	смысле этого слова	1	1
75	по большей части	2	1
76	во всех этих	1	1
77	в том случае	1	1
78	рассматривать как одно	1	1
79	относиться только к	1	1
80	в связи с	3	1
81	как одно из	1	1
82	было бы неправильно	1	1
83	вместо того чтобы	1	1
84	в стороне от	1	1
85	это потому что	1	1
86	как и всякая	1	1
87	дело там где	1	1
88	по своим природным	1	1
89	вовсе не в	1	1
90	том смысле что	1	1
91	та или иная	1	1
92	и тем самым	1	1
93	речь идет о	2	1
94	именно в той	1	1
95	одного и того	2	1
96	для нас значение	1	1
97	что оно не	1	1
98	состоит вовсе не	1	1
99	в европе и	1	1
100	всегда в известной	1	1
101	к тому что	2	1
102	в том смысле	1	1
103	тех или иных	1	1
104	т е не	1	1
105	всех этих случаях	1	1
106	на юге в	1	1
107	только тогда когда	1	1
108	поскольку речь идет	1	1
109	и т д	14	1
