N	2gram	Voloshinov_1	KulturaY
1	и т	1	54
2	и в	15	23
3	точки зрения	13	23
4	в том	4	22
5	не только	5	17
6	в этом	13	16
7	было бы	6	16
8	с точки	10	16
9	самом деле	7	14
10	может быть	13	14
11	в области	3	14
12	в самом	6	13
13	что в	6	13
14	не менее	3	12
15	потому что	4	12
16	для того	1	12
17	вопрос о	1	11
18	том что	5	11
19	того чтобы	2	11
20	в его	9	11
21	того что	2	11
22	а не	2	11
23	у нас	3	10
24	и не	16	10
25	еще не	7	9
26	таким образом	21	9
27	тем не	2	9
28	хотя бы	7	9
29	так как	9	9
30	прежде всего	11	9
31	т д	1	8
32	зависимости от	2	8
33	если бы	3	8
34	в виду	1	8
35	уже не	5	8
36	до сих	3	8
37	сих пор	3	8
38	как на	3	8
39	как это	1	7
40	в зависимости	2	7
41	все эти	9	7
42	в нашем	3	7
43	должно быть	2	7
44	если мы	5	7
45	те же	4	7
46	и что	3	7
47	с другой	1	7
48	или иной	1	7
49	в данном	3	7
50	слова и	2	7
51	сказать что	6	7
52	то же	7	6
53	в общем	1	6
54	с помощью	9	6
55	только в	6	6
56	так и	10	6
57	при этом	7	6
58	и тем	1	6
59	ничего не	2	6
60	связи с	1	6
61	не может	13	6
62	могут быть	6	6
63	по себе	2	6
64	о том	1	6
65	после того	1	6
66	что и	2	6
67	тот же	5	6
68	что он	8	6
69	для этого	4	6
70	также и	1	5
71	и есть	2	5
72	в первом	2	5
73	как мы	10	5
74	я не	3	5
75	в чем	4	5
76	независимо от	1	5
77	все же	5	5
78	хотя и	1	5
79	из этих	4	5
80	как бы	11	5
81	что она	2	5
82	как и	6	5
83	не в	4	5
84	вовсе не	2	5
85	во внимание	1	5
86	от того	3	5
87	не могут	3	5
88	слов и	1	5
89	тем что	1	5
90	далеко не	4	5
91	на которых	1	5
92	что же	4	5
93	не будем	2	5
94	тем более	1	5
95	но это	2	5
96	а в	6	5
97	совершенно не	2	5
98	того же	1	4
99	тех же	1	4
100	точка зрения	1	4
101	как в	3	4
102	в своем	2	4
103	в целом	2	4
104	ясно что	1	4
105	что значит	2	4
106	в своей	9	4
107	что такое	3	4
108	которые в	1	4
109	же мы	1	4
110	тому что	3	4
111	тогда когда	1	4
112	о них	2	4
113	учения о	1	4
114	как раз	2	4
115	и о	3	4
116	в ее	4	4
117	данном случае	3	4
118	а также	1	4
119	заключается в	1	4
120	между тем	2	4
121	один из	4	4
122	с одной	1	4
123	в нашей	1	4
124	слова в	1	4
125	не было	4	4
126	одной стороны	1	4
127	мы говорим	1	4
128	этом случае	1	4
129	то что	10	4
130	только как	1	4
131	в таком	3	4
132	я и	6	3
133	на самом	2	3
134	это и	1	3
135	то в	1	3
136	той же	2	3
137	мы не	4	3
138	сам по	2	3
139	в ней	5	3
140	время в	2	3
141	то мы	1	3
142	но не	5	3
143	но как	1	3
144	по отношению	11	3
145	отношение к	7	3
146	то обстоятельство	1	3
147	отнюдь не	2	3
148	что как	1	3
149	и к	7	3
150	бы и	2	3
151	что это	3	3
152	бы не	1	3
153	он не	4	3
154	и вот	6	3
155	и с	7	3
156	мы видели	5	3
157	форма и	1	3
158	не так	1	3
159	но если	2	3
160	так называемого	1	3
161	в отношении	2	3
162	она не	2	3
163	в то	6	3
164	на него	4	3
165	в процессе	4	3
166	должна быть	1	3
167	что на	1	3
168	в каком	3	3
