N	2gram	Bakhtin_Fr_7	Mirosoze
1	и в	41	46
2	в нем	7	22
3	у него	6	22
4	может быть	4	21
5	в этом	15	20
6	не только	5	18
7	и не	7	18
8	никогда не	2	18
9	для него	6	18
10	но и	9	15
11	не может	3	15
12	человека в	2	14
13	как и	14	13
14	а не	2	13
15	не есть	2	13
16	к человеку	2	12
17	прежде всего	11	12
18	потому что	5	12
19	не было	3	11
20	но он	4	11
21	в ней	5	11
22	у нас	1	11
23	но в	8	10
24	та же	4	10
25	в себе	11	10
26	он не	4	10
27	он был	3	9
28	не в	9	9
29	не знает	3	9
30	и есть	3	8
31	отношение к	2	8
32	в своем	9	8
33	на земле	4	8
34	так как	3	8
35	она не	1	8
36	переходит в	1	8
37	как бы	7	8
38	но это	3	8
39	человека и	1	7
40	в мире	3	7
41	как в	5	7
42	и к	5	7
43	в нашем	1	7
44	в этой	13	7
45	человек не	1	7
46	и потому	3	7
47	и для	5	7
48	что он	3	7
49	там и	1	6
50	что это	4	6
51	он сам	1	6
52	и здесь	4	6
53	доходит до	1	6
54	так же	5	6
55	того что	2	6
56	и там	1	6
57	жизни и	3	6
58	то же	13	5
59	есть не	2	5
60	я не	3	5
61	совсем не	3	5
62	в самом	1	5
63	и вот	2	5
64	что все	2	5
65	бога и	1	5
66	в своей	3	5
67	в отношении	3	5
68	в конце	8	5
69	есть прежде	1	5
70	во всем	1	5
71	и его	9	5
72	к тому	2	5
73	и это	5	5
74	это не	6	5
75	один из	1	5
76	в его	12	5
77	то что	8	5
78	и все	14	5
79	также и	2	4
80	с его	2	4
81	у них	2	4
82	его на	1	4
83	думать что	1	4
84	чем у	1	4
85	в жизни	1	4
86	народа и	1	4
87	том что	4	4
88	жизнь и	2	4
89	не имеет	3	4
90	из людей	1	4
91	только и	1	4
92	они и	2	4
93	должен быть	2	4
94	что у	3	4
95	так и	10	4
96	себя в	1	4
97	уже не	2	4
98	на поверхности	1	4
99	что и	5	4
100	в свою	3	4
101	они не	1	4
102	до конца	2	4
103	что в	9	4
104	все что	4	4
105	это и	1	3
106	к другому	1	3
107	той же	3	3
108	они были	1	3
109	и самого	2	3
110	и на	4	3
111	иное как	1	3
112	в чем	2	3
113	менее всего	1	3
114	человеку и	1	3
115	он в	1	3
116	как он	2	3
117	и она	1	3
118	в каждом	1	3
119	не будет	1	3
120	и с	4	3
121	в глубине	1	3
122	на все	1	3
123	его в	3	3
124	мира сего	1	3
125	ни в	6	3
126	в них	7	3
127	не мог	2	3
128	в такой	1	3
129	что было	1	3
130	человека есть	1	3
131	того как	5	3
132	что иное	1	3
133	и всегда	2	3
134	он хочет	6	3
135	по своей	1	3
136	момент в	4	3
137	в образе	4	3
138	с ним	2	3
139	о том	6	3
140	и во	2	3
141	жизни он	1	3
142	что они	1	3
143	к которой	1	3
144	каждого человека	1	3
145	в том	11	3
146	только в	6	3
147	есть в	6	3
148	не так	1	3
149	тем что	3	3
150	к которому	1	3
151	связано с	2	3
152	для человека	1	3
153	нет ничего	1	3
154	и нет	1	3
155	и от	8	3
156	лишь как	1	3
157	о бессмертии	1	3
158	на смену	1	3
159	сказать что	1	3
160	не что	1	3
161	есть и	3	3
162	в своих	1	3
163	те которые	1	3
164	отношения к	1	2
165	он считает	1	2
166	сам по	1	2
167	который должен	1	2
168	от этой	1	2
169	к небытию	1	2
170	человеческая жизнь	1	2
171	с таким	1	2
172	его не	1	2
173	но она	1	2
174	принадлежит к	1	2
175	же что	2	2
176	не был	1	2
177	во всех	3	2
178	землю и	1	2
179	по отношению	2	2
180	себе и	1	2
181	в центре	1	2
182	как к	1	2
183	нельзя было	1	2
184	хотя и	4	2
185	говорит что	2	2
186	увидим что	1	2
187	от этого	3	2
188	и этим	1	2
189	в которой	2	2
190	и те	3	2
191	но на	1	2
192	на этом	5	2
193	с собой	1	2
194	еще более	2	2
195	еще вернемся	1	2
196	чем в	1	2
197	должно быть	4	2
198	в этих	2	2
199	точки зрения	5	2
200	нас не	2	2
201	ее в	1	2
202	место в	4	2
203	мир и	1	2
204	но эта	1	2
205	которые в	1	2
206	сам он	3	2
207	что есть	2	2
208	правда в	1	2
209	есть путь	1	2
210	ничего не	4	2
211	связи с	1	2
212	было не	1	2
213	в основе	1	2
214	к себе	1	2
215	нет ни	2	2
216	оно не	2	2
217	мысль о	1	2
218	и человеческого	1	2
219	можно было	3	2
220	в последней	4	2
221	после того	4	2
222	по себе	1	2
223	в разных	2	2
224	вот почему	1	2
225	всего человечества	1	2
226	и та	1	2
227	и что	1	2
228	в сущности	4	2
229	нас в	3	2
230	к нему	5	2
231	свобода и	1	2
232	все время	2	2
233	у всех	1	2
234	мы видим	6	2
235	тот же	2	2
236	мы увидим	1	2
237	бы его	1	2
238	он уже	1	2
239	между тем	1	2
240	в новых	2	2
241	так что	1	2
242	со своим	1	2
243	уже в	5	2
244	друг за	1	2
245	него и	1	2
246	и других	2	2
247	человека на	1	2
248	себе в	1	2
249	была еще	1	2
250	тут у	1	2
251	как у	1	2
252	и рае	1	2
253	интерес к	2	2
254	что человек	1	2
255	уходит в	1	2
256	мы еще	1	2
257	превращается в	1	2
258	до последних	1	2
259	вместе с	5	2
260	мире но	1	2
261	в человеке	2	2
262	не видел	2	2
263	такого рода	1	2
264	из этой	1	2
265	бессмертия и	2	2
266	в более	4	2
267	и самое	1	2
268	бы в	2	2
269	а в	5	2
270	к самому	2	2
271	все к	1	2
272	но этот	3	2
273	отношению к	2	2
274	человека человек	1	2
275	это была	3	2
276	и эта	3	2
277	бесконечную даль	1	1
278	говорят о	1	1
279	и то	2	1
280	самом деле	1	1
281	он может	3	1
282	из самых	3	1
283	я умру	2	1
284	проникает в	3	1
285	с изображением	1	1
286	прошлое и	1	1
287	ведь и	1	1
288	должна быть	1	1
289	своим исключительным	1	1
290	он знает	2	1
291	мы не	2	1
292	и абсолютное	1	1
293	все уже	1	1
294	движение в	8	1
295	не была	1	1
296	но по	2	1
297	образов у	1	1
298	это отношение	1	1
299	и ее	2	1
300	явление не	1	1
301	что теперь	1	1
302	святые и	1	1
303	на них	3	1
304	быть в	1	1
305	этим не	1	1
306	а следовательно	2	1
307	есть своя	1	1
308	значение и	1	1
309	в новом	1	1
310	своего сына	1	1
311	за пределы	1	1
312	но без	2	1
313	человек может	2	1
314	не разрешается	1	1
315	с этим	2	1
316	мира в	4	1
317	путь в	3	1
318	все остальные	1	1
319	кто не	1	1
320	там не	1	1
321	и как	2	1
322	я должен	1	1
323	их они	1	1
324	от народной	1	1
325	его к	3	1
326	рабы и	1	1
327	в каком-то	1	1
328	истины и	1	1
329	явления и	2	1
330	счастья и	1	1
331	все эти	13	1
332	ее как	1	1
333	процесса не	1	1
334	образ он	1	1
335	дантовского ада	1	1
336	чем его	1	1
337	так от	1	1
338	в первых	1	1
339	все те	2	1
340	они в	2	1
341	они ведут	1	1
342	по ту	1	1
343	в плане	5	1
344	но все	4	1
345	значительной степени	2	1
346	жить в	1	1
347	что является	1	1
348	в другом	1	1
349	об этом	1	1
350	с целью	1	1
351	вот например	1	1
352	было бы	4	1
353	он есть	1	1
354	отца и	1	1
355	к миру	1	1
356	начала и	2	1
357	после этого	1	1
358	и тем	1	1
359	за ней	1	1
360	не соответствует	1	1
361	его образа	1	1
362	к которым	1	1
363	этого не	1	1
364	с тем	1	1
365	ибо он	1	1
366	и уже	1	1
