N	3gram	Tiupa_Lite_1	Psycholo
1	в том что	11	9
2	не может быть	1	8
3	на то что	1	8
4	в самом деле	1	7
5	о том что	2	7
6	во всяком случае	2	6
7	в зависимости от	1	5
8	этой точки зрения	3	5
9	подобно тому как	2	5
10	с другой стороны	1	5
11	с одной стороны	2	5
12	мы никогда не	1	4
13	с этой точки	3	4
14	не в состоянии	1	3
15	только в том	2	3
16	до сих пор	1	3
17	в отличие от	5	3
18	к тому чтобы	1	3
19	в конечном счете	4	3
20	то что я	1	2
21	состоит в том	5	2
22	с точки зрения	2	2
23	в произведении искусства	1	2
24	а потому не	1	2
25	в этом отношении	2	2
26	тех или иных	1	2
27	в евгении онегине	1	2
28	в последнее время	1	2
29	в целом ряде	1	2
30	всяком случае в	1	2
31	при этом не	1	2
32	том что искусство	1	2
33	по этому поводу	1	2
34	на самом деле	1	2
35	тем не менее	2	2
36	не может стать	1	2
37	и того же	1	1
38	и казалось бы	1	1
39	как например в	1	1
40	тех пор пока	1	1
41	в основе всех	1	1
42	мы имеем дело	1	1
43	дело в том	2	1
44	теми или иными	1	1
45	одним и тем	1	1
46	в том числе	1	1
47	во многих случаях	1	1
48	том что он	1	1
49	сознательно или бессознательно	1	1
50	в том же	3	1
51	таким образом от	1	1
52	произведение как например	1	1
53	как и творчество	1	1
54	резко отличается от	1	1
55	в той мере	1	1
56	том или ином	1	1
57	того что они	1	1
58	и то что	2	1
59	ту или иную	2	1
60	в это время	1	1
61	этимологическое значение слова	1	1
62	едва ли не	1	1
63	и тем же	1	1
64	между тем как	1	1
65	не только в	4	1
66	в себя и	1	1
67	и в этом	1	1
68	по тому же	1	1
69	в связи с	4	1
70	только в силу	1	1
71	в одну из	1	1
72	в полной мере	1	1
73	как мы знаем	1	1
74	только то что	1	1
75	до тех пор	1	1
76	имел в виду	1	1
77	во главу угла	1	1
78	в свою очередь	1	1
79	одна из форм	1	1
80	с самого начала	1	1
81	одного и того	1	1
82	и в частности	1	1
83	и у пушкина	1	1
84	в сущности не	1	1
85	только при условии	1	1
86	произведение искусства и	1	1
87	к тому же	1	1
88	на задний план	1	1
