N	2gram	Tiupa_Teor_1	Hudozhes
1	том что	9	16
2	и в	18	14
3	так и	10	13
4	не только	16	12
5	при этом	12	12
6	о том	1	12
7	в том	16	12
8	а не	9	12
9	в себе	9	11
10	в этом	8	11
11	прежде всего	2	11
12	в рассказе	2	11
13	в своей	6	10
14	для него	2	10
15	то же	7	9
16	как и	4	9
17	что он	1	9
18	в качестве	24	9
19	у него	1	9
20	с собачкой	1	8
21	по отношению	4	8
22	в этой	3	8
23	как в	5	8
24	то что	3	8
25	же время	5	8
26	в его	6	8
27	между тем	5	8
28	отношению к	4	8
29	в то	6	8
30	еще не	4	7
31	тогда как	15	7
32	это не	2	7
33	своего рода	7	7
34	не в	7	7
35	казалось бы	2	7
36	личности в	3	7
37	к тому	2	7
38	быть может	1	7
39	уже не	4	7
40	не случайно	5	7
41	именно в	3	7
42	не может	4	7
43	как бы	5	7
44	а в	13	7
45	как правило	4	6
46	художественного мышления	1	6
47	в первой	5	6
48	было бы	1	6
49	читателя в	1	6
50	никогда не	4	6
51	жизни в	2	6
52	что в	9	6
53	с его	5	5
54	человеческих отношений	1	5
55	перед нами	2	5
56	но в	9	5
57	об этом	2	5
58	ни в	2	5
59	точки зрения	9	5
60	не менее	4	5
61	и его	8	5
62	потому что	3	5
63	можно было	1	5
64	во второй	7	5
65	только в	6	5
66	может быть	17	5
67	но и	9	5
68	в частности	16	5
69	и а	4	5
70	к жизни	2	5
71	в аспекте	2	5
72	в этих	3	5
73	героя и	5	5
74	одновременно и	1	5
75	художественного целого	4	4
76	к другому	1	4
77	и о	4	4
78	столь же	2	4
79	а только	3	4
80	в центре	1	4
81	в своем	4	4
82	и к	3	4
83	в действительности	1	4
84	дамы с	1	4
85	то в	2	4
86	в самом	4	4
87	всего лишь	6	4
88	на то	1	4
89	что она	2	4
90	он не	3	4
91	картины мира	1	4
92	тем не	3	4
93	тому что	2	4
94	человеческого я	3	4
95	она не	1	4
96	в русской	6	4
97	по своей	3	4
98	связи с	1	4
99	как будто	2	4
100	и это	2	4
101	можно сказать	3	4
102	того что	4	4
103	один из	2	4
104	уединенного сознания	1	4
105	себя в	6	4
106	из них	1	4
107	в конце	2	4
108	как раз	2	4
109	не было	1	4
110	человеческой жизни	1	4
111	и от	1	4
112	по преимуществу	4	3
113	с точки	3	3
114	говорить о	3	3
115	в мире	19	3
116	и на	1	3
117	как субъекта	1	3
118	в ее	5	3
119	отнюдь не	3	3
120	идет о	1	3
121	человеческого бытия	2	3
122	как к	2	3
123	художественной реальности	5	3
124	следующей главе	1	3
125	но он	3	3
126	в нем	4	3
127	и по	2	3
128	на этом	1	3
129	лишь в	6	3
130	его в	2	3
131	даже в	3	3
132	в своих	1	3
133	несет в	2	3
134	в ходе	4	3
135	все эти	2	3
136	из нас	1	3
137	та или	1	3
138	или иная	1	3
139	в тексте	14	3
140	тем что	1	3
141	своего я	1	3
142	для себя	1	3
143	как мы	1	3
144	того чтобы	1	3
145	в пределах	5	3
146	приводит к	5	3
147	в финале	3	3
148	если бы	3	3
149	а также	6	3
150	русской литературе	2	3
151	в литературе	2	3
152	но не	9	3
153	и даже	2	3
154	со стороны	2	3
155	если говорить	1	3
156	превращается в	2	3
157	однако и	1	3
158	в связи	1	3
159	по своему	2	3
160	такого рода	8	3
161	в следующей	2	3
162	и для	2	3
163	в равной	3	3
164	читательского восприятия	2	3
165	я и	2	2
166	говоря о	3	2
167	например в	1	2
168	же как	1	2
169	начинается с	1	2
170	субъекта самоопределения	1	2
171	другому человеку	1	2
172	в их	2	2
173	той же	1	2
174	вопрос о	1	2
175	не была	1	2
176	жизни как	4	2
177	художественности как	1	2
178	героев в	1	2
179	к своему	1	2
180	но как	1	2
181	для других	1	2
182	если в	2	2
183	конечном счете	6	2
184	в произведениях	2	2
185	характера или	1	2
186	его я	1	2
187	в одной	1	2
188	в рамках	7	2
189	в художественном	3	2
190	хотя и	3	2
191	или иную	1	2
192	в литературном	1	2
193	в целом	3	2
194	так или	4	2
195	внутреннего я	4	2
196	так в	4	2
197	только на	1	2
198	раз в	1	2
199	жизнью и	1	2
200	на его	1	2
201	не следует	4	2
202	ключ к	2	2
203	уже говорилось	1	2
204	заключает в	1	2
205	однако в	7	2
206	не бывает	1	2
207	с такими	1	2
208	значительной степени	1	2
209	речь в	1	2
210	в другом	3	2
211	того или	3	2
212	его личности	1	2
213	особенно в	1	2
214	по себе	1	2
215	авторской позиции	1	2
216	одной из	2	2
217	впервые в	1	2
218	должно быть	1	2
219	иначе говоря	4	2
220	автора и	1	2
221	индивидуальной жизни	1	2
222	в такой	1	2
223	наше внимание	1	2
224	состоит в	17	2
225	не столько	1	2
226	теории литературы	1	2
227	от себя	3	2
228	художественного мира	2	2
229	все это	2	2
230	они не	1	2
231	а а	5	2
232	на себе	1	2
233	личности к	2	2
234	мышления и	2	2
235	слова как	3	2
236	глядя на	1	2
237	своей природе	2	2
238	тех кто	1	2
239	персонажа в	1	2
240	эстетической природы	1	2
241	внутренней жизни	1	2
242	художественности в	4	2
243	речевого строя	1	2
244	этой своей	1	2
245	у себя	1	2
246	с ее	3	2
247	здесь не	1	2
248	на основе	2	2
249	при котором	1	2
250	в себя	3	2
251	остановимся на	1	2
252	концепцию личности	1	2
253	на вопрос	1	2
254	и поэтому	1	2
255	никак не	1	2
256	и что	3	2
257	в значительной	1	2
258	в конечном	6	2
259	говорить об	1	2
260	в форме	2	2
261	другая жизнь	1	2
262	но с	1	2
263	с ними	1	2
264	и потому	2	2
265	впрочем и	1	2
266	так что	1	2
267	слова в	2	2
268	ту или	1	2
269	а и	4	2
270	у нее	1	2
271	при всей	1	2
272	личности ее	1	2
273	способ существования	2	2
274	внутреннего мира	2	2
275	или иначе	5	2
276	ему не	1	2
277	с той	1	2
278	действующих лиц	1	2
279	рассказа на	1	2
280	а с	3	2
281	себя и	1	2
282	что не	1	2
283	также в	1	2
284	не означает	1	2
285	эстетической доминанты	1	2
286	ближе к	1	2
287	и ему	1	2
288	на фоне	2	2
289	хотелось жить	1	2
290	дело здесь	1	2
291	в это	1	2
292	и не	13	2
293	каждого из	1	2
294	своей жизни	2	2
295	литературе в	1	2
296	перед собой	1	2
297	в результате	1	2
298	о котором	1	2
299	художественного восприятия	1	2
300	из текста	1	2
301	ни к	3	2
302	личности и	4	2
303	в системе	1	2
304	кругозора героя	1	2
305	собачкой и	1	2
306	не знает	3	2
307	или иного	3	2
308	картина жизни	1	2
309	может или	1	1
310	искусства слова	3	1
311	а между	1	1
312	можно говорить	1	1
313	в древнерусской	1	1
314	неотделима от	1	1
315	человека и	1	1
316	жизнь однако	1	1
317	связана с	1	1
318	и то	2	1
319	две реплики	1	1
320	и четвертой	1	1
321	и др	1	1
322	художественный эффект	1	1
323	в иных	1	1
324	в первом	2	1
325	дает ключ	1	1
326	принципиальное различие	1	1
327	и до	1	1
328	на две	3	1
329	из его	1	1
330	жизни ее	1	1
331	исходит из	1	1
332	долгое время	1	1
333	также и	1	1
334	личностного самоопределения	1	1
335	жанровой традиции	1	1
336	русской культуре	1	1
337	факторов художественного	3	1
338	не во	1	1
339	моя жизнь	2	1
340	могут оказываться	1	1
341	сути дела	1	1
342	по поверхности	1	1
343	героя но	1	1
344	именно к	1	1
345	высказывания в	3	1
346	своими корнями	1	1
347	в каждый	1	1
348	в сущности	1	1
349	но она	2	1
350	собственно художественной	1	1
351	принадлежит к	3	1
352	его самоактуализации	1	1
353	этом так	1	1
354	я не	2	1
355	не сводится	4	1
356	греческое слово	2	1
357	что можно	3	1
358	как впрочем	1	1
359	в каждой	1	1
360	начало и	1	1
361	на них	1	1
362	в широком	1	1
363	взгляде на	1	1
364	что его	1	1
365	в чем	1	1
366	иных случаях	1	1
367	и л	1	1
368	сила так	1	1
369	чем это	2	1
370	совсем не	1	1
371	а тем	1	1
372	художественному тексту	1	1
