N	2gram	Losev_Prob_3	VelikijI
1	и не	35	20
2	и в	44	16
3	так как	9	9
4	то что	23	9
5	еще не	5	8
6	в истории	1	8
7	что они	5	7
8	а не	18	7
9	и потому	7	7
10	не есть	35	6
11	но и	10	5
12	по пути	1	5
13	того что	8	5
14	хотя и	5	5
15	все это	5	5
16	как бы	9	5
17	и есть	5	4
18	в образе	1	4
19	говорить о	3	4
20	в его	9	4
21	в этом	17	4
22	что он	9	4
23	потому что	25	4
24	в нем	9	4
25	так и	10	4
26	что все	2	4
27	что не	1	4
28	как и	10	4
29	что мы	8	4
30	в котором	2	4
31	в ней	5	4
32	и все	3	4
33	они будут	1	4
34	от этого	1	3
35	и что	7	3
36	должна быть	1	3
37	нас и	2	3
38	хотя бы	3	3
39	то это	10	3
40	лишь в	1	3
41	в чем	4	3
42	во всех	2	3
43	что и	9	3
44	и будет	2	3
45	в том	21	3
46	но в	12	3
47	бы и	1	3
48	все эти	7	3
49	и они	1	3
50	от которого	1	3
51	в конце	5	3
52	в своей	5	3
53	в жизни	1	3
54	не нужна	1	3
55	ни в	8	3
56	в них	1	3
57	не было	5	3
58	если не	3	3
59	в этих	2	3
60	нет ничего	6	3
61	не в	13	3
62	тому что	4	3
63	но это	8	3
64	не имеет	9	3
65	никогда не	6	3
66	и для	2	3
67	к тому	3	3
68	жизни и	6	3
69	что в	8	3
70	оно не	1	3
71	и это	9	2
72	того чтобы	1	2
73	и то	14	2
74	но мы	1	2
75	и сам	5	2
76	и т	13	2
77	можно было	4	2
78	и за	2	2
79	его не	2	2
80	мы не	7	2
81	когда в	3	2
82	что от	1	2
83	с ним	7	2
84	будет уже	2	2
85	и над	1	2
86	мы это	1	2
87	ее и	2	2
88	и во	2	2
89	и будут	1	2
90	от этих	1	2
91	которые не	1	2
92	не с	1	2
93	чудеса и	1	2
94	на нас	2	2
95	только в	19	2
96	ничего и	1	2
97	уже не	7	2
98	не только	14	2
99	стало возможным	1	2
100	не так	3	2
101	для него	3	2
102	земли и	1	2
103	не хотел	1	2
104	не к	1	2
105	и никогда	1	2
106	тем что	4	2
107	на том	1	2
108	это не	9	2
109	т д	13	2
110	а с	2	2
111	прежде всего	3	2
112	для них	2	2
113	все равно	3	2
114	с тем	5	2
115	мы и	2	2
116	для их	1	2
117	и тогда	3	2
118	не могут	1	2
119	является в	2	2
120	значения и	1	2
121	а есть	1	2
122	самого себя	3	2
123	да и	5	2
124	что их	2	2
125	том что	12	2
126	а к	2	2
127	для нас	16	2
128	от него	2	2
129	ее в	1	2
130	есть уже	3	2
131	до того	1	2
132	а в	5	2
133	но не	3	2
134	могут быть	2	2
135	во всяком	9	2
136	всегда в	1	1
137	от этой	1	1
138	речь идет	1	1
139	нас как	1	1
140	как мы	8	1
141	быть может	1	1
142	в виду	10	1
143	для себя	2	1
144	в ее	4	1
145	ни стало	1	1
146	и до	2	1
147	не имеют	4	1
148	значение в	3	1
149	на новый	2	1
150	мы будем	2	1
151	если они	1	1
152	то же	13	1
153	и могут	2	1
154	от всякой	1	1
155	из всего	1	1
156	в результате	2	1
157	по сравнению	2	1
158	вопрос о	1	1
159	и вообще	8	1
160	для раскрытия	1	1
161	который был	1	1
162	но может	1	1
163	говорят что	1	1
164	никогда и	1	1
165	и ее	3	1
166	не был	2	1
167	же что	1	1
168	целое и	2	1
169	в их	2	1
170	и на	1	1
171	со словами	1	1
172	бы то	4	1
173	истории в	1	1
174	природы и	2	1
175	все в	1	1
176	что оно	2	1
177	кроме себя	1	1
178	своим предметом	2	1
179	но как	4	1
180	от них	1	1
181	с которыми	2	1
182	а потому	1	1
183	себе и	1	1
184	бы в	2	1
185	себя но	1	1
186	не просто	23	1
187	крайней мере	5	1
188	другое и	1	1
189	и можно	2	1
190	человеческую жизнь	2	1
191	что бы	1	1
192	во что	1	1
193	стало возможно	1	1
194	его на	1	1
195	как в	5	1
196	есть идея	3	1
197	и пусть	1	1
198	в своем	5	1
199	самого факта	1	1
200	все же	6	1
201	но с	2	1
202	что лишь	1	1
203	д и	4	1
204	сделать это	1	1
205	могли бы	4	1
206	и хотя	1	1
207	в самом	3	1
208	к свободе	1	1
209	их жизни	1	1
210	у них	2	1
211	в которой	2	1
212	образа в	2	1
213	что это	3	1
214	бы ни	1	1
215	имеет своим	2	1
216	в целом	6	1
217	тоже не	5	1
218	в этой	3	1
219	в известном	2	1
220	же и	4	1
221	вот в	1	1
222	своей целью	1	1
223	уже в	3	1
224	то и	5	1
225	в виде	6	1
226	и если	6	1
