N	2gram	Nazirov_Tv_2	Vladivir
1	с м	1	41
2	и в	20	31
3	в году	16	30
4	не только	13	24
5	а к	1	22
6	но и	8	19
7	то что	3	18
8	и не	9	17
9	м м	11	15
10	и даже	5	15
11	у него	6	15
12	в этом	8	14
13	том что	4	14
14	и с	8	14
15	он был	1	14
16	что в	7	14
17	соловьев в	2	13
18	там же	9	13
19	но в	4	12
20	в его	10	12
21	что он	6	12
22	по поводу	1	12
23	с его	1	11
24	же с	9	11
25	о том	5	11
26	в том	8	11
27	потому что	7	11
28	он не	3	10
29	письма т	2	10
30	так что	2	10
31	письме к	1	10
32	как мы	1	9
33	никогда не	11	9
34	в конце	6	9
35	только в	2	9
36	с а	1	9
37	в течение	1	9
38	а в	4	9
39	и по	2	8
40	в то	10	8
41	в дальнейшем	4	8
42	в петербурге	1	8
43	в письме	1	8
44	так как	3	8
45	в доме	1	7
46	тут же	2	7
47	и и	1	7
48	мы уже	1	7
49	как это	1	7
50	и его	9	7
51	для него	3	7
52	об этом	4	7
53	о нем	1	7
54	уже в	2	7
55	как раз	1	7
56	сказать что	1	7
57	то же	7	6
58	не без	1	6
59	то он	1	6
60	и к	1	6
61	в котором	3	6
62	года он	3	6
63	у нас	2	6
64	и сам	5	6
65	так и	6	6
66	и что	2	6
67	может быть	8	6
68	на этот	2	6
69	и потому	4	6
70	не может	7	6
71	к этому	3	6
72	не был	1	5
73	но как	1	5
74	когда он	4	5
75	это был	3	5
76	на то	1	5
77	и если	2	5
78	которой он	2	5
79	не в	4	5
80	со своим	1	5
81	что и	1	5
82	вовсе не	2	5
83	но он	1	5
84	не было	2	5
85	а с	3	5
86	и психологии	1	5
87	что же	1	5
88	все это	6	5
89	и от	4	5
90	с ним	3	5
91	в своих	3	5
92	из его	1	4
93	я не	2	4
94	мы и	1	4
95	что его	2	4
96	в этой	5	4
97	в истории	2	4
98	хотя и	4	4
99	и как	1	4
100	говорит что	1	4
101	в этот	2	4
102	в которой	2	4
103	в себе	3	4
104	в нем	3	4
105	главным образом	1	4
106	в россии	2	4
107	что у	4	4
108	как и	6	4
109	несмотря на	1	4
110	еще в	1	4
111	в своей	6	4
112	мысли и	1	4
113	и вообще	2	4
114	а а	4	4
115	дело в	1	4
116	году он	1	4
117	же время	7	4
118	к ней	1	4
119	он писал	2	4
120	один из	3	4
121	себя в	2	4
122	и у	2	4
123	для меня	1	4
124	относился к	1	4
125	что для	1	4
126	и особенно	1	4
127	м с	7	4
128	такого рода	1	4
129	для нас	1	4
130	и через	3	3
131	с в	1	3
132	на себя	1	3
133	и он	2	3
134	и на	5	3
135	нам представляется	1	3
136	то мы	1	3
137	но не	5	3
138	в в	1	3
139	отношение к	1	3
140	что они	4	3
141	отнюдь не	4	3
142	как в	4	3
143	все же	5	3
144	в целом	6	3
145	все эти	4	3
146	о которой	1	3
147	едва ли	2	3
148	и вот	1	3
149	на его	4	3
150	уже тогда	1	3
151	то есть	5	3
152	всю жизнь	1	3
153	со своими	2	3
154	не мог	1	3
155	во время	1	3
156	но это	5	3
157	т ii	2	3
158	что этот	2	3
159	на него	2	3
160	но только	1	3
161	ничего не	4	3
162	вот что	1	3
163	таким образом	10	3
164	к тому	1	3
165	в жизни	1	3
166	жизнь и	1	3
167	ii с	2	3
168	и здесь	1	3
169	тот же	1	3
170	по возвращении	1	3
171	уже не	3	3
172	в виде	2	3
173	марта года	4	3
174	за границу	1	3
175	с другой	2	3
176	под влиянием	1	3
177	если не	4	3
178	в связи	1	3
179	н к	2	3
180	вместе с	3	3
181	в начале	3	3
182	в петербург	2	3
183	года в	7	3
184	другой стороны	2	3
185	но этот	1	3
186	об этих	1	3
187	января года	4	3
188	и т	13	2
189	одним из	3	2
190	это и	1	2
191	и до	1	2
192	в меру	1	2
193	и за	1	2
194	той же	1	2
195	и тут	1	2
196	этом не	1	2
197	письма к	3	2
198	личности с	1	2
199	еще не	5	2
200	он сам	3	2
201	знаем что	1	2
202	в чем	4	2
203	я никогда	1	2
204	к жизни	2	2
205	ответ на	1	2
206	нет и	2	2
207	и я	1	2
208	его к	1	2
209	за границей	1	2
210	из этих	1	2
211	но его	1	2
212	тому же	2	2
213	что она	4	2
214	при этом	8	2
215	т д	11	2
216	и еще	2	2
217	была не	1	2
218	своего времени	1	2
219	так например	3	2
220	что все	1	2
221	м а	1	2
222	а по	1	2
223	лишь в	1	2
224	было бы	1	2
225	известно что	2	2
226	в свой	2	2
227	ни в	1	2
228	в париже	1	2
229	в них	1	2
230	за это	1	2
231	рассказывает в	1	2
232	года и	4	2
233	бога и	1	2
234	интерес и	1	2
235	это делает	1	2
236	был склонен	1	2
237	место в	3	2
238	i с	1	2
239	что я	2	2
240	выше мы	1	2
241	в философии	1	2
242	даже в	1	2
243	необходимо сказать	1	2
244	впечатление и	1	2
245	не менее	2	2
246	тем самым	4	2
247	что с	1	2
248	что на	2	2
249	у меня	1	2
250	в момент	1	2
251	он подал	1	2
252	со стороны	1	2
253	указывает на	1	2
254	и такие	1	2
255	на это	1	2
256	для себя	1	2
257	году в	1	2
258	и о	1	2
259	то время	1	2
260	не столько	2	2
261	из воспоминаний	1	2
262	ясно что	1	2
263	во многом	2	2
264	она была	1	2
265	был не	1	2
266	образом в	1	2
267	внимание читателя	1	2
268	году и	1	2
269	как было	1	2
270	в которую	2	2
271	этот момент	1	2
272	и мы	3	2
273	всякого рода	2	2
274	с ними	2	2
275	т i	1	2
276	всяком случае	2	2
277	этот факт	2	2
