N	4gram	Tiupa_Narr_1	Hudozhes
1	в то же время	3	8
2	произведения особая личностно-актуальная форма	1	1
3	самую суть проблемной ситуации	1	1
4	наиболее влиятельной в русской	1	1
5	всего в том что	1	1
6	в самом деле не	1	1
7	и ведущего за собой	1	1
8	прежде всего в том	1	1
9	как учителя жизни мудреца	1	1
10	пророка знающего истину и	1	1
11	литературе позиции писателя как	1	1
12	учителя жизни мудреца пророка	1	1
13	с этой точки зрения	1	1
14	предстают перед нами не	1	1
15	в том что он	1	1
16	состоит в том что	2	1
17	которым можно было бы	2	1
18	позиция это позиция со-искателя	1	1
19	особая включенность читателя в	1	1
20	знающего истину и ведущего	1	1
21	ведущего за собой его	1	1
22	но как субъекты этического	1	1
23	позиции писателя как учителя	1	1
24	писателя как учителя жизни	1	1
25	особая личностно-актуальная форма восприятия	1	1
26	мудреца пророка знающего истину	1	1
27	читателя в самую суть	1	1
28	читателя в мир произведения	1	1
29	и в то же	1	1
30	в мир произведения особая	1	1
31	в самую суть проблемной	1	1
32	как субъекты этического выбора	1	1
33	русской литературе позиции писателя	1	1
34	себя в другом и	1	1
35	истину и ведущего за	1	1
36	нами не как объекты	1	1
37	дело здесь не в	1	1
38	влиятельной в русской литературе	1	1
39	во времени и пространстве	4	1
40	в русской литературе позиции	1	1
41	жизни мудреца пророка знающего	1	1
42	мир произведения особая личностно-актуальная	1	1
43	перед нами не как	1	1
44	включенность читателя в мир	1	1
