N	2gram	Propp_Isto_3	FransuaR
1	и в	22	40
2	и его	4	17
3	прежде всего	3	16
4	в этом	17	15
5	мы уже	6	13
6	не только	14	13
7	в его	3	13
8	и не	12	13
9	вовсе не	2	12
10	что в	15	12
11	как и	3	11
12	но и	12	11
13	таким образом	10	10
14	как мы	8	10
15	он не	5	9
16	в них	6	9
17	может быть	11	9
18	и все	3	9
19	и до	1	8
20	той же	2	8
21	и на	4	8
22	отношение к	4	8
23	все эти	4	8
24	и с	4	8
25	во время	6	8
26	в том	9	8
27	у него	3	8
28	но в	10	8
29	то же	6	7
30	в своем	2	7
31	он и	3	7
32	в одном	2	7
33	и др	2	7
34	в этих	11	6
35	в то	2	6
36	связи с	6	6
37	связь с	6	6
38	мы еще	3	6
39	в своей	1	6
40	к этому	7	6
41	здесь и	2	5
42	в нем	9	5
43	со всеми	1	5
44	и для	2	5
45	в особенности	2	5
46	связаны с	1	5
47	мы видим	8	5
48	то что	7	5
49	не было	2	5
50	а не	6	5
51	в связи	3	5
52	также и	1	4
53	жизни и	2	4
54	из всех	1	4
55	в ней	2	4
56	в мире	1	4
57	было бы	3	4
58	с начала	1	4
59	ни в	2	4
60	том что	8	4
61	в эту	1	4
62	даже в	2	4
63	у нас	4	4
64	о том	3	4
65	вы не	1	4
66	и о	2	4
67	так в	6	4
68	роль в	2	4
69	и здесь	7	4
70	а также	2	4
71	один из	5	4
72	только на	2	4
73	из них	7	4
74	так как	7	4
75	и даже	2	4
76	до сих	5	4
77	здесь в	1	4
78	не видит	2	4
79	и потому	2	4
80	в данном	4	4
81	сих пор	5	4
82	в основном	1	4
83	все это	1	4
84	видно что	2	4
85	средневековья и	1	4
86	еще более	2	4
87	самом деле	1	3
88	на самом	2	3
89	в приведенном	1	3
90	и есть	2	3
91	только для	1	3
92	по отношению	2	3
93	в этой	5	3
94	кроме того	1	3
95	и как	3	3
96	и к	3	3
97	при этом	2	3
98	всех этих	2	3
99	об этом	1	3
100	мы видели	13	3
101	их в	3	3
102	для этого	1	3
103	вплоть до	1	3
104	в таких	1	3
105	одна из	2	3
106	во всем	1	3
107	уже говорили	1	3
108	начиная с	1	3
109	но все	2	3
110	здесь не	3	3
111	в ее	1	3
112	можно было	1	3
113	если бы	6	3
114	в другом	2	3
115	другими словами	1	3
116	никак не	1	3
117	между тем	2	3
118	что и	9	3
119	в свете	5	3
120	еще не	10	3
121	только в	4	3
122	так и	2	3
123	в начале	1	3
124	одно из	1	3
125	мы находим	1	3
126	тем что	4	3
127	в других	4	3
128	связан с	2	3
129	и прежде	1	3
