N	3gram	Medvedev_F_3	Stilisti
1	в то же	7	9
2	в зависимости от	5	7
3	то же время	7	7
4	для того чтобы	4	7
5	с точки зрения	14	5
6	того или иного	1	5
7	то же самое	3	4
8	ту или иную	1	4
9	с самого начала	1	4
10	той или иной	1	4
11	на самом деле	12	3
12	в этом случае	1	3
13	социального общения и	2	3
14	выбор слов и	1	3
15	в той же	1	3
16	то или иное	2	3
17	не только в	1	3
18	в конце концов	2	3
19	но все же	1	3
20	как мы видели	2	3
21	и той же	1	2
22	равно как и	2	2
23	и в то	2	2
24	вместе с тем	3	2
25	ничего не останется	2	2
26	в этом отношении	3	2
27	тот или иной	1	2
28	может быть понято	4	2
29	в значительной степени	1	2
30	имели в виду	1	2
31	смысле этого слова	2	2
32	зависимости от того	1	2
33	но при этом	1	2
34	одни и те	3	2
35	не может быть	14	2
36	мы убедились что	1	2
37	что же такое	1	2
38	и тем же	2	2
39	о том что	1	2
40	и те же	3	2
41	можно сказать что	1	2
42	с тем и	1	2
43	быть понято и	1	2
44	в связи с	4	2
45	к тому что	2	2
46	одной и той	1	2
47	тех или иных	1	2
48	все то что	1	2
49	мы видели что	2	2
50	это связано с	1	1
51	как и самое	1	1
52	и того же	1	1
53	нет и не	2	1
54	его со всех	1	1
55	знаком в слове	1	1
56	одним и тем	2	1
57	по отношению к	3	1
58	так как и	1	1
59	и чаще всего	1	1
60	в самом деле	4	1
61	с помощью языка	3	1
62	можно говорить лишь	1	1
63	свое выражение в	1	1
64	в нем и	2	1
65	являются для нас	1	1
66	который вкладывается в	1	1
67	до сих пор	1	1
68	если же он	1	1
69	что для них	1	1
70	мы подойдем к	1	1
71	то что именно	2	1
72	котором мы говорили	1	1
73	высказывания но и	1	1
74	социального коллектива в	1	1
75	в собственном смысле	1	1
76	при этом не	1	1
77	что же является	1	1
78	можно было бы	1	1
79	с нашей точки	1	1
80	вошел в кругозор	1	1
81	не поняв его	1	1
82	в ее наиболее	1	1
83	то у нас	1	1
84	они находятся в	1	1
85	и форму его	1	1
86	конечно это не	1	1
87	коллектива в котором	1	1
88	и в жизни	1	1
89	жизни и в	1	1
90	не может пойти	1	1
91	хотя бы и	1	1
92	в процессе общения	1	1
93	не с помощью	1	1
94	но при всем	1	1
95	в большинстве случаев	4	1
96	того чтобы не	1	1
97	без такого понимания	1	1
98	так а не	1	1
99	существеннейшую роль в	1	1
100	к одной и	1	1
101	произведения совершается в	1	1
102	данной социальной группы	2	1
103	художественного творчества и	1	1
104	как по отношению	1	1
105	в конкретном высказывании	1	1
106	а не иначе	1	1
107	и является задачей	1	1
108	и не могут	3	1
109	и не было	1	1
110	тем не менее	2	1
111	виду прежде всего	1	1
112	остается тем же	1	1
113	иметь в виду	1	1
114	как таковой не	1	1
115	чтобы убедиться в	1	1
116	условий при которых	1	1
117	в виду что	1	1
118	того социального коллектива	1	1
119	так и от	2	1
120	о чем говорится	1	1
121	собственном смысле слова	1	1
122	и в романе	1	1
123	о котором мы	1	1
124	же самое и	1	1
125	друг друга и	1	1
126	на всякое высказывание	1	1
127	и все же	1	1
128	первой и второй	1	1
129	в виду прежде	1	1
130	существенными социально-экономическими предпосылками	1	1
131	а не наоборот	1	1
132	мы не можем	2	1
133	и никогда не	1	1
134	подвести некоторые итоги	1	1
135	не только не	2	1
136	и не может	4	1
137	не только на	1	1
138	целое высказывание как	1	1
139	нашей точки зрения	1	1
140	мы имеем в	1	1
141	с другой стороны	5	1
142	одного и того	1	1
143	связаны с более	1	1
144	в высказывание и	1	1
145	в наш кругозор	1	1
146	лишь там где	1	1
147	той же мере	1	1
148	же как мы	2	1
149	мы уже знаем	2	1
150	вовсе не является	3	1
151	в том что	3	1
152	именно потому что	2	1
153	слово как таковое	1	1
154	в последнем счете	2	1
155	как и в	1	1
156	социальной оценки в	1	1
157	не нуждается в	1	1
158	что при этом	1	1
159	мы увидим что	2	1
160	в жизни и	1	1
161	в пределах одного	2	1
162	или иное место	1	1
163	тот факт что	1	1
