N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	56
2	то есть	11	24
3	в романе	1	21
4	в его	13	18
5	таким образом	3	17
6	все эти	2	15
7	в этом	13	14
8	в том	27	13
9	так и	4	13
10	он был	1	12
11	в то	9	12
12	и его	5	12
13	то же	9	11
14	в них	1	11
15	в этих	1	11
16	и т.п	5	11
17	как бы	5	11
18	и до	2	10
19	мы уже	1	10
20	еще не	3	10
21	же время	6	10
22	в самом	6	9
23	и не	21	9
24	только в	6	9
25	но и	17	9
26	в сущности	6	8
27	во всех	1	8
28	не только	15	8
29	в нем	3	8
30	и с	2	8
31	и даже	1	8
32	до сих	1	8
33	и др	1	8
34	по своему	1	8
35	сих пор	1	8
36	том что	12	8
37	и на	5	7
38	как мы	2	7
39	у него	1	7
40	в частности	19	7
41	той же	2	6
42	в ее	1	6
43	в этой	5	6
44	но в	8	6
45	на его	2	6
46	точки зрения	6	6
47	языка и	1	6
48	вовсе не	2	6
49	связи с	1	6
50	прежде всего	6	6
51	в той	8	6
52	все они	1	6
53	и все	3	6
54	потому что	2	6
55	одним из	3	5
56	с его	3	5
57	но не	10	5
58	в пределах	2	5
59	он не	3	5
60	роль в	2	5
61	такой же	2	5
62	во время	1	5
63	в отношении	1	5
64	своего рода	3	5
65	в процессе	2	5
66	никогда не	2	5
67	в области	4	5
68	один из	2	5
69	ни с	3	5
70	не было	1	5
71	как и	13	5
72	в результате	1	5
73	что в	5	5
74	они не	1	5
75	например в	1	4
76	и потому	2	4
77	но по	1	4
78	в ней	1	4
79	за пределы	2	4
80	и к	3	4
81	в которой	2	4
82	что это	1	4
83	в себе	11	4
84	при этом	12	4
85	их в	1	4
86	что все	1	4
87	и ее	1	4
88	и более	4	4
89	даже в	3	4
90	одна из	1	4
91	того чтобы	3	4
92	по своей	6	4
93	во всем	1	4
94	наконец в	1	4
95	вещи и	1	4
96	времени и	6	4
97	о том	5	4
98	в ту	1	4
99	с одной	3	4
100	в качестве	31	4
101	так как	2	4
102	в особенности	1	4
103	в эпизоде	2	4
104	в основе	6	4
105	в своих	1	4
106	и четвертой	1	3
107	в году	1	3
108	в их	5	3
109	меньшей степени	1	3
110	не просто	2	3
111	связи и	1	3
112	перед нами	1	3
113	и наконец	1	3
114	третьей и	1	3
115	его к	2	3
116	всех этих	1	3
117	первой части	1	3
118	не в	14	3
119	но он	1	3
120	национального языка	2	3
121	здесь мы	1	3
122	и был	1	3
123	и о	2	3
124	мы наблюдаем	1	3
125	в другом	4	3
126	и т.д	1	3
127	а также	3	3
128	времени в	1	3
129	это была	1	3
130	между тем	5	3
131	слов и	1	3
132	в литературе	4	3
133	большей или	4	3
134	так что	1	3
135	уже не	4	3
136	мы находим	1	3
137	что и	3	3
138	может быть	29	3
139	здесь в	1	3
140	или меньшей	4	3
141	что для	1	3
142	более того	3	3
143	связь с	1	3
144	к его	1	3
145	он видел	1	3
146	в связи	1	3
147	не подлежит	1	3
148	в большей	1	3
149	то что	6	3
150	речи и	1	3
151	том числе	3	3
152	эпизод где	1	2
153	также и	2	2
154	и то	2	2
155	самом деле	2	2
156	на самом	2	2
157	персонажей в	1	2
158	по преимуществу	1	2
159	мы не	1	2
160	бы то	3	2
161	взгляде на	2	2
162	с другой	4	2
163	эпизод с	1	2
164	как к	2	2
165	хотя и	1	2
166	и как	5	2
167	в действительности	1	2
168	в нашем	3	2
169	языка а	1	2
170	и те	1	2
171	все те	1	2
172	ни было	4	2
173	в виде	1	2
174	не как	1	2
175	картины мира	1	2
176	связей в	2	2
177	в мире	8	2
178	его в	1	2
179	здесь как	1	2
180	и была	1	2
181	ни в	4	2
182	с тем	1	2
183	он и	1	2
184	несмотря на	2	2
185	между собою	1	2
186	или менее	1	2
187	для него	2	2
188	и при	1	2
189	в своей	6	2
190	в котором	3	2
191	с точки	4	2
192	в которых	1	2
193	если бы	3	2
194	и эти	1	2
195	между людьми	1	2
196	на котором	1	2
197	дело не	3	2
198	к концу	1	2
199	смыслу и	1	2
200	ему и	1	2
201	в каком	1	2
202	фактов и	1	2
203	мы встречаем	1	2
204	начиная с	1	2
205	числе и	1	2
206	той или	6	2
207	нашей работы	1	2
208	данном случае	2	2
209	только не	2	2
210	культуры и	1	2
211	и сам	2	2
212	с ним	4	2
213	образом в	1	2
214	его жизни	1	2
215	можно сказать	2	2
216	и во	1	2
217	к нему	3	2
218	при взгляде	1	2
219	во всей	1	2
220	было бы	2	2
221	что он	3	2
222	действующих лиц	1	2
223	это не	6	2
224	вопрос об	3	2
225	ничто не	2	2
226	только на	1	2
227	в известном	1	2
228	из них	2	2
229	в одном	1	2
230	как раз	1	2
231	смерти и	1	2
232	для того	4	2
233	человека и	1	2
234	далеко не	6	2
235	романа в	2	2
236	нового времени	1	2
237	говорит о	1	2
238	одной стороны	3	2
239	то ни	3	2
240	его как	1	2
241	он создал	1	2
242	знания и	1	2
243	не может	22	2
244	о себе	1	2
245	вместе с	4	2
246	из которых	4	2
247	в данном	2	2
248	в точке	1	2
249	а не	17	2
250	с этой	1	2
251	но это	1	2
252	все же	4	2
253	и для	1	2
254	мира и	1	2
255	а в	9	2
256	между ними	1	2
257	другой стороны	2	2
258	культуры в	2	2
259	более или	1	2
260	и эта	1	2
261	смысле слова	1	1
262	как известно	3	1
263	то на	1	1
264	речь идет	1	1
265	говоря о	2	1
266	и цельного	1	1
267	предполагает что	1	1
268	того же	4	1
269	этом понимании	1	1
270	перед лицом	6	1
271	самих событий	1	1
272	явления и	1	1
273	он всегда	1	1
274	в какой-то	1	1
275	всех и	1	1
276	включая и	1	1
277	а как	2	1
278	и значение	1	1
279	при анализе	1	1
280	на той	1	1
281	вопрос о	2	1
282	со смертью	1	1
283	он как	1	1
284	равно как	1	1
285	это вполне	1	1
286	целого в	4	1
287	пользоваться им	1	1
288	национальным языком	1	1
289	пребывания в	1	1
290	к своему	1	1
291	литературы и	1	1
292	по этому	1	1
293	между собой	2	1
294	оно ни	1	1
295	в чем	1	1
296	чем это	1	1
297	то он	2	1
298	присутствует в	1	1
299	по отношению	6	1
300	в новом	2	1
301	себя в	6	1
302	приближается к	1	1
303	одного и	2	1
304	как в	1	1
305	для всех	1	1
306	не можем	1	1
307	та же	1	1
308	вышедших из	1	1
309	эпизодах и	1	1
310	подлинный смысл	1	1
311	он в	1	1
312	включает в	1	1
313	к месту	2	1
314	из этих	2	1
315	их непосредственным	1	1
316	тому же	4	1
317	претендовать на	1	1
318	как он	3	1
319	его позиция	1	1
320	этот процесс	1	1
321	не следует	4	1
322	кажется не	1	1
323	а скорее	1	1
324	здесь имеются	1	1
325	состоит в	11	1
326	не к	2	1
327	свое время	2	1
328	свою силу	1	1
329	языком и	1	1
330	из него	1	1
331	подобно тому	3	1
332	что ни	1	1
333	методологических позиций	1	1
334	без исключения	1	1
335	дистанции между	1	1
336	не бывает	1	1
337	ни был	1	1
338	в основу	1	1
339	всех речевых	1	1
340	выражение и	1	1
341	же не	1	1
342	пусть и	1	1
343	те же	1	1
344	на все	2	1
345	лишь в	5	1
346	заключается в	1	1
347	с другими	4	1
348	этом смысле	1	1
349	этим именем	1	1
350	из первых	1	1
351	национальный язык	1	1
352	участие в	1	1
353	только одно	1	1
354	и романа	1	1
355	не всегда	4	1
356	его и	2	1
357	автора и	3	1
358	культуры с	1	1
359	смысл и	3	1
360	и третья	1	1
361	особенности же	1	1
362	собой особую	1	1
363	функции и	1	1
364	место в	3	1
365	то его	1	1
366	в отличие	6	1
367	бы мы	1	1
368	возвращение к	1	1
369	точку зрения	1	1
370	которые в	2	1
371	речи в	1	1
372	войти в	1	1
373	том же	1	1
374	тому что	1	1
375	событие при	1	1
376	тогда когда	2	1
377	в науке	1	1
378	было не	1	1
379	все четыре	1	1
380	личности к	2	1
381	все без	1	1
382	с иными	1	1
383	смысл его	3	1
384	в самой	1	1
385	слова как	1	1
386	эпизода с	1	1
387	на левом	2	1
388	и другая	1	1
389	и является	2	1
390	как будто	3	1
391	этом отношении	2	1
392	с другом	1	1
393	представляется нам	1	1
394	уже о	1	1
395	не могут	3	1
396	могут быть	4	1
397	позиция в	1	1
398	в категориях	2	1
399	же самое	2	1
400	к тому	7	1
401	что оно	1	1
402	его с	1	1
403	но одновременно	1	1
404	как для	1	1
405	то оно	1	1
406	в полной	3	1
407	имеет место	5	1
408	где он	1	1
409	а затем	1	1
410	в виду	1	1
411	но при	1	1
412	на нем	1	1
413	и сами	1	1
414	здесь не	2	1
415	и служит	1	1
416	события как	1	1
417	таит в	1	1
418	может только	1	1
419	литературе последних	1	1
420	в себя	6	1
421	но мы	1	1
422	и самого	2	1
423	где по	1	1
424	на свой	1	1
425	в рамки	1	1
426	на том	1	1
427	особенно в	2	1
428	еще в	2	1
429	однако этот	1	1
430	является в	1	1
431	для этого	2	1
432	участником или	1	1
433	или иной	6	1
434	в глубине	1	1
435	строго говоря	1	1
436	глубине души	1	1
437	в отдельных	1	1
438	т.п по	1	1
439	но к	2	1
440	на вопрос	4	1
441	и та	2	1
442	и что	1	1
443	влияние на	1	1
444	на что	1	1
445	для нас	1	1
446	характер он	1	1
447	и научной	1	1
448	на всех	1	1
449	на отдельные	1	1
450	том или	3	1
451	этих слов	1	1
452	творчества в	1	1
453	полноту и	1	1
454	есть уже	1	1
455	другого в	3	1
456	этом ряду	2	1
457	и иных	1	1
458	как правило	4	1
459	которой в	1	1
460	в лице	1	1
461	в которую	1	1
462	человека а	1	1
463	и всего	1	1
464	происходит в	1	1
465	в современной	1	1
466	себе предельную	1	1
467	быть и	1	1
468	известном смысле	1	1
469	в формах	1	1
470	оно и	1	1
471	том как	1	1
472	и одновременно	3	1
473	своей сущности	1	1
474	тот же	1	1
475	дело с	4	1
476	языка на	1	1
477	что даже	1	1
478	нового но	1	1
479	т.д в	1	1
480	во времени	4	1
481	сознания как	1	1
482	бы ни	2	1
483	и тем	1	1
484	действительность но	1	1
485	к которой	1	1
486	к миру	1	1
487	его образного	1	1
488	со своим	1	1
489	как нечто	1	1
490	вопроса о	3	1
491	языка как	1	1
492	действующего лица	1	1
493	в начале	2	1
494	не одного	1	1
495	чужого языка	1	1
496	или даже	1	1
497	за ним	1	1
498	к своим	1	1
499	ибо он	1	1
500	никто не	3	1
501	слова в	1	1
502	в пространстве	1	1
503	к первой	1	1
504	только с	1	1
505	каждый из	2	1
506	но затем	1	1
507	отличие от	6	1
508	или ином	3	1
509	и вместе	1	1
510	того в	1	1
511	науки в	1	1
512	же деле	1	1
513	того что	4	1
514	выходит за	1	1
515	отвечая на	1	1
516	этом как	1	1
517	именно в	4	1
518	а именно	3	1
519	а с	3	1
520	превращается в	1	1
521	самом же	1	1
522	однако и	1	1
523	единого и	1	1
524	мира в	2	1
525	все более	1	1
526	бы оно	1	1
527	на фоне	2	1
528	научный анализ	2	1
529	подхода к	3	1
530	есть такое	1	1
531	независимо от	1	1
532	если оно	1	1
533	своего языка	1	1
534	как эпизод	1	1
535	тому как	3	1
536	типа как	1	1
537	в тот	1	1
538	в ряду	2	1
539	друг с	1	1
540	как речь	1	1
541	с подлинной	1	1
542	конфликт с	1	1
543	этого слова	7	1
544	с некоторым	1	1
545	еще раз	1	1
546	и действия	1	1
547	нет ничего	2	1
548	и тогда	2	1
549	а сама	1	1
550	к другим	1	1
551	она должна	1	1
552	всего в	1	1
553	какой бы	2	1
554	сохраняется и	1	1
555	и от	1	1
556	о котором	1	1
557	это как	2	1
558	или другой	1	1
559	при объяснении	1	1
560	от него	1	1
561	со второй	1	1
562	тем более	2	1
563	идеологическую борьбу	1	1
564	ее в	1	1
565	же в	1	1
566	не создается	1	1
567	на части	1	1
568	по поводу	1	1
569	может и	1	1
570	не знает	1	1
571	и только	1	1
572	отношению к	5	1
573	которой был	1	1
574	из этого	1	1
575	этих исключительных	1	1
576	в свое	2	1
577	жизни и	1	1
578	и особенно	1	1
