N	2gram	Vygotskiy__2	UchenyiS
1	и в	32	14
2	формальный метод	1	11
3	а не	7	10
4	не только	12	10
5	прежде всего	1	8
6	и не	10	8
7	не может	17	7
8	в этом	13	7
9	то что	21	7
10	эстетического объекта	2	6
11	может быть	18	6
12	в искусстве	21	6
13	то же	13	5
14	и только	2	5
15	художественное произведение	6	5
16	в художественном	6	5
17	все это	5	5
18	хотя бы	3	5
19	с другой	3	4
20	но и	10	4
21	в их	3	4
22	в конечном	3	4
23	в россии	1	4
24	конечном счете	3	4
25	в этой	6	4
26	конечно не	1	4
27	литературной науки	1	4
28	то ни	2	3
29	и то	3	3
30	это не	2	3
31	было бы	11	3
32	как и	10	3
33	для этого	3	3
34	в частности	3	3
35	в своей	3	3
36	и т.д	1	3
37	бы то	2	3
38	очевидно что	2	3
39	к сожалению	1	3
40	и формы	1	3
41	этой области	2	3
42	произведения искусства	4	3
43	в то	5	3
44	все же	4	3
45	но в	3	3
46	формы в	3	3
47	не следует	1	3
48	же время	2	3
49	в области	1	3
50	только к	1	3
51	другой стороны	2	3
52	для него	1	3
53	не как	3	3
54	ни было	1	3
55	не о	1	3
56	что все	9	2
57	а между	1	2
58	крайней мере	1	2
59	же не	1	2
60	одним из	1	2
61	как труп	1	2
62	и с	4	2
63	художественного произведения	5	2
64	художественном произведении	5	2
65	материала и	2	2
66	до сих	5	2
67	каждом шагу	1	2
68	а как	1	2
69	это было	3	2
70	самом деле	16	2
71	искусстве нет	1	2
72	форму и	2	2
73	и прием	1	2
74	противном случае	1	2
75	к области	3	2
76	в некоторых	1	2
77	мы не	3	2
78	не приходится	1	2
79	является в	1	2
80	на эту	1	2
81	если бы	6	2
82	что мы	1	2
83	ничего не	4	2
84	не столько	1	2
85	должна была	1	2
86	том что	21	2
87	материал для	4	2
88	сводится к	2	2
89	но даже	2	2
90	мы и	1	2
91	прием в	1	2
92	литературы и	1	2
93	на каждом	1	2
94	с его	2	2
95	но не	2	2
96	в его	2	2
97	по крайней	1	2
98	по существу	3	2
99	что и	17	2
100	что материал	2	2
101	художественной формы	12	2
102	по себе	12	2
103	более чем	1	2
104	конце концов	3	2
105	сих пор	5	2
106	но это	2	2
107	этом смысле	1	2
108	в противном	1	2
109	могли бы	2	2
110	в том	37	2
111	и для	4	2
112	что он	13	2
113	в себе	2	2
114	искусства как	2	2
115	как прием	3	2
116	при таком	4	2
117	формы и	6	2
118	в самом	12	2
119	между тем	4	2
120	и у	2	2
121	только в	7	2
122	мы получаем	2	2
123	материал как	1	2
124	не в	8	2
125	для всех	1	2
126	и является	1	2
127	вопроса о	1	2
128	нет содержания	1	2
129	как принцип	1	2
130	не есть	1	2
131	этом отношении	5	2
132	его и	1	2
133	бы и	3	2
134	их и	1	2
135	не могут	3	2
136	могут быть	4	2
137	в конце	3	2
138	построения литературной	1	2
139	а о	1	2
140	же самое	6	2
141	материал не	3	2
142	как раз	5	2
143	тем что	9	2
144	что она	16	2
145	таким образом	21	2
146	художественного задания	1	2
147	для себя	1	1
148	и это	4	1
149	тем в	1	1
150	литературы а	1	1
151	об этом	3	1
152	поэзии и	7	1
153	же как	4	1
154	искусство и	1	1
155	словесности с	1	1
156	человека и	1	1
157	формальным методом	1	1
158	даже не	1	1
159	то есть	21	1
160	в виду	3	1
161	сам по	4	1
162	и служит	1	1
163	данном случае	4	1
164	только при	1	1
165	искусства в	5	1
166	для читателя	1	1
167	сюда же	1	1
168	и прежде	1	1
169	от смысла	2	1
170	из самых	2	1
171	в произведении	4	1
172	идет не	2	1
173	изучения литературы	1	1
174	элементарным и	1	1
175	искусстве форма	1	1
176	к которой	2	1
177	что для	7	1
178	слова а	1	1
179	объясняется и	2	1
180	никогда не	9	1
181	литературного произведения	1	1
182	художественное творчество	1	1
183	произведение как	2	1
184	так и	3	1
185	самых крайних	1	1
186	сводить к	1	1
187	одной стороны	1	1
188	той же	8	1
189	в сфере	1	1
190	относится к	3	1
191	столько же	3	1
192	до конца	3	1
193	с тем	11	1
194	мы имеем	4	1
195	к вопросам	1	1
196	искусство как	4	1
197	приема и	2	1
198	и вне	1	1
199	методом и	1	1
200	ничего подобного	1	1
201	стиха с	1	1
202	и всякого	1	1
203	именно к	1	1
204	очень легко	1	1
205	смысл того	1	1
206	и даже	5	1
207	должно быть	1	1
208	любопытно что	3	1
