N	2gram	Bakhtin_Pr_4	Formalny
1	и не	27	30
2	вовсе не	9	28
3	и в	46	27
4	может быть	23	25
5	не может	19	24
6	так и	4	21
7	и его	6	19
8	в этом	16	18
9	таким образом	4	18
10	а не	11	17
11	самом деле	4	16
12	точки зрения	11	16
13	то же	6	15
14	в нем	17	15
15	в процессе	4	15
16	и пр	2	15
17	между ними	10	15
18	на самом	1	14
19	как и	12	14
20	с точки	9	14
21	не в	10	12
22	если бы	3	12
23	в самом	9	11
24	в жизни	5	11
25	не могут	3	10
26	место в	1	10
27	но и	12	10
28	не только	14	9
29	лишь в	2	9
30	как его	1	9
31	так как	5	9
32	так же	3	9
33	с помощью	3	8
34	как бы	19	8
35	при этом	5	8
36	входит в	1	8
37	ни в	6	8
38	как мы	12	8
39	в пределах	10	8
40	только в	6	8
41	как раз	7	8
42	то что	4	8
43	и все	9	8
44	что в	4	8
45	тем же	3	7
46	не менее	2	7
47	же время	5	7
48	потому что	4	7
49	его в	1	7
50	между тем	2	7
51	в его	9	7
52	в том	9	7
53	если мы	5	7
54	там где	2	7
55	все это	6	7
56	совершенно не	4	7
57	в то	5	7
58	здесь и	3	6
59	еще не	7	6
60	но в	6	6
61	все эти	4	6
62	в своей	3	6
63	всяком случае	1	6
64	произведения как	1	6
65	все время	2	6
66	было бы	3	6
67	в литературе	1	6
68	что он	6	6
69	с другой	3	6
70	более того	3	6
71	вместе с	2	6
72	в данном	2	6
73	все же	4	6
74	и для	3	6
75	бы в	3	6
76	хотя бы	2	6
77	в своих	1	6
78	во всяком	2	6
79	но не	4	5
80	в одной	2	5
81	в художественном	2	5
82	в единстве	3	5
83	так сказать	5	5
84	в каждом	6	5
85	войти в	3	5
86	ни было	1	5
87	того чтобы	1	5
88	в направлении	4	5
89	если же	5	5
90	в ней	1	5
91	никогда не	6	5
92	в плоскости	2	5
93	в литературу	1	5
94	связи с	1	5
95	большинстве случаев	8	5
96	и их	3	5
97	друг друга	6	5
98	и между	6	5
99	тем что	3	5
100	и потому	1	5
101	что же	3	5
102	и формы	1	5
103	высказывания и	2	5
104	в результате	2	5
105	другой стороны	3	5
106	не есть	1	4
107	в конкретном	2	4
108	мы не	4	4
109	менее всего	1	4
110	как в	4	4
111	и как	2	4
112	в целом	1	4
113	но ведь	2	4
114	а вовсе	1	4
115	бы ни	2	4
116	в корне	2	4
117	может войти	1	4
118	данном случае	1	4
119	в ее	1	4
120	в слове	3	4
121	мы знаем	1	4
122	том что	4	4
123	жизнь не	2	4
124	установка на	3	4
125	по себе	7	4
126	она не	3	4
127	тогда когда	1	4
128	мы можем	4	4
129	и является	2	4
130	в роман	1	4
131	могут быть	2	4
132	к тому	2	4
133	роль в	1	4
134	следовательно и	2	4
135	о том	5	4
136	некрасова и	1	4
137	его смысла	1	4
138	слов и	3	4
139	же и	4	4
140	конечно не	8	4
141	уже в	4	4
142	в большинстве	9	4
143	только на	3	4
144	видения и	2	4
145	со стороны	1	4
146	прежде всего	9	4
147	смысла и	1	4
148	до конца	4	4
149	в связи	1	4
150	как это	1	4
