N	2gram	Tiupa_Anal_1	Tvorches
1	и в	18	20
2	в году	1	16
3	в романе	1	15
4	и т	3	13
5	не только	15	13
6	никогда не	2	11
7	как бы	5	11
8	таким образом	3	10
9	в то	9	10
10	в его	13	10
11	и его	5	9
12	и не	21	9
13	при этом	12	8
14	и с	2	8
15	ю м	2	8
16	в том	27	8
17	может быть	29	8
18	в этом	13	8
19	прежде всего	6	8
20	но и	17	8
21	то же	9	7
22	это не	6	7
23	же время	6	7
24	потому что	2	7
25	не может	22	7
26	что в	5	7
27	в целом	5	6
28	как и	13	6
29	в своей	6	6
30	что он	3	6
31	так и	4	6
32	у него	1	6
33	именно в	4	6
34	а не	17	6
35	например в	1	5
36	еще не	3	5
37	и на	5	5
38	но не	10	5
39	все же	4	5
40	в этой	5	5
41	если он	1	5
42	и сам	2	5
43	в творческом	2	5
44	в мире	8	5
45	то есть	11	5
46	о том	5	5
47	и даже	1	5
48	но это	1	5
49	читателя в	2	5
50	мы не	1	4
51	все эти	2	4
52	отнюдь не	15	4
53	как в	1	4
54	хотя и	1	4
55	но в	8	4
56	не в	14	4
57	на его	2	4
58	первой части	1	4
59	в принципе	8	4
60	соответствии с	2	4
61	если бы	3	4
62	тем самым	7	4
63	первая часть	1	4
64	ничего не	1	4
65	в чем	1	4
66	в лице	1	4
67	в душе	1	4
68	а в	9	4
69	в соответствии	1	4
70	если не	1	4
71	и потому	2	4
72	и от	1	4
73	героя в	2	4
74	том что	12	4
75	м лотман	1	4
76	одним из	3	3
77	человека и	1	3
78	х годов	2	3
79	что достоевский	1	3
80	он сам	1	3
81	а с	3	3
82	по отношению	6	3
83	тогда как	14	3
84	о жизни	1	3
85	отношению к	5	3
86	в себе	11	3
87	в нем	3	3
88	он не	3	3
89	а затем	1	3
90	его в	1	3
91	в самом	6	3
92	в котором	3	3
93	в их	5	3
94	место в	3	3
95	однако этот	1	3
96	в которых	1	3
97	своего рода	3	3
98	одна из	1	3
99	быть может	2	3
100	с ним	4	3
101	м лотмана	1	3
102	творческий процесс	1	3
103	до сих	1	3
104	между тем	5	3
105	уже не	4	3
106	в начале	2	3
107	для него	2	3
108	так как	2	3
109	то что	6	3
110	и др	1	3
111	что не	3	3
112	превращается в	1	3
113	в рассказе	1	3
114	xx века	1	3
115	вместе с	4	3
116	с этой	1	3
117	сих пор	1	3
118	нет ничего	2	3
119	один из	2	3
120	не является	2	3
121	жизни в	1	3
122	в своих	1	3
123	в таком	3	3
124	как известно	3	2
125	неотделима от	1	2
126	таком случае	3	2
127	самом деле	2	2
128	и есть	3	2
129	по преимуществу	1	2
130	он всегда	1	2
131	этот факт	1	2
132	я не	1	2
133	как правило	4	2
134	в ее	1	2
135	они имеют	1	2
136	воздействие на	1	2
137	тут же	1	2
138	нет и	2	2
139	так что	1	2
140	и наконец	1	2
141	в которой	2	2
142	в литературном	1	2
143	бы не	2	2
144	т п	3	2
145	тому же	4	2
146	наш взгляд	6	2
147	а скорее	1	2
148	же году	1	2
149	едва ли	2	2
150	у читателя	1	2
151	на наш	6	2
152	и по	2	2
153	том же	1	2
154	при помощи	2	2
155	особенно в	2	2
156	к миру	1	2
157	такой же	2	2
158	писатель в	1	2
159	в такой	1	2
160	не столько	2	2
161	в отличие	6	2
162	одном из	1	2
163	точку зрения	1	2
164	их в	1	2
165	между людьми	1	2
166	не менее	1	2
167	из нас	1	2
168	на него	1	2
169	в процессе	2	2
