N	3gram	Vygotskiy__4	Formalny
1	с точки зрения	4	13
2	то же время	1	8
3	в то же	1	8
4	и т д	2	8
5	на самом деле	5	6
6	до сих пор	3	6
7	в свою очередь	1	6
8	не может быть	1	5
9	по отношению к	1	4
10	с одной стороны	3	4
11	во всяком случае	3	4
12	и т п	3	4
13	бы то ни	1	3
14	смысле этого слова	3	3
15	сводится к тому	2	2
16	и не может	1	2
17	сами по себе	3	2
18	и в частности	2	2
19	в том чтобы	3	2
20	и в этом	3	2
21	в целом ряде	1	2
22	мы не можем	1	2
23	в истории литературы	1	2
24	не только не	2	2
25	в художественном произведении	1	2
26	при таком понимании	1	2
27	сама по себе	3	2
28	как она есть	2	1
29	никто не решается	1	1
30	уже знаем что	2	1
31	или хотя бы	1	1
32	это то что	1	1
33	в ней и	1	1
34	ничего общего с	1	1
35	и может быть	4	1
36	в этом смысле	1	1
37	в том и	1	1
38	должно было бы	2	1
39	же как и	1	1
40	известна только одна	1	1
41	в самом конце	3	1
42	если мы их	1	1
43	значение и смысл	1	1
44	к этой цели	1	1
45	и в общем	1	1
46	в том что	12	1
47	нам известна только	1	1
48	произведения и в	1	1
49	вместо того чтобы	2	1
50	к тому чтобы	3	1
51	со всех сторон	1	1
52	с этой точки	1	1
53	вместе с тем	2	1
54	в это время	2	1
55	для нас это	1	1
56	мы видим что	2	1
57	говорить на языке	1	1
58	до конца и	1	1
59	которая могла бы	2	1
60	то ни было	1	1
61	и в то	1	1
62	а также и	1	1
63	так или иначе	1	1
64	автором на ее	1	1
65	точном смысле этого	2	1
66	в точном смысле	1	1
67	с другой стороны	2	1
68	так же как	3	1
69	все то что	11	1
70	самом деле в	1	1
71	именно в том	2	1
72	как и всякий	1	1
73	этой точки зрения	1	1
74	в той же	1	1
75	и в свою	1	1
76	до тех пор	2	1
77	которая сама по	1	1
78	всего того что	1	1
79	все это в	1	1
80	с самого начала	5	1
81	не оказывает никакого	1	1
82	в своих последних	1	1
83	с этой стороны	1	1
84	взятые сами по	1	1
85	и с точки	1	1
86	заключается в том	3	1
87	в этом романе	1	1
88	в его основе	4	1
89	к тому что	5	1
90	в предисловии к	1	1
91	и ни на	1	1
92	тому что он	1	1
93	только что он	1	1
94	мы уже знаем	2	1
95	на то чтобы	2	1
96	что дело здесь	1	1
97	что и в	1	1
98	вслед за этим	3	1
99	мы увидим что	1	1
100	в жизни и	1	1
