N	3gram	Propp_Isto_4	Problemy
1	одно и то	1	3
2	и то же	1	3
3	с другой стороны	4	3
4	не может быть	4	3
5	смысле этого слова	2	2
6	и не может	1	2
7	как и все	1	2
8	друг на друга	1	2
9	остановимся только на	1	2
10	так и в	2	2
11	подобно тому как	1	2
12	но все же	4	2
13	в большинстве случаев	1	2
14	мы увидим что	2	2
15	в этом рассказе	1	1
16	а затем его	1	1
17	к нему с	1	1
18	не только с	1	1
19	и в особенности	1	1
20	бы они были	1	1
21	но и по	1	1
22	потому что я	1	1
23	в этом случае	3	1
24	у меня в	1	1
25	знает что он	1	1
26	до сих пор	5	1
27	и в других	1	1
28	вместе с тем	1	1
29	что он не	1	1
30	мы должны признать	1	1
31	и в этих	1	1
32	за то что	1	1
33	с ними в	1	1
34	от него он	1	1
35	он не мог	1	1
36	выдает себя за	1	1
37	здесь еще не	1	1
38	что даже и	1	1
39	и то что	5	1
40	может быть и	1	1
41	к тому что	1	1
42	о том как	1	1
43	то время как	1	1
44	в данном случае	3	1
45	и тут же	1	1
46	тем что он	2	1
47	не случайно он	1	1
48	как будто бы	1	1
49	в этот момент	1	1
50	своей основной функции	1	1
51	видели что в	1	1
52	на нее он	1	1
53	случаях когда герой	1	1
54	то что он	2	1
55	мы видели что	3	1
56	что же это	1	1
57	в то время	1	1
58	и с этой	1	1
59	из которых каждый	1	1
60	как и в	1	1
61	вообще не знает	1	1
62	и вместе с	1	1
63	о том что	2	1
64	не говорит о	1	1
65	приведем еще один	1	1
66	особое место занимает	1	1
67	никогда не говорит	1	1
68	можно сказать что	1	1
69	это он говорит	1	1
70	он во время	1	1
71	тем не менее	2	1
72	это и делает	1	1
73	и во всем	1	1
74	как мы видели	3	1
75	то что они	1	1
76	что и в	1	1
77	то же самое	2	1
