N	2gram	Nazirov_Tv_1	Analitik
1	в качестве	2	31
2	может быть	5	29
3	в том	7	27
4	не может	4	22
5	и не	7	21
6	в частности	2	19
7	и в	21	18
8	но и	3	17
9	а не	5	17
10	представляет собой	3	16
11	отнюдь не	5	15
12	не только	7	15
13	тогда как	1	14
14	не в	2	14
15	в этом	6	13
16	как и	12	13
17	в его	13	13
18	при этом	7	12
19	том что	11	12
20	в себе	2	11
21	то есть	12	11
22	но не	3	10
23	то же	13	9
24	в то	15	9
25	а в	6	9
26	есть не	2	8
27	в принципе	2	8
28	в мире	4	8
29	но в	7	8
30	нуждается в	1	8
31	не есть	1	8
32	тем самым	7	7
33	к тому	2	7
34	я и	3	6
35	мы имеем	1	6
36	в сущности	1	6
37	по отношению	1	6
38	отличие от	2	6
39	в самом	3	6
40	наш взгляд	1	6
41	на наш	1	6
42	это не	4	6
43	далеко не	3	6
44	в своей	4	6
45	в отличие	2	6
46	в основе	2	6
47	в себя	2	6
48	времени и	4	6
49	же время	12	6
50	только в	5	6
51	себя в	1	6
52	то что	8	6
53	прежде всего	4	6
54	в их	3	5
55	что иное	1	5
56	и на	7	5
57	иное как	1	5
58	и как	4	5
59	в целом	4	5
60	в этой	5	5
61	и его	6	5
62	имеет место	1	5
63	о том	6	5
64	и того	2	5
65	между тем	1	5
66	как бы	17	5
67	художественное произведение	1	5
68	отношению к	1	5
69	что в	12	5
70	того же	2	4
71	не что	1	4
72	всего лишь	1	4
73	столь же	1	4
74	все же	5	4
75	сознания в	1	4
76	смысла но	1	4
77	тому же	1	4
78	и более	1	4
79	по себе	1	4
80	в области	1	4
81	ни в	1	4
82	могут быть	2	4
83	так и	2	4
84	с ним	3	4
85	как правило	1	4
86	с другой	3	4
87	в конечном	4	4
88	того что	3	4
89	уже не	3	4
90	конечном счете	4	4
91	с другим	1	4
92	именно в	2	4
93	себя и	1	4
94	во времени	3	4
95	вместе с	2	4
96	человека к	1	4
97	в литературе	2	4
98	ни было	1	4
99	как известно	1	3
100	и т	3	3
101	одним из	4	3
102	и есть	1	3
103	подхода к	3	3
104	место в	3	3
105	в полной	1	3
106	бы то	1	3
107	если в	2	3
108	как справедливо	1	3
109	в художественном	1	3
110	что как	2	3
111	и к	1	3
112	как он	1	3
113	в нем	3	3
114	он не	8	3
115	вследствие этого	1	3
116	по природе	6	3
117	таким образом	5	3
118	то ни	1	3
119	не будет	2	3
120	даже в	3	3
121	ведет к	2	3
122	в котором	6	3
123	своего рода	4	3
124	всякий раз	1	3
125	однако в	2	3
126	дело не	3	3
127	т п	2	3
128	о нем	1	3
129	в таком	1	3
130	как будто	5	3
131	не могут	1	3
132	в собственном	1	3
133	означает что	1	3
134	к нему	1	3
135	с его	11	3
136	том или	1	3
137	еще не	1	3
138	вопрос об	1	3
139	с одной	1	3
140	от себя	1	3
141	что и	2	3
142	не случайно	4	3
143	одной стороны	1	3
144	а с	1	3
145	что не	2	3
146	личности в	2	3
147	по мысли	1	3
148	художественного видения	1	3
149	к объекту	1	3
150	которая в	1	3
151	и все	6	3
152	хотя бы	5	3
153	я в	1	3
154	что он	6	3
155	о литературе	1	3
156	самом деле	2	2
157	на самом	3	2
158	в первом	2	2
159	также и	1	2
160	той же	3	2
161	а как	2	2
162	на себя	1	2
163	и самого	1	2
164	между собой	1	2
165	иного рода	1	2
166	данном случае	2	2
167	не все	1	2
168	как говорит	1	2
169	до его	1	2
170	как к	2	2
171	как уже	1	2
172	его к	1	2
173	личности а	1	2
174	то в	2	2
175	в которой	3	2
176	все эти	1	2
177	и до	1	2
178	героя к	1	2
179	на его	3	2
180	и читателя	1	2
181	не к	1	2
182	собой не	1	2
183	свидетельствует о	2	2
184	и по	3	2
185	на этом	1	2
186	и с	3	2
187	самим собой	4	2
188	на все	1	2
189	из них	2	2
190	вовсе не	5	2
191	так как	3	2
192	жизни но	1	2
193	такой же	2	2
194	одного и	1	2
195	для него	6	2
196	отрыве от	1	2
197	художественного творчества	1	2
198	к предмету	1	2
199	не столько	2	2
200	художественного мира	1	2
201	только для	1	2
202	самое время	2	2
203	для этого	1	2
204	в процессе	1	2
205	только не	1	2
206	никогда не	3	2
207	потому что	5	2
208	о предопределении	1	2
209	отличается от	1	2
210	же самое	1	2
211	анализа в	1	2
212	роль в	1	2
213	и о	1	2
214	быть может	2	2
215	не могу	2	2
216	мысль о	2	2
217	представляют собой	1	2
218	в искусстве	1	2
219	и сам	1	2
220	особенно в	1	2
221	одного из	2	2
222	еще в	2	2
223	и та	2	2
224	и просто	1	2
225	можно сказать	2	2
226	чем и	1	2
227	один из	4	2
228	в отрыве	1	2
229	в двух	2	2
230	который в	3	2
231	сколько бы	1	2
232	при помощи	2	2
233	по выражению	1	2
234	его и	1	2
235	сами по	1	2
236	было бы	1	2
237	представляет собою	1	2
238	соответствии с	3	2
239	мира в	2	2
240	из возможных	1	2
241	как от	1	2
242	установкой на	1	2
243	в данном	2	2
244	личность человека	1	2
245	что же	1	2
246	и тогда	1	2
247	сведено к	1	2
248	восходящая к	1	2
249	это как	3	2
250	тем более	1	2
251	мне как-то	1	2
252	другой стороны	1	2
253	была бы	1	2
254	других людей	2	2
255	героя в	1	2
256	в какой	1	2
257	себя как	2	1
258	в реальности	1	1
259	человека и	4	1
260	и фактически	1	1
261	действия то	1	1
262	границы этого	1	1
263	этого мира	1	1
264	от своей	1	1
265	по преимуществу	2	1
266	сам автор	1	1
267	не имеют	4	1
268	в году	7	1
269	мы уже	1	1
270	поскольку герой	1	1
271	на тех	1	1
272	ориентиром для	1	1
273	я как	1	1
274	к переживанию	1	1
275	себя лично	1	1
