N	2gram	Losev_Vlad_1	Formalny
1	и в	31	24
2	в его	12	23
3	прежде всего	1	22
4	и не	17	20
5	так и	6	18
6	и пр	1	17
7	точки зрения	2	16
8	не может	6	16
9	в этом	14	15
10	в нем	4	14
11	может быть	6	14
12	таким образом	3	13
13	на почве	1	13
14	и т	2	12
15	в своем	4	11
16	как и	4	11
17	в своей	4	11
18	в их	1	11
19	не менее	2	11
20	в ней	1	10
21	то же	6	10
22	вовсе не	5	10
23	настоящее время	1	10
24	и его	7	10
25	а не	1	10
26	в настоящее	1	10
27	в то	8	9
28	и потому	6	9
29	все это	5	9
30	и на	3	8
31	как в	3	8
32	т д	2	8
33	и с	14	8
34	лишь в	2	8
35	не в	5	8
36	же время	4	8
37	именно в	1	8
38	то что	18	8
39	в свою	1	8
40	на самом	1	7
41	с ее	1	7
42	не только	24	7
43	место в	2	7
44	жизни и	5	7
45	до конца	1	7
46	и от	5	7
47	но и	19	7
48	отношения к	1	6
49	еще не	2	6
50	самом деле	1	6
51	отнюдь не	3	6
52	более или	3	6
53	в целом	3	6
54	все эти	3	6
55	в этой	4	6
56	или менее	3	6
57	она не	1	6
58	свою очередь	1	6
59	и здесь	3	6
60	в том	11	6
61	было бы	2	6
62	как это	7	6
63	с позитивизмом	2	6
64	и все	4	6
65	а в	9	6
66	хотя бы	2	5
67	во всех	1	5
68	но в	12	5
69	в самом	2	5
70	при этом	2	5
71	не могло	1	5
72	и до	2	5
73	у нас	6	5
74	как мы	9	5
75	искусства и	1	5
76	что бы	1	5
77	в литературе	1	5
78	того что	2	5
79	только на	3	5
80	со стороны	2	5
81	с другой	3	5
82	с его	11	4
83	по отношению	1	4
84	в истории	4	4
85	и к	6	4
86	в которой	4	4
87	учение о	2	4
88	главным образом	4	4
89	не как	1	4
90	не из	2	4
91	с другими	1	4
92	как о	1	4
93	друг друга	1	4
94	как на	2	4
95	целом и	1	4
96	никогда не	9	4
97	если бы	1	4
98	познания и	1	4
99	в формах	1	4
100	мы увидим	3	4
101	всяком случае	2	4
102	с одной	1	4
103	конечно не	2	4
104	ближайшим образом	1	4
105	одной стороны	1	4
106	в связи	3	4
107	в частности	2	4
108	с этой	1	4
109	что в	14	4
110	к этой	2	4
111	так же	1	4
112	во всяком	2	4
113	это и	2	3
114	мы не	1	3
115	связи со	2	3
116	бы то	1	3
117	но не	3	3
118	со всеми	1	3
119	значение и	1	3
120	в общем	3	3
121	отношение к	3	3
122	как к	2	3
123	все же	3	3
124	когда он	5	3
125	и как	4	3
126	в себе	4	3
127	жизнь как	1	3
128	если он	1	3
129	так сказать	1	3
130	он не	10	3
131	так например	2	3
132	в каждом	1	3
133	то ни	1	3
134	на все	2	3
135	в жизни	3	3
136	в них	2	3
137	со всей	1	3
138	в отношении	3	3
139	тем самым	2	3
140	связи с	1	3
141	сводится к	1	3
142	не по	2	3
143	к тому	3	3
144	здесь не	3	3
145	ясно что	2	3
146	особенно в	1	3
147	жизнь и	3	3
148	влияние на	1	3
149	бы в	1	3
150	развития эта	1	3
151	один из	4	3
152	и других	2	3
153	для него	7	3
154	не для	1	3
155	и позитивизма	1	3
156	в особенности	4	3
157	и даже	15	3
158	в области	1	3
159	не было	5	3
160	его как	1	3
161	в россии	4	3
162	смысле этого	1	3
163	этого слова	1	3
164	в основном	1	3
165	но это	3	3
166	у них	1	3
167	с помощью	1	3
168	же в	1	3
169	а н	2	3
170	между ними	1	3
171	что он	12	3
172	и это	2	2
173	тех же	2	2
174	в году	30	2
175	в германии	1	2
176	вопрос о	1	2
177	литературы и	1	2
178	для других	1	2
179	менее всего	1	2
180	нет и	2	2
181	за пределы	3	2
182	в произведении	1	2
183	не приходится	1	2
184	он в	3	2
185	в нашем	4	2
186	и те	1	2
187	не могла	1	2
188	и если	5	2
189	на его	3	2
190	и вот	3	2
191	том чтобы	2	2
192	и более	1	2
193	но все	1	2
194	подход к	1	2
195	это не	1	2
196	ни в	2	2
197	в самую	1	2
198	с тем	2	2
199	жизни но	1	2
200	нисколько не	2	2
201	таким же	1	2
202	почти не	2	2
203	значение для	2	2
204	на всю	2	2
205	раз и	3	2
206	формализма в	1	2
207	на него	3	2
208	чтобы стать	1	2
209	к другим	1	2
210	только не	1	2
211	следовательно и	1	2
212	ничего не	3	2
213	одна из	1	2
214	до настоящего	1	2
215	учения о	1	2
216	позитивизма в	2	2
217	к ней	4	2
218	за исключением	1	2
219	на языке	1	2
220	во всем	4	2
221	убедиться в	1	2
222	от того	1	2
223	настоящего времени	1	2
224	еще одна	1	2
225	указать на	2	2
226	от нее	2	2
227	не есть	1	2
228	всего этого	1	2
229	в науке	3	2
230	как с	1	2
231	не с	1	2
232	глубоко и	2	2
233	еще в	4	2
234	она была	2	2
235	с ним	5	2
236	часто и	2	2
237	произведения как	1	2
238	и что	6	2
239	в различных	1	2
240	все в	1	2
241	что и	5	2
242	во всей	1	2
243	вполне понятно	1	2
244	в другой	1	2
245	только в	9	2
246	по истории	3	2
247	уже не	3	2
248	ни одного	1	2
249	чтобы он	2	2
250	в одном	1	2
251	как раз	7	2
252	даже и	9	2
253	или иначе	1	2
254	вопрос об	1	2
255	не прав	1	2
256	под влиянием	3	2
257	вместе с	3	2
258	и особенно	4	2
259	она есть	1	2
260	одновременно с	1	2
261	из этой	1	2
262	по существу	2	2
263	в результате	2	2
264	ни было	1	2
265	в своих	5	2
266	отношении к	1	2
267	жизни в	1	2
268	одной из	2	2
269	но эта	1	2
270	ко времени	2	2
271	что такое	2	2
272	ту же	1	1
273	можно говорить	1	1
274	также и	10	1
275	самостоятельность и	1	1
276	и через	3	1
277	мы здесь	1	1
278	и есть	1	1
279	нам кажется	1	1
280	чего не	1	1
281	и внешних	1	1
282	из его	4	1
283	едва ли	3	1
284	мировоззрения к	1	1
285	или школьные	1	1
286	мы уже	7	1
287	той же	2	1
288	в и	1	1
289	на первом	2	1
290	не во	1	1
291	атмосфера в	1	1
292	в основных	1	1
293	почти все	1	1
294	действительностью и	1	1
295	всех без	1	1
296	ему в	2	1
297	его основная	1	1
298	это время	3	1
299	ней как	1	1
300	не был	5	1
301	говоря уже	1	1
302	в чем	2	1
303	и всего	1	1
304	совсем не	4	1
305	в данном	1	1
306	имела своим	1	1
307	к которой	1	1
308	понимали что	1	1
309	тогда как	1	1
310	а через	1	1
311	и речи	3	1
312	всего это	1	1
313	или у	1	1
314	естественно и	1	1
315	вызывает в	1	1
316	и вовсе	1	1
317	страницах своей	1	1
318	духовной атмосферы	2	1
319	без другого	1	1
320	от истории	1	1
321	ней в	1	1
322	что касается	3	1
323	отношением к	2	1
324	хотя и	4	1
325	и всецело	1	1
326	даже просто	1	1
327	позитивизма и	1	1
328	в этот	4	1
329	то в	1	1
330	когда человек	1	1
331	ни один	1	1
332	так или	1	1
333	из этих	2	1
334	так в	1	1
335	может считаться	1	1
336	с чисто	1	1
337	равно нулю	2	1
338	творчество и	1	1
339	не приходилось	1	1
340	как он	4	1
341	на то	5	1
342	выходя за	1	1
343	методов в	1	1
344	не следует	1	1
345	тем не	2	1
346	чтобы установить	1	1
347	и легко	1	1
348	всем своем	1	1
349	нее и	1	1
350	свою собственную	1	1
351	том и	1	1
352	чтобы в	1	1
353	и по	8	1
354	на этом	2	1
355	всех своих	1	1
356	ним на	1	1
357	это конечно	3	1
358	наука не	1	1
359	для всей	1	1
360	философские или	1	1
361	и философии	2	1
362	веры он	1	1
363	заключается в	1	1
364	время и	2	1
365	уже знаем	1	1
366	этом смысле	4	1
367	мышления о	1	1
368	и тем	1	1
369	с конкретным	1	1
370	в итоге	1	1
371	только одно	1	1
372	который сам	1	1
373	для них	1	1
374	но уже	1	1
375	формах в	1	1
376	ни одной	1	1
377	в высшей	1	1
378	далеко не	1	1
379	место и	1	1
380	и уже	1	1
381	он и	6	1
382	идеализм и	2	1
383	первом плане	1	1
384	это совершенно	1	1
385	и тогда	1	1
386	не мог	3	1
387	истории русской	1	1
388	в этих	1	1
389	и другие	1	1
390	философии а	1	1
391	что если	1	1
392	к тем	1	1
393	жизнь для	1	1
394	в котором	6	1
395	не столько	2	1
396	в первый	1	1
397	знаем что	2	1
398	бы мы	1	1
399	от его	1	1
400	в силу	1	1
401	но он	5	1
402	и почти	2	1
403	для нее	2	1
404	и вся	1	1
405	тому что	1	1
406	и очень	3	1
407	этом не	2	1
408	важная проблема	1	1
409	иной раз	6	1
410	этими двумя	1	1
411	и притом	3	1
412	и сама	1	1
413	к изучению	2	1
414	которого он	2	1
415	но только	3	1
416	того чтобы	2	1
417	и никакой	1	1
418	его от	1	1
419	правда в	1	1
420	и без	1	1
421	на себя	3	1
422	между нами	1	1
423	совершенно неправильно	1	1
424	по своей	4	1
425	потому что	11	1
426	на которой	1	1
427	было не	1	1
428	только с	1	1
429	уже и	2	1
430	этом отношении	1	1
431	факт когда	1	1
432	мы и	4	1
433	что на	2	1
434	и из	3	1
435	за его	1	1
436	глаз на	1	1
437	и искусство	1	1
438	уже о	1	1
439	все то	1	1
440	классика и	1	1
441	не могут	1	1
442	относиться к	1	1
443	есть только	1	1
444	шестидесятых годов	2	1
445	правда не	1	1
446	касается до	1	1
447	элементы в	1	1
448	и о	2	1
449	и всякой	3	1
450	друга не	1	1
451	у разных	1	1
452	с самого	1	1
453	роль в	1	1
454	важное место	1	1
455	однако эта	2	1
456	что у	4	1
457	в годы	2	1
458	только через	1	1
459	этом первом	1	1
460	было в	1	1
461	что также	1	1
462	во многом	2	1
463	и всегда	3	1
464	что дело	2	1
465	не меньше	1	1
466	воли и	2	1
467	о ней	1	1
468	не существовало	2	1
469	того он	1	1
470	его жизни	6	1
471	одного из	1	1
472	и просто	3	1
473	можно сказать	6	1
474	а также	5	1
475	они ничего	1	1
476	науке и	1	1
477	связь между	1	1
478	и всю	1	1
479	от них	1	1
480	вся эта	3	1
481	и во	1	1
482	и хорошо	1	1
483	и ни	2	1
484	всего со	1	1
485	верховной цели	2	1
486	с а	9	1
487	самое ее	1	1
488	для самого	1	1
489	содержания но	1	1
490	этот метод	1	1
491	интереса к	2	1
492	к нему	4	1
493	речи о	1	1
494	согласиться с	1	1
495	и действительно	3	1
496	эта характеристика	1	1
497	который в	1	1
498	по мнению	1	1
499	между этими	1	1
500	и мировоззрения	1	1
501	философии но	2	1
502	не мешает	1	1
503	так что	10	1
504	которые мы	1	1
505	для всех	1	1
506	он их	1	1
507	в сторону	1	1
508	себя в	4	1
509	в виде	3	1
510	чем с	1	1
511	при правильном	1	1
512	а это	2	1
513	от других	1	1
514	не стал	2	1
515	из них	2	1
516	мы знаем	2	1
517	выводов о	1	1
518	и навсегда	1	1
519	философия и	1	1
520	ум в	1	1
521	у нее	1	1
522	с этими	3	1
523	так как	8	1
524	как его	1	1
525	но что	3	1
526	у него	15	1
527	не выходя	1	1
528	резко и	1	1
529	действительно в	1	1
530	же деле	1	1
531	не были	2	1
532	даже не	2	1
533	за ними	1	1
534	как у	1	1
535	не один	1	1
536	что они	3	1
537	а именно	2	1
538	во второй	1	1
539	а с	5	1
540	один и	2	1
541	его развития	1	1
542	когда его	1	1
543	что не	1	1
544	что для	4	1
545	самом же	1	1
546	нужно сказать	1	1
547	к своему	3	1
548	однако и	1	1
549	об ее	1	1
550	в изучении	1	1
551	несмотря на	4	1
552	деле это	1	1
553	к его	3	1
554	этом достаточно	1	1
555	его на	2	1
556	жизни а	1	1
557	исследования что	1	1
558	приводит в	1	1
559	из которых	1	1
560	понимает как	1	1
561	по своему	3	1
562	по поводу	12	1
563	с такой	1	1
564	однако эти	1	1
565	боролись с	1	1
566	этого автора	2	1
567	что же	5	1
568	действительно было	1	1
569	что как	1	1
