N	2gram	Propp_Isto_6	VrazhdaK
1	не только	10	9
2	в этом	12	8
3	и в	26	8
4	и что	5	8
5	но и	9	7
6	то что	6	7
7	что в	12	7
8	все же	8	6
9	но в	7	6
10	в нем	8	6
11	как и	5	6
12	в котором	1	6
13	и с	6	6
14	и даже	1	6
15	то же	5	5
16	об этом	1	5
17	в то	5	5
18	между тем	1	5
19	у него	7	5
20	не было	3	5
21	и не	10	5
22	в ней	5	4
23	что он	9	4
24	в истории	1	4
25	целый ряд	2	4
26	при этом	3	4
27	это не	4	4
28	несмотря на	1	4
29	все это	1	4
30	с ним	8	4
31	о том	7	4
32	для нас	2	4
33	уже в	1	4
34	может быть	11	4
35	как бы	4	4
36	в своих	3	4
37	так же	2	4
38	речь идет	1	3
39	одним из	1	3
40	он был	2	3
41	с его	4	3
42	в своем	2	3
43	и как	2	3
44	в этот	1	3
45	раз в	1	3
46	на то	2	3
47	его в	5	3
48	он не	2	3
49	далеко не	3	3
50	том что	10	3
51	но он	2	3
52	что есть	1	3
53	в русской	6	3
54	и его	7	3
55	человека в	2	3
56	и о	1	3
57	что у	2	3
58	в его	5	3
59	в том	12	3
60	давно уже	1	3
61	чтобы он	1	3
62	тем что	5	3
63	в связи	1	3
64	наряду с	3	3
65	т е	22	3
66	к этому	3	3
67	отношения к	1	2
68	в русских	1	2
69	же как	3	2
70	и то	3	2
71	на место	3	2
72	и он	4	2
73	но как	4	2
74	тогда как	2	2
75	человека с	1	2
76	в этой	2	2
77	в себе	3	2
78	после этого	4	2
79	их в	3	2
80	таким образом	12	2
81	в одну	1	2
82	в мире	1	2
83	в них	3	2
84	а с	2	2
85	меня но	1	2
86	мы знаем	2	2
87	на первый	3	2
88	в эту	2	2
89	точки зрения	1	2
90	в своей	3	2
91	и ее	3	2
92	не менее	1	2
93	одна из	2	2
94	никогда не	13	2
95	и далее	2	2
96	к себе	2	2
97	его с	3	2
98	время он	1	2
99	и это	8	2
100	же не	2	2
101	так в	6	2
102	еще не	9	2
103	а также	4	2
104	там же	3	2
105	тем более	1	2
106	после смерти	2	2
107	пришел к	1	2
108	уже не	7	2
109	при помощи	3	2
110	его и	1	2
111	могли быть	2	2
112	для него	1	2
113	отношение к	1	2
114	к ним	1	2
115	о чем	2	2
116	начиная с	1	2
117	не может	6	2
118	вместе с	8	2
119	в него	3	2
120	ii этот	1	2
121	в это	4	2
122	но это	4	2
123	что я	1	2
124	же в	1	2
125	а в	3	2
126	в свою	1	2
127	это в	1	2
128	связь это	1	1
129	вряд ли	1	1
130	также и	1	1
131	того же	2	1
132	не имел	1	1
133	идет о	1	1
134	и есть	1	1
135	а от	1	1
136	именно к	1	1
137	он как	1	1
138	равно как	1	1
139	совпадает с	1	1
140	правда давно	1	1
141	в полной	1	1
142	меня в	3	1
143	а другие	1	1
144	на них	1	1
145	первый план	2	1
146	как правило	1	1
147	но не	2	1
148	о смерти	9	1
149	заметим что	1	1
150	не все	1	1
151	тут же	1	1
152	говорилось выше	2	1
153	что они	2	1
154	перед началом	1	1
155	как по	1	1
156	как говорит	1	1
157	из которого	1	1
158	первый взгляд	1	1
159	же с	1	1
160	независимо от	3	1
161	как в	6	1
162	с этим	2	1
163	дает нам	2	1
164	некоторое время	1	1
165	что как	1	1
166	город в	1	1
167	как нам	1	1
168	и наконец	3	1
169	ясно почему	1	1
170	знаю что	1	1
171	себе не	1	1
172	каким-то образом	2	1
173	предстоит еще	1	1
174	что это	2	1
175	в целом	1	1
176	за это	1	1
177	что же	2	1
178	как он	6	1
179	от которого	1	1
180	ключ к	1	1
181	пор мы	2	1
182	в силу	1	1
183	этот процесс	1	1
184	воду в	1	1
185	из него	2	1
186	что ни	1	1
187	и этот	1	1
188	людей и	2	1
189	ним на	1	1
190	однако в	2	1
191	одно и	1	1
192	не будет	5	1
193	этом он	1	1
194	было бы	2	1
195	был очень	1	1
196	в жизни	1	1
197	типичным представителем	1	1
198	в грудь	1	1
199	соответствии с	1	1
200	не всегда	4	1
201	он и	2	1
202	такой же	3	1
203	со мной	1	1
204	в этих	2	1
205	или вообще	2	1
206	можно найти	1	1
207	всяком случае	2	1
208	могли иметь	1	1
209	человеком и	2	1
210	на свою	1	1
211	представление о	9	1
212	то было	1	1
213	встрече с	1	1
214	своего рода	2	1
215	вышел из	1	1
216	не будем	2	1
217	тем не	1	1
218	без всяких	2	1
219	есть еще	2	1
220	что этот	2	1
221	связь этого	1	1
222	на три	1	1
223	тем самым	2	1
224	не имеет	2	1
225	правда в	1	1
226	как о	1	1
227	близок к	2	1
228	нет необходимости	2	1
229	также что	1	1
230	в уме	1	1
231	всегда одинаково	1	1
232	из их	1	1
233	следовательно и	1	1
234	ничего не	2	1
235	того как	3	1
236	это то	2	1
237	по своей	1	1
238	такая же	1	1
239	ввиду этого	1	1
240	потому что	13	1
241	ли это	1	1
242	вот в	1	1
243	раздражен и	1	1
244	сидя на	1	1
245	могут быть	3	1
246	похож на	1	1
247	отличается от	2	1
248	за что	2	1
249	не есть	2	1
250	действительно можно	1	1
251	не забудем	1	1
252	не совсем	1	1
253	с ее	1	1
254	но при	2	1
255	в ее	1	1
256	только при	1	1
257	не могло	2	1
258	чем говорилось	1	1
259	на той	2	1
260	но мы	2	1
261	идет не	1	1
262	то время	3	1
263	его были	1	1
264	и сам	2	1
265	так и	5	1
266	не с	1	1
267	ясно что	1	1
268	живет в	2	1
269	нам уже	1	1
270	не переставал	1	1
271	еще в	3	1
272	не пускает	1	1
273	том как	3	1
274	жизнь и	1	1
275	с героем	1	1
276	можно бы	1	1
277	во всяком	2	1
278	приближается к	1	1
279	себе очень	1	1
280	до сих	4	1
281	это была	1	1
282	к нему	1	1
283	во всех	1	1
284	от них	1	1
285	полагали что	2	1
286	в форме	2	1
287	новая форма	1	1
288	и можно	1	1
289	также в	1	1
290	в свете	1	1
291	я ее	1	1
292	имеется в	3	1
293	людей а	2	1
294	один из	3	1
295	но с	1	1
296	за исключением	1	1
297	ли он	1	1
298	то он	2	1
299	в литературу	1	1
300	в качестве	3	1
301	своим собственным	1	1
302	а это	1	1
303	он подошел	1	1
304	забудем что	1	1
305	искать в	1	1
306	никто не	2	1
307	пока не	2	1
308	мы находим	2	1
309	в одном	3	1
310	ее не	3	1
311	друг друга	1	1
312	н п	1	1
