N	3gram	Trubetskoy_1	Problemy
1	с точки зрения	6	13
2	то же время	2	9
3	в то же	2	9
4	по отношению к	1	8
5	в том что	3	6
6	и в этом	2	5
7	но в то	1	5
8	в конце концов	3	5
9	а не как	1	4
10	не может быть	1	4
11	сами по себе	1	3
12	в этом отношении	2	3
13	во всяком случае	6	3
14	с другой стороны	1	3
15	даже там где	1	2
16	но все же	4	2
17	и в сущности	1	2
18	в самом деле	1	2
19	до сих пор	5	2
20	и в то	1	2
21	бы то ни	2	2
22	только то что	1	2
23	в данном случае	1	2
24	как бы в	1	2
25	но с другой	1	2
26	именно потому что	1	2
27	и есть то	1	1
28	а следовательно и	1	1
29	мы уже говорили	1	1
30	в свою очередь	1	1
31	то же самое	2	1
32	мира должна была	1	1
33	своей индивидуальности и	1	1
34	что все эти	1	1
35	а так как	3	1
36	все те же	1	1
37	точно так же	3	1
38	перестает быть тем	1	1
39	но и как	1	1
40	по крайней мере	5	1
41	всяком случае не	3	1
42	так и в	1	1
43	может быть и	2	1
44	те же что	1	1
45	найти в нем	1	1
46	может быть по	1	1
47	же что и	1	1
48	так же как	3	1
49	не потому что	1	1
50	в первом случае	1	1
51	то ни было	2	1
52	и не могут	1	1
53	его мировоззрения в	1	1
54	притом не только	1	1
55	не только как	1	1
56	не в том	1	1
57	тем или иным	1	1
58	один из этих	1	1
59	до настоящего времени	1	1
60	этой точки зрения	2	1
61	не совпадает с	1	1
62	о том что	4	1
63	а в том	1	1
64	более или менее	5	1
65	друг к другу	1	1
66	таким образом в	2	1
67	в одном из	1	1
68	по сравнению с	2	1
69	и люди и	1	1
70	имеем в виду	1	1
71	в то время	1	1
72	и не потому	1	1
73	это и есть	1	1
74	и никогда не	1	1
75	с самого начала	2	1
76	и превращается в	1	1
77	не только не	1	1
78	может показаться что	1	1
79	у него в	1	1
80	можно сказать что	2	1
81	в настоящее время	1	1
82	мы имеем в	1	1
83	до известной степени	1	1
84	это однако не	1	1
85	друг с другом	5	1
86	он в конце	1	1
87	тем что в	1	1
88	для того чтобы	5	1
89	их он может	1	1
90	из этих трех	1	1
91	что и в	1	1
92	и только в	1	1
