N	2gram	Vinokur_Ku_3	RusskieA
1	и в	23	29
2	т е	32	24
3	том что	11	22
4	в том	22	22
5	что в	13	22
6	как бы	5	18
7	состоит в	2	15
8	и другие	1	14
9	так как	9	13
10	может быть	14	13
11	во время	1	12
12	п в	3	12
13	в этом	16	11
14	как и	5	11
15	не только	17	10
16	и с	3	10
17	е в	2	10
18	все это	2	10
19	а на	1	9
20	о том	6	9
21	в некоторых	2	9
22	а в	5	9
23	его в	2	8
24	показывает что	1	8
25	но и	3	8
26	как в	4	7
27	данном случае	4	7
28	мы видели	3	7
29	мы имеем	2	6
30	мы не	3	6
31	еще не	9	6
32	и на	1	6
33	при этом	6	6
34	таким образом	9	6
35	того чтобы	11	6
36	для нас	4	6
37	для того	12	6
38	с тем	6	6
39	вместе с	2	6
40	в данном	7	6
41	этом случае	4	6
42	же в	1	6
43	и т	54	5
44	но не	3	5
45	но в	2	5
46	это не	3	5
47	т д	8	5
48	не может	6	5
49	представление о	1	5
50	потому что	12	5
51	для этого	6	5
52	и что	7	5
53	будто бы	1	5
54	к жизни	1	5
55	то что	4	5
56	к этому	1	5
57	же как	1	4
58	то же	6	4
59	вопрос о	11	4
60	не все	2	4
61	уже не	8	4
62	далеко не	5	4
63	в которых	3	4
64	не в	5	4
65	тогда когда	4	4
66	у нас	10	4
67	а также	4	4
68	к нему	1	4
69	то и	2	4
70	в виде	1	4
71	именно в	3	4
72	а не	11	4
73	о чем	2	4
74	так же	2	4
75	как это	7	4
76	по существу	3	4
77	в таком	4	4
78	и через	2	3
79	и о	4	3
80	в ее	4	3
81	только тогда	4	3
82	что это	3	3
83	все эти	7	3
84	что она	5	3
85	главным образом	2	3
86	на этом	2	3
87	с другими	2	3
88	не всегда	1	3
89	в эту	1	3
90	в этих	2	3
91	в котором	2	3
92	в отличие	2	3
93	не будем	5	3
94	но он	1	3
95	она не	3	3
96	в таких	2	3
97	не имеет	3	3
98	и после	1	3
99	их по	1	3
100	и другой	1	3
101	как мы	5	3
102	нас к	2	3
103	в свете	2	3
104	а именно	3	3
105	того что	11	3
106	что здесь	1	3
107	как например	2	3
108	между тем	4	3
109	в качестве	2	3
110	или даже	1	3
111	за ним	1	3
112	отличие от	2	3
113	тем что	5	3
114	что для	1	3
115	а наоборот	1	3
116	или с	1	3
117	для этой	1	3
118	тому как	2	3
119	и от	1	3
120	было бы	16	3
121	но если	3	3
122	вряд ли	1	2
123	также что	2	2
124	и то	1	2
125	тем и	1	2
126	на самом	3	2
127	в стороне	1	2
128	это и	3	2
129	так чтобы	1	2
130	но она	1	2
131	на себя	2	2
132	не совсем	1	2
133	которое в	2	2
134	между собой	1	2
135	с одной	4	2
136	очевидно что	3	2
137	тогда как	1	2
138	с этим	1	2
139	все же	5	2
140	как уже	1	2
141	и как	2	2
142	не было	4	2
143	к числу	1	2
144	этой цели	1	2
145	не можем	1	2
146	в которой	1	2
147	под ним	1	2
148	из этих	5	2
149	если он	1	2
150	как оно	1	2
151	после этого	1	2
152	не к	1	2
153	том чтобы	4	2
154	здесь мы	1	2
155	связанные с	1	2
156	что один	1	2
157	не ясно	1	2
158	должно быть	7	2
159	так в	2	2
160	в своей	4	2
161	в их	6	2
162	не столько	4	2
163	тем не	9	2
164	использовать в	1	2
165	не менее	12	2
166	как можно	1	2
167	что с	1	2
168	в то	3	2
169	дело не	2	2
170	того как	7	2
171	когда они	1	2
172	о них	4	2
173	никогда не	1	2
174	того в	1	2
175	во всем	1	2
176	связи с	6	2
177	кроме того	2	2
178	что на	3	2
179	к таким	1	2
180	начиная с	1	2
181	когда мы	3	2
182	в виду	8	2
183	то время	1	2
184	можно было	11	2
185	не с	2	2
186	после того	6	2
187	с другой	7	2
188	связь между	3	2
189	у них	1	2
190	ее от	1	2
191	этому поводу	1	2
192	что и	6	2
193	также в	1	2
194	в г	1	2
195	в него	1	2
196	он есть	1	2
197	один из	4	2
198	сразу же	2	2
199	и дело	1	2
200	этот вопрос	3	2
201	и ее	1	2
202	по этому	1	2
203	на эту	1	2
204	такое объяснение	1	2
205	связано с	1	2
206	каждый из	1	2
207	заметить что	1	2
208	на две	1	2
209	в целях	1	2
210	чем в	2	2
211	сюда же	1	2
212	а с	3	2
213	прежде всего	9	2
214	и пр	3	2
215	одной стороны	4	2
216	там где	3	2
217	научной литературе	2	2
218	совершенно очевидно	1	2
219	совершенно не	5	2
220	нет никаких	1	2
221	можно будет	2	2
222	из которых	1	2
223	могут быть	6	2
224	с этой	3	2
225	говорить что	3	2
226	и для	1	2
227	за этим	1	2
228	две формы	1	2
229	только как	4	2
230	и при	2	2
231	это в	2	2
232	ту же	1	1
233	вопрос мы	1	1
234	отношение к	3	1
235	через которые	2	1
236	е как	3	1
