N	3gram	Vygotskiy__3	Istorich
1	и т д	4	18
2	с другой стороны	5	8
3	с одной стороны	5	7
4	вместе с тем	2	6
5	о том что	3	4
6	но все же	1	4
7	мы знаем что	1	4
8	мы видим что	7	4
9	как мы увидим	2	3
10	здесь мы имеем	1	3
11	не может быть	1	3
12	мы увидим ниже	2	3
13	для того чтобы	8	3
14	потому что он	1	2
15	о том как	2	2
16	он не может	1	2
17	до сих пор	5	2
18	в данном случае	2	2
19	в том чтобы	1	2
20	если бы мы	1	2
21	и вместе с	2	2
22	мы видели что	2	2
23	таким образом мы	1	2
24	в том что	11	2
25	на то что	12	2
26	и здесь он	1	1
27	мы видим в	2	1
28	указывают на то	1	1
29	это было бы	1	1
30	на самом деле	2	1
31	никак не может	1	1
32	не имеют никакого	1	1
33	с точки зрения	9	1
34	только в том	2	1
35	шкуру с них	1	1
36	что здесь мы	1	1
37	в зависимости от	1	1
38	что он не	1	1
39	в отличие от	1	1
40	что не только	1	1
41	с тем что	1	1
42	и здесь мы	1	1
43	здесь совершенно ясно	3	1
44	что и здесь	1	1
45	наших глазах и	1	1
46	с этой точки	1	1
47	только для того	1	1
48	указывает на то	3	1
49	дело не в	1	1
50	здесь мы видим	1	1
51	чем перейти к	1	1
52	что едва ли	1	1
53	то время как	2	1
54	не в том	2	1
55	может быть не	2	1
56	представляют собой две	1	1
57	состоит в том	1	1
58	показывает что он	1	1
59	потому что в	1	1
60	что он видит	1	1
61	раньше чем перейти	1	1
62	то что он	2	1
63	мы уже говорили	3	1
64	и на этом	1	1
65	мы перейдем к	1	1
66	во всяком случае	2	1
67	мы увидим что	7	1
68	что у него	2	1
69	мы уже видели	1	1
70	этой точки зрения	1	1
71	образом мы видим	2	1
72	каждого из них	1	1
73	на наших глазах	2	1
74	он доходит до	1	1
75	в то время	2	1
76	на две части	1	1
77	в свою очередь	2	1
78	что в его	1	1
79	хотя бы в	1	1
80	с самого начала	6	1
81	так как у	1	1
82	этим и в	1	1
83	в самом деле	18	1
84	подобно тому как	1	1
85	можно сказать что	1	1
86	видим что в	1	1
87	совершенно очевидно что	1	1
88	в том смысле	2	1
89	и действительно мы	1	1
90	с этим и	1	1
91	как мы видели	2	1
