N	3gram	Tiupa_Hudo_1	Tvorches
1	и т д	3	11
2	то же время	8	7
3	в то же	8	7
4	по нашему мнению	1	4
5	м м бахтин	2	4
6	по отношению к	8	3
7	до сих пор	2	3
8	по сути дела	1	3
9	не может быть	2	3
10	в самом деле	4	2
11	в одной из	1	2
12	в таком случае	1	2
13	и в то	1	2
14	в отличие от	1	2
15	именно в этом	1	2
16	на наш взгляд	2	2
17	это прежде всего	2	2
18	все же не	1	2
19	во всяком случае	1	2
20	в античной трагедии	1	2
21	так и в	1	2
22	и т п	8	2
23	о том что	9	2
24	в том что	6	2
25	он живет в	1	1
26	том что в	2	1
27	хотя быть может	1	1
28	ничего не делает	1	1
29	в чем не	1	1
30	мы уже говорили	1	1
31	как уже говорилось	1	1
32	по мнению а	1	1
33	я никогда не	1	1
34	мы узнаем что	1	1
35	и потому что	1	1
36	о том как	2	1
37	сих пор еще	1	1
38	же как и	1	1
39	с с аверинцев	1	1
40	если же это	1	1
41	и а гончарова	1	1
42	сами по себе	1	1
43	в первую очередь	2	1
44	н а лейкин	1	1
45	как бы лишены	1	1
46	в литературе в	1	1
47	можно было бы	4	1
48	в письме к	1	1
49	этом источник трагизма	1	1
50	в этой главе	1	1
51	о жизни как	1	1
52	только потому что	2	1
53	и с тургенева	3	1
54	по мнению с	1	1
55	в том смысле	1	1
56	в этой связи	4	1
57	на наших глазах	1	1
58	уже говорили о	1	1
59	и что в	1	1
60	как будто бы	1	1
61	сознания не только	1	1
62	и у чехова	1	1
63	еще ничего не	1	1
64	но в то	3	1
65	в первый раз	1	1
66	не сводится к	1	1
67	годов xix века	1	1
68	но при этом	1	1
69	и в этом	1	1
70	т п эта	1	1
71	в этом источник	1	1
72	не только для	1	1
73	это своего рода	1	1
74	в свою очередь	1	1
75	в связи с	3	1
76	не только потому	1	1
77	х годов xix	1	1
78	что у него	2	1
79	того времени как	1	1
80	л н толстого	4	1
81	приходит в голову	1	1
82	в стороне от	1	1
83	и это не	2	1
84	того или иного	2	1
85	это еще не	1	1
86	ни в чем	1	1
87	не означает что	1	1
88	прежде всего его	1	1
89	ничего общего с	1	1
90	с самого начала	1	1
91	знать об этом	1	1
92	в конечном счете	2	1
93	даже не в	1	1
94	русского романа и	1	1
95	в русской литературе	3	1
96	относится и к	1	1
97	содержит в себе	1	1
98	думать о том	1	1
99	в частности с	1	1
100	все это делает	1	1
101	на то чтобы	2	1
102	в высшей степени	1	1
103	как и в	3	1
104	превращается в этическую	1	1
105	быть может и	1	1
