N	2gram	Potebnia_M_1	Psycholo
1	в том	26	37
2	и в	39	32
3	и что	10	22
4	то есть	42	21
5	том что	16	21
6	потому что	52	21
7	таким образом	13	21
8	то что	10	21
9	что в	22	20
10	может быть	27	18
11	так же	5	18
12	точки зрения	8	17
13	что и	6	17
14	не может	22	17
15	самом деле	1	16
16	что она	1	16
17	того чтобы	2	14
18	то же	6	13
19	в этом	15	13
20	при этом	6	13
21	для того	3	13
22	что он	1	13
23	в самом	3	12
24	заключается в	3	12
25	не только	21	12
26	по себе	10	12
27	с и	3	12
28	если мы	3	12
29	так как	21	12
30	на то	2	11
31	было бы	12	11
32	с тем	5	11
33	и т	6	10
34	когда он	1	10
35	с точки	3	10
36	при помощи	2	10
37	но и	20	10
38	как и	9	10
39	и не	18	10
40	как в	10	9
41	никогда не	4	9
42	что при	5	9
43	тем что	9	9
44	что все	3	9
45	в своих	4	9
46	на деле	4	8
47	с таким	1	8
48	той же	3	8
49	что это	3	8
50	не в	15	8
51	не менее	6	8
52	дело с	1	8
53	т п	4	8
54	того что	8	8
55	в сущности	2	7
56	совершенно ясно	1	7
57	что они	1	7
58	и как	6	7
59	говорит что	1	7
60	все эти	1	7
61	и его	5	7
62	как будто	2	7
63	к тому	4	7
64	можно было	1	7
65	только в	25	7
66	что для	3	7
67	а не	21	7
68	в психологии	1	7
69	сказать что	3	7
70	что если	3	6
71	совершенно справедливо	2	6
72	в этой	3	6
73	он не	3	6
74	если бы	14	6
75	те же	1	6
76	о том	2	6
77	и мы	1	6
78	как бы	6	6
79	на самом	1	5
80	показать что	1	5
81	и на	1	5
82	что его	1	5
83	только на	3	5
84	что у	1	5
85	на все	2	5
86	далеко не	1	5
87	все это	1	5
88	в то	4	5
89	только из	3	5
90	есть только	11	5
91	в ней	7	5
92	утверждает что	2	5
93	и даже	4	5
94	до сих	1	5
95	вслед за	1	5
96	он говорит	1	5
97	сих пор	1	5
98	этом отношении	1	5
99	как на	3	5
100	же как	1	4
101	сам по	1	4
102	едва ли	1	4
103	есть не	2	4
104	мы имеем	1	4
105	столь же	3	4
106	в чем	1	4
107	есть по	1	4
108	из которого	3	4
109	с этим	7	4
110	все же	6	4
111	в действительности	4	4
112	в произведении	1	4
113	в целом	2	4
114	в нем	20	4
115	к одному	2	4
116	одной и	3	4
117	и по	6	4
118	и с	3	4
119	и тем	3	4
120	в жизни	3	4
121	несмотря на	5	4
122	в данном	1	4
123	и той	3	4
124	образом и	2	4
125	и более	2	4
126	тому что	3	4
127	не имеет	5	4
128	того как	6	4
129	но только	1	4
130	ничего не	1	4
131	как она	3	4
132	в сознании	3	4
133	что на	6	4
134	и для	5	4
135	могут быть	9	4
136	тем не	6	4
137	если же	5	4
138	и это	3	4
139	никак не	2	4
140	между тем	5	4
141	которые мы	5	4
142	в языке	33	4
143	говорит он	4	4
144	мы видим	4	4
145	из них	1	4
146	от того	4	4
147	таким путем	1	4
148	а на	1	4
149	в творчестве	1	4
150	с этой	2	4
151	при таком	4	4
152	и все	3	4
153	а в	5	4
154	совершенно не	1	4
155	из этого	2	4
156	жизни и	2	4
157	например в	1	3
158	и то	3	3
159	мы не	10	3
160	или же	3	3
161	то это	5	3
162	имеет дело	1	3
163	столько же	3	3
164	которое он	2	3
165	во всех	5	3
166	но как	3	3
167	а только	4	3
168	относится к	3	3
169	которые не	2	3
170	что именно	2	3
171	только ее	1	3
172	но в	9	3
173	с на	1	3
174	та же	1	3
175	формы в	1	3
176	он в	1	3
177	думать что	3	3
178	не как	1	3
179	то как	1	3
180	на этом	1	3
181	удовольствие от	1	3
182	это было	1	3
183	к области	1	3
184	показывает что	3	3
185	в своей	3	3
186	в их	2	3
187	в которых	1	3
188	человеком и	3	3
189	но он	2	3
190	не могли	2	3
191	в отношении	1	3
192	или что	1	3
193	что с	1	3
194	тогда когда	9	3
195	мы можем	2	3
196	в нас	7	3
197	во всем	4	3
198	в каком	6	3
199	свое собственное	1	3
200	не могут	4	3
201	указывает на	1	3
202	отказаться от	1	3
203	на это	1	3
204	с ее	2	3
205	в виду	2	3
206	то время	1	3
207	и совершенно	1	3
208	так и	13	3
209	том виде	1	3
210	мы в	2	3
211	для этого	2	3
212	образом в	1	3
213	с другой	7	3
214	звуков в	1	3
215	мы должны	3	3
216	значит что	1	3
217	один из	1	3
218	этот вопрос	2	3
219	и ее	1	3
220	в законах	1	3
221	так что	16	3
222	что не	10	3
223	каким образом	3	3
224	и других	4	3
225	но совершенно	2	3
226	и их	3	3
227	представить себе	3	3
228	сами по	1	3
229	может служить	1	3
230	были бы	3	3
231	чтобы показать	1	3
232	тому как	4	3
233	того или	1	3
234	видит в	1	3
235	что же	2	3
236	это значит	1	3
237	в смысле	4	3
238	должны быть	7	3
239	при всем	1	3
240	само по	4	3
241	еще более	2	3
242	хотя бы	2	3
243	в свою	4	3
244	точно так	11	3
245	того же	3	2
246	и без	3	2
247	только потому	3	2
248	смотрит на	3	2
249	этой теории	4	2
250	не имеют	5	2
251	объясняется и	1	2
252	как история	1	2
253	и этот	1	2
254	еще не	6	2
255	с в	5	2
256	оба эти	1	2
257	есть нечто	4	2
258	как во	2	2
259	с но	4	2
260	из того	2	2
261	как не	1	2
262	них по	1	2
263	бы с	1	2
264	бы то	2	2
265	с его	1	2
266	мысль что	5	2
267	в ее	1	2
268	но не	8	2
269	мы будем	2	2
270	явлений и	3	2
271	значение и	2	2
272	если в	1	2
273	ответ на	1	2
274	очевидно что	3	2
275	себе и	1	2
276	которые должны	1	2
277	самое понятие	1	2
278	обнаруживается в	2	2
279	указывают на	2	2
280	могли бы	2	2
281	что по	3	2
282	увидим что	4	2
283	психологии и	1	2
284	в которой	2	2
285	бы не	6	2
286	в себе	13	2
287	как он	1	2
288	что каждая	1	2
289	т д	4	2
290	же с	7	2
291	тем и	1	2
292	на его	1	2
293	подобно тому	3	2
294	заключает в	2	2
295	в каждом	4	2
296	то ни	3	2
297	с другими	1	2
298	полагает что	1	2
299	и которые	2	2
300	это не	7	2
301	то все	2	2
302	должен был	1	2
303	в них	3	2
304	но так	1	2
305	искать не	1	2
306	одного и	2	2
307	не так	3	2
308	и при	3	2
309	всяком случае	1	2
310	произошло бы	1	2
311	не понимает	1	2
312	и эти	1	2
313	их в	1	2
314	том и	2	2
315	и наоборот	6	2
316	том же	2	2
317	в этих	7	2
318	что этот	1	2
319	для нее	2	2
320	все более	3	2
321	как можно	1	2
322	и другое	3	2
323	начинает с	1	2
324	принадлежат к	1	2
325	на него	3	2
326	зависят от	2	2
327	на самый	1	2
328	в самых	1	2
329	в уме	1	2
330	и отсюда	1	2
331	его от	1	2
332	и всегда	2	2
333	в самой	3	2
334	же время	4	2
335	не вполне	1	2
336	не потому	2	2
337	нам что	1	2
338	ни в	1	2
339	когда мы	2	2
340	как только	1	2
341	в полном	2	2
342	что оно	2	2
343	его с	2	2
344	оно не	3	2
345	она не	3	2
346	на вопрос	1	2
347	свою очередь	4	2
348	и многие	1	2
349	на другой	1	2
350	искусство всегда	1	2
351	и говорит	1	2
352	действия и	1	2
353	так в	1	2
354	роль в	1	2
355	с если	2	2
356	на том	1	2
357	на которую	2	2
358	том как	3	2
359	понятно что	1	2
360	и вообще	3	2
361	в таком	5	2
362	ничего кроме	1	2
363	во всяком	3	2
364	после того	1	2
365	которой мы	1	2
366	что самое	2	2
367	в его	5	2
368	а потому	10	2
369	что чувства	1	2
370	и только	2	2
371	даже для	1	2
372	и следовательно	2	2
373	для самого	1	2
374	к нему	1	2
375	пришел к	1	2
376	в какой	1	2
377	как нечто	1	2
378	с двумя	1	2
379	ней не	1	2
380	это совершается	1	2
381	могло бы	3	2
382	слова в	2	2
383	мы находим	1	2
384	в одном	8	2
385	вовсе не	5	2
386	в состоянии	3	2
387	с этими	1	2
