N	3gram	Losev_Dial_2	Problema
1	и т п	2	13
2	не может быть	3	11
3	с точки зрения	8	6
4	и прежде всего	2	5
5	в данном случае	2	4
6	с другой стороны	4	4
7	на самом деле	1	3
8	в самом деле	3	3
9	в этом смысле	1	3
10	не выходя за	2	3
11	бы то ни	1	3
12	может быть только	2	3
13	с одной стороны	1	3
14	то же время	4	3
15	в том что	6	3
16	в то же	3	3
17	тем не менее	2	3
18	и в нем	1	3
19	можно сказать что	3	2
20	то же самое	2	2
21	со всех сторон	1	2
22	но и в	1	2
23	и не может	1	2
24	то или иное	4	2
25	и в то	1	2
26	и в частности	2	2
27	не только в	2	2
28	не могут быть	2	2
29	выходя за пределы	2	2
30	души и тела	1	2
31	того или иного	1	2
32	во всех своих	1	2
33	может и не	1	2
34	сказать и о	1	2
35	мы можем сказать	1	2
36	той или иной	1	2
37	в этом отношении	1	2
38	именно в том	1	1
39	и может быть	3	1
40	что иное как	3	1
41	иметь в виду	2	1
42	в виду что	2	1
43	входить в рассмотрение	1	1
44	да и не	1	1
45	не говоря уже	2	1
46	подобно тому как	1	1
47	и пр в	1	1
48	в том и	1	1
49	все что угодно	1	1
50	о том как	1	1
51	одной стороны и	1	1
52	имеется в виду	2	1
53	и следовательно не	2	1
54	в нем и	2	1
55	во что бы	1	1
56	не нуждается ни	1	1
57	до сих пор	2	1
58	говоря уже о	2	1
59	сами по себе	3	1
60	на самом же	1	1
61	может быть конечно	1	1
62	ни в какой	2	1
63	не есть ли	4	1
64	может быть и	3	1
65	кроме того и	1	1
66	что бы то	1	1
67	таким образом есть	1	1
68	со всеми его	1	1
69	то время как	3	1
70	не что иное	3	1
71	он далеко не	1	1
72	самим и в	1	1
73	не только его	1	1
74	за пределы мира	2	1
75	как мы это	2	1
76	то ни стало	1	1
77	в некоторых случаях	1	1
78	его значение в	1	1
79	и должно быть	2	1
80	и в этом	1	1
81	не есть ни	6	1
82	по сравнению с	1	1
83	и его значение	1	1
84	т д мы	1	1
85	и как бы	1	1
86	не в том	1	1
87	в связи с	4	1
88	при этом условии	2	1
89	в нем не	1	1
90	в том смысле	4	1
91	в том как	1	1
92	не даны в	1	1
93	и в том	1	1
94	и независимо от	1	1
95	самом же деле	1	1
96	нуждается ни в	1	1
97	внутреннего и внешнего	2	1
98	в свое время	1	1
99	в каждом моменте	1	1
100	не входя в	1	1
101	по себе не	3	1
102	в себе самой	1	1
103	есть не что	2	1
104	есть ли это	1	1
105	равно как и	1	1
106	том смысле что	3	1
107	в то время	3	1
108	том и в	1	1
109	это и есть	1	1
110	та или иная	2	1
111	и т д	15	1
112	на этом основании	1	1
113	всего то что	1	1
114	к выводу что	1	1
115	можем сказать что	1	1
116	вопрос о том	1	1
117	и что не	1	1
118	но не на	1	1
119	и с точки	1	1
120	которые могут быть	1	1
121	в другом случае	1	1
122	не больше как	3	1
123	на мир на	1	1
124	как мы уже	1	1
125	в душе его	1	1
126	к тому что	1	1
127	и познания и	1	1
128	но как только	1	1
129	она не может	1	1
130	не нуждается в	3	1
131	но внутренний человек	1	1
132	и в другом	1	1
