N	3gram	Losev_Vlad_2	Problema
1	о том что	3	9
2	с точки зрения	3	8
3	в том что	9	8
4	в связи с	8	7
5	в конце концов	3	6
6	тем не менее	6	5
7	в стихотворении года	1	5
8	по крайней мере	4	4
9	необходимо сказать что	4	4
10	до некоторой степени	2	4
11	что иное как	1	3
12	в настоящее время	2	3
13	в этом смысле	1	3
14	и то что	5	3
15	точно так же	3	3
16	на первом плане	1	3
17	вместе с тем	1	3
18	и в частности	1	3
19	то время как	1	3
20	а именно в	1	3
21	в то время	6	3
22	можно сказать что	1	3
23	после того как	2	3
24	не что иное	1	3
25	в сравнении с	1	3
26	только тогда когда	1	3
27	в те времена	3	2
28	дело в том	3	2
29	равно как и	1	2
30	но даже и	1	2
31	также и в	1	2
32	в том числе	1	2
33	никак не может	1	2
34	том что он	2	2
35	нас в настоящее	1	2
36	до сих пор	1	2
37	также и то	1	2
38	бы то ни	1	2
39	никак не мог	1	2
40	и не в	1	2
41	что он и	1	2
42	в это время	4	2
43	в данном случае	2	2
44	и никак не	1	2
45	не может быть	1	2
46	во всяком случае	6	2
47	но все же	1	2
48	на то что	2	2
49	для нас в	1	2
50	по этому поводу	1	2
51	если не прямо	1	2
52	оказывается что в	1	2
53	для того чтобы	1	2
54	и в конце	1	1
55	крайней мере в	1	1
56	уже содержит в	1	1
57	хотя и не	2	1
58	то что я	1	1
59	не к кому	1	1
60	является для нас	1	1
61	чуть ли не	1	1
62	своей работе года	1	1
63	здесь перед нами	1	1
64	во что бы	1	1
65	не говоря уже	2	1
66	как это мы	4	1
67	в самом деле	1	1
68	в своей работе	1	1
69	он все же	1	1
70	как раз и	1	1
71	не было и	1	1
72	конечно не мог	2	1
73	статью под названием	1	1
74	было бы с	1	1
75	сам по себе	2	1
76	для себя место	1	1
77	в этом отношении	1	1
78	которого мы находим	1	1
79	но это не	1	1
80	можно было бы	2	1
81	с этой стороны	1	1
82	говоря уже о	2	1
83	вот что пишет	2	1
84	что бы то	1	1
85	на эту тему	2	1
86	но в то	1	1
87	не только в	2	1
88	а восстановление его	1	1
89	и в его	2	1
90	указать хотя бы	1	1
91	а также и	1	1
92	то ни стало	1	1
93	и даже с	1	1
94	или по крайней	2	1
95	и как бы	1	1
96	как и вообще	1	1
97	не только как	1	1
98	нам представляется что	1	1
99	так или иначе	3	1
100	содержит в себе	4	1
101	уже и в	1	1
102	у него не	1	1
103	хотя бы на	1	1
104	смысле а именно	1	1
105	вы не знаете	1	1
106	в этом виде	1	1
107	и в том	1	1
108	он вместе с	1	1
109	мы читаем и	1	1
110	с ним в	1	1
111	что несмотря на	1	1
112	что и здесь	1	1
113	у него и	1	1
114	к кому другому	1	1
115	то же время	3	1
116	мы увидим ниже	1	1
117	но тем не	1	1
118	мы находим у	1	1
119	и притом в	1	1
120	достаточно указать хотя	1	1
121	связи с этим	1	1
122	мы прежде всего	1	1
123	с самого начала	1	1
124	в конечное торжество	1	1
125	и без всяких	1	1
126	мере в двух	1	1
127	в то же	3	1
128	можно судить по	4	1
129	в котором можно	1	1
130	и все же	2	1
131	также и с	1	1
132	насколько можно судить	1	1
133	которых вы не	1	1
134	к тому же	1	1
135	и можно сказать	1	1
136	и т д	1	1
137	на земле в	1	1
