N	3gram	Bakhtin_Pr_1	StatiiOP
1	в том что	7	16
2	о том что	2	11
3	в этом отношении	5	9
4	том что он	4	5
5	до сих пор	2	5
6	в письме к	1	5
7	для того чтобы	2	5
8	к тому что	1	5
9	дело в том	1	4
10	своего времени и	1	3
11	в одном из	2	3
12	так же как	1	3
13	с другой стороны	2	3
14	во всяком случае	3	3
15	с самого начала	2	3
16	говорит об этом	1	2
17	свое выражение в	1	2
18	с точки зрения	15	2
19	сами по себе	3	2
20	в отличие от	2	2
21	не только с	1	2
22	бы то ни	3	2
23	то что в	1	2
24	в значительной степени	1	2
25	ни в одном	1	2
26	то ни было	2	2
27	не столько в	1	2
28	и в этом	3	2
29	всяком случае не	1	2
30	в полном смысле	1	2
31	не в том	1	2
32	для него самого	3	2
33	то что он	1	2
34	но и с	1	2
35	так и в	1	2
36	не только не	1	2
37	в самом деле	2	2
38	но все же	1	2
39	поэтому в романе	1	1
40	точка зрения на	2	1
41	не мудрено что	1	1
42	а как материал	1	1
43	на самом деле	3	1
44	при помощи этой	1	1
45	и по существу	1	1
46	в этом смысле	9	1
47	в своей работе	1	1
48	он не может	1	1
49	в той же	3	1
50	и именно в	1	1
51	точно так же	1	1
52	на этот вопрос	1	1
53	на первом месте	1	1
54	историко-литературный и биографический	1	1
55	в зависимости от	3	1
56	что почти все	1	1
57	для своего времени	1	1
58	в данном случае	2	1
59	академии наук ссср	1	1
60	в высшей степени	1	1
61	в конце концов	4	1
62	себе и в	1	1
63	в известном смысле	1	1
64	по сравнению с	1	1
65	что он сам	1	1
66	для него была	1	1
67	его борьба с	1	1
68	не только к	1	1
69	друг к другу	1	1
70	и в трагедии	1	1
71	а прежде всего	1	1
72	по отношению к	11	1
73	он отразился в	1	1
74	то же время	7	1
75	заключается в том	2	1
76	в то время	2	1
77	в том чтобы	1	1
78	но он не	1	1
79	нужно сказать что	1	1
80	в трагедии в	1	1
81	но и он	1	1
82	в то же	7	1
83	с полным правом	1	1
84	ответ на вопрос	1	1
85	отличие от других	1	1
86	в отношении к	1	1
87	но именно в	1	1
88	как бы он	1	1
