N	2gram	Tiupa_Hudo_1	Problemy
1	и в	14	46
2	и не	2	27
3	может быть	5	23
4	не может	7	19
5	как бы	7	19
6	в нем	3	17
7	в этом	11	16
8	не только	12	14
9	и т.п	1	14
10	слова в	2	13
11	на пороге	1	12
12	перед нами	5	12
13	как мы	3	12
14	но и	5	12
15	как и	9	12
16	и на	3	11
17	точки зрения	5	11
18	в одном	1	11
19	а не	12	11
20	в пределах	3	10
21	не в	7	10
22	и к	4	9
23	в самом	4	9
24	с точки	3	9
25	слово не	2	9
26	и все	4	9
27	в его	8	9
28	в том	12	9
29	вовсе не	1	9
30	прежде всего	11	9
31	достоевского в	1	8
32	до сих	2	8
33	сих пор	2	8
34	в сущности	1	7
35	еще не	7	7
36	в себе	11	7
37	и с	4	7
38	по себе	2	7
39	как раз	4	7
40	к чужому	1	7
41	то же	9	6
42	никогда не	6	6
43	и он	5	6
44	хотя и	2	6
45	но в	5	6
46	к одному	1	6
47	ни в	5	6
48	на фоне	2	6
49	что я	2	6
50	но это	1	6
51	на свой	1	6
52	и его	5	6
53	о нем	3	6
54	в него	2	6
55	что он	9	6
56	только в	5	6
57	есть в	1	6
58	друг друга	5	6
59	к себе	5	6
60	все это	2	6
61	в романе	1	6
62	к другому	4	5
63	ведь и	1	5
64	установки на	1	5
65	с его	5	5
66	во всех	1	5
67	по отношению	8	5
68	слова на	1	5
69	нам кажется	1	5
70	так сказать	2	5
71	при этом	12	5
72	особенно в	2	5
73	это не	7	5
74	в жизни	1	5
75	рядом с	1	5
76	в то	8	5
77	в самой	1	5
78	если же	1	5
79	о том	12	5
80	же время	8	5
81	так как	1	5
82	у него	9	5
83	с другом	1	5
84	о себе	1	5
85	в романах	1	5
86	друг с	1	5
87	отношению к	8	5
88	жизни и	5	5
89	например в	2	4
90	самом деле	5	4
91	в их	2	4
92	мы не	2	4
93	героя и	5	4
94	но не	3	4
95	как в	8	4
96	все же	3	4
97	знаю что	1	4
98	все эти	3	4
99	он не	4	4
