N	2gram	Propp_Isto_5	Stilisti
1	и в	25	42
2	не только	13	27
3	как бы	2	27
4	прежде всего	6	22
5	хотя бы	1	17
6	то же	4	15
7	но и	13	15
8	и не	11	14
9	не может	6	12
10	может быть	17	12
11	мы уже	4	11
12	как и	7	11
13	точки зрения	2	11
14	отнюдь не	1	10
15	в этом	10	10
16	и как	3	10
17	как мы	5	10
18	мы должны	4	10
19	что мы	2	10
20	мы не	5	9
21	при этом	1	9
22	в то	3	9
23	для того	3	9
24	то что	7	9
25	в ней	5	8
26	все же	10	8
27	в себе	1	8
28	таким образом	9	8
29	тем самым	1	8
30	и это	4	8
31	с тем	8	8
32	в зависимости	1	7
33	зависимости от	1	7
34	и на	8	7
35	в которой	4	7
36	было бы	1	7
37	и тем	4	7
38	так как	11	7
39	никогда не	3	7
40	же время	1	7
41	потому что	7	7
42	того чтобы	3	7
43	ничего не	2	7
44	только в	7	7
45	и его	9	7
46	мы можем	2	7
47	а не	2	7
48	и от	1	7
49	во всех	2	6
50	в этой	3	6
51	в нем	7	6
52	не в	6	6
53	в процессе	1	6
54	или как	2	6
55	другими словами	1	6
56	язык и	2	6
57	в форме	3	6
58	и так	1	6
59	в конце	1	6
60	или иной	1	6
61	в свою	3	6
62	той же	1	5
63	уже в	2	5
64	и наконец	1	5
65	и с	3	5
66	мы видели	7	5
67	с точки	1	5
68	в сознании	1	5
69	а в	3	5
70	в его	12	5
71	слова в	1	5
72	вместе с	22	5
73	как это	1	5
74	самом деле	2	4
75	тем же	1	4
76	себя в	6	4
77	и к	1	4
78	но в	1	4
79	в самом	1	4
80	что это	5	4
81	уже не	11	4
82	его в	9	4
83	художественного творчества	1	4
84	самого начала	1	4
85	на него	8	4
86	но все	5	4
87	к тому	1	4
88	на это	1	4
89	свою очередь	1	4
90	с самого	1	4
91	если бы	2	4
92	о том	7	4
93	можно сказать	2	4
94	того что	2	4
95	один из	2	4
96	мы видим	8	4
97	с появлением	5	4
98	мы увидим	5	4
99	в качестве	7	4
100	вопроса о	1	4
101	само собой	1	4
102	были бы	1	4
103	а с	1	4
104	и пр	3	4
105	к своему	1	4
106	все это	4	4
107	не знаем	3	4
108	бы в	1	4
109	так же	5	4
110	вряд ли	1	3
111	на самом	1	3
112	общества и	1	3
113	еще не	8	3
114	видели что	2	3
115	то он	1	3
116	ответ на	1	3
117	перед нами	2	3
118	трех слов	1	3
119	та же	1	3
120	если он	1	3
121	уже видели	1	3
122	и вот	1	3
123	их в	3	3
124	здесь мы	5	3
125	об этом	2	3
126	связанных с	1	3
127	это не	6	3
128	в социальной	1	3
129	чаще всего	1	3
130	этом мы	1	3
131	том что	8	3
132	что такое	1	3
133	бы мы	2	3
134	связь и	1	3
135	связи с	8	3
136	что оно	1	3
137	в виду	1	3
138	в ее	4	3
139	роль в	2	3
140	что у	4	3
141	мы в	1	3
142	приближается к	2	3
143	и здесь	7	3
144	должно было	2	3
145	то мы	1	3
146	жизни и	2	3
147	конечно не	1	3
148	только на	1	3
149	из них	2	3
150	его и	2	3
151	не так	1	3
152	в котором	1	3
153	в одном	1	3
154	что и	6	3
155	и даже	1	3
156	социальной жизни	2	3
157	мы легко	2	3
158	и уже	1	3
159	если не	4	3
160	ни на	1	3
161	в тех	1	3
162	как только	1	3
163	этом случае	7	3
164	в целом	3	3
165	как таковой	1	3
166	но для	2	3
167	и для	2	3
168	для нас	5	3
169	и все	3	3
170	главным образом	1	3
171	не знает	1	3
172	сказать что	2	3
173	также и	1	2
174	человека и	2	2
175	я взял	1	2
176	выражения как	2	2
177	мы имели	1	2
178	его не	3	2
179	мы имеем	14	2
180	вопрос о	2	2
181	но даже	1	2
182	для наших	1	2
183	и он	6	2
184	не нужно	1	2
185	но не	5	2
186	случай когда	1	2
187	только тогда	2	2
188	должны были	1	2
189	очевидно что	2	2
190	иметь дело	1	2
191	отношение к	1	2
192	себе и	1	2
193	как в	6	2
194	почувствовал что	1	2
195	целый ряд	1	2
196	как уже	1	2
197	между двумя	1	2
198	как таковое	2	2
199	представляет собой	7	2
200	все эти	8	2
201	опять не	2	2
202	и сам	2	2
203	по своему	1	2
204	человека в	3	2
205	связанные с	2	2
206	ясно что	5	2
207	есть не	1	2
208	с этим	5	2
209	в жизни	1	2
210	но мы	3	2
211	не всегда	4	2
212	при которых	1	2
213	он сказал	1	2
214	в этих	6	2
215	и при	2	2
216	в своей	2	2
217	ли он	2	2
218	место в	1	2
219	в которых	3	2
220	в основе	1	2
221	о них	1	2
222	в каком	1	2
223	перед ним	1	2
224	приведенных нами	1	2
225	здесь не	1	2
226	в пределах	4	2
227	в дальнейшем	4	2
228	здесь происходит	1	2
229	с собой	1	2
230	из двух	2	2
231	вошел в	2	2
232	и вообще	3	2
233	с ним	4	2
234	что перед	1	2
235	в приведенных	1	2
236	к нему	3	2
237	хозяйственной и	1	2
238	в него	5	2
239	видим что	5	2
240	в том	6	2
241	тот же	1	2
242	одной из	1	2
243	что он	22	2
244	это же	3	2
245	или даже	1	2
246	для него	1	2
247	себе в	1	2
248	тем что	10	2
249	перейти к	1	2
250	а на	2	2
251	еще и	1	2
252	связано с	5	2
253	не было	1	2
254	в связи	4	2
