1	не может	9	17
2	точки зрения	7	12
3	может быть	7	12
4	таким образом	3	11
5	мы не	2	9
6	и в	30	7
7	в этом	20	7
8	как и	5	6
9	и не	18	6
10	ничего не	2	6
11	в результате	5	6
12	с точки	3	5
13	все эти	5	5
14	и наконец	4	5
15	прежде всего	6	5
16	что же	8	5
17	же это	2	4
18	нет и	1	4
19	а в	11	4
20	вместе с	8	4
21	в том	18	4
22	если мы	1	4
23	в целом	4	4
24	не только	12	4
25	мы должны	4	4
26	как бы	5	4
27	их в	2	4
28	из них	1	4
29	это не	2	4
30	жизни и	6	4
31	в дальнейшем	5	4
32	мы видели	2	4
33	так как	5	4
34	в области	3	3
35	а не	7	3
36	с необходимостью	1	3
37	еще не	1	3
38	было бы	9	3
39	может не	1	3
40	ясно что	1	3
41	то же	4	3
42	при этом	5	3
43	не в	9	3
44	для нас	7	3
45	все это	5	3
46	и к	6	3
47	и мы	4	3
48	и потому	2	3
49	когда мы	3	3
50	в нем	4	3
51	уже в	3	3
52	и все	7	3
53	у нас	6	3
54	но в	8	3
55	в конце	13	3
56	в этой	4	3
57	с самого	1	3
58	что она	1	3
59	самого начала	1	3
60	в одном	1	3
61	в себе	6	3
62	но мы	1	3
63	все же	9	3
64	он в	1	3
65	как он	2	3
66	свою очередь	2	2
67	так сказать	1	2
68	не менее	7	2
69	на его	4	2
70	теперь же	1	2
71	ее на	2	2
72	не могут	1	2
73	это за	2	2
74	вторая половина	1	2
75	что такое	1	2
76	той же	4	2
77	с общим	1	2
78	в виде	3	2
79	тем не	6	2
80	но все	2	2
81	к чему	1	2
82	он приводит	1	2
83	всяком случае	6	2
84	в которой	4	2
85	в нашем	1	2
86	в свою	3	2
87	настоящее время	2	2
88	о жизни	1	2
89	на этом	2	2
90	из этих	3	2
91	говорить о	1	2
92	на котором	2	2
93	у него	19	2
94	что это	4	2
95	времени и	1	2
96	которой он	2	2
97	уже не	3	2
98	свою собственную	1	2
99	и даже	10	2
100	на этот	4	2
101	как известно	1	2
102	и есть	2	2
103	а на	1	2
104	в самом	2	2
105	самом деле	1	2
106	мы знаем	4	2
107	№ с	5	2
108	необходимо отметить	1	2
109	еще более	3	2
110	в отличие	3	2
111	отличие от	3	2
112	быть и	1	2
113	во всяком	6	2
114	и по	2	2
115	что в	12	2
116	мы с	4	2
117	такого рода	2	2
118	что все	1	2
119	и во	2	2
120	тот же	5	2
121	можно назвать	2	2
122	на их	1	2
123	то и	1	2
124	со всеми	1	2
125	в его	11	2
126	то ни	1	2
127	в настоящее	2	2
128	и что	5	2
129	с этим	5	2
130	еще мало	1	2
131	такой же	1	2
132	некоторое время	1	2
133	этих двух	1	2
134	как мы	11	2
135	в таком	3	2
136	не будем	1	2
137	несмотря на	4	1
138	оно может	1	1
139	xix века	1	1
140	дело в	3	1
141	его в	4	1
142	жизни к	1	1
143	знания мы	1	1
144	этот раз	3	1
145	в ней	4	1
146	которая и	1	1
147	а может	1	1
148	и их	1	1
149	его и	2	1
150	в начале	4	1
151	и всегда	1	1
152	мы уже	2	1
153	рядом с	1	1
154	конечно не	4	1
155	развития i	1	1
156	связи с	8	1
157	точка зрения	1	1
158	жизни которое	1	1
159	о том	4	1
160	бы эти	1	1
161	в данной	1	1
162	можно говорить	3	1
163	но уже	2	1
164	все его	1	1
165	и начало	1	1
166	данном случае	2	1
167	именно к	3	1
168	себе в	2	1
169	чтобы он	1	1
170	в своих	2	1
171	и должно	1	1
172	к концу	5	1
173	именно в	4	1
174	но не	3	1
175	что сказать	1	1
176	в первый	1	1
177	в о	1	1
178	оно имеет	1	1
179	если бы	1	1
180	а из	1	1
181	но эта	1	1
182	в очень	3	1
183	по себе	5	1
184	по преимуществу	1	1
185	же в	2	1
186	хотя и	6	1
187	которых он	1	1
188	к нему	2	1
189	в связи	8	1
190	не будет	1	1
191	состояния в	1	1
192	к одному	1	1
193	не что	1	1
194	то он	1	1
195	в действительности	1	1
196	до сих	1	1
197	а это	3	1
198	чем ее	1	1
199	сравнительно с	3	1
200	можно было	2	1
