N	2gram	Losev_Vlad_3	Freidism
1	таким образом	11	24
2	и не	25	23
3	не может	14	20
4	точки зрения	13	19
5	прежде всего	10	18
6	к отцу	1	16
7	в этом	16	15
8	в его	14	15
9	в душе	1	13
10	может быть	8	13
11	и его	10	12
12	все эти	5	11
13	как и	7	11
14	с точки	6	11
15	как бы	3	11
16	то что	28	11
17	самом деле	1	10
18	но в	4	10
19	его в	2	10
20	как мы	8	10
21	так и	6	10
22	и потому	10	10
23	с его	2	9
24	во всех	1	9
25	и в	40	9
26	то же	4	8
27	влечение к	1	8
28	не только	25	8
29	он не	8	8
30	в своей	9	8
31	еще не	4	8
32	что он	5	8
33	только в	13	8
34	так как	7	8
35	все это	1	8
36	и все	4	8
37	все что	1	8
38	в самом	4	7
39	мы уже	5	7
40	и наконец	2	7
41	ни в	10	7
42	мы видели	3	7
43	те же	1	7
44	к нему	3	7
45	один из	1	7
46	мы знаем	3	7
47	всяком случае	3	7
48	что же	9	7
49	сказать что	12	7
50	во всяком	3	7
51	в ней	5	6
52	за пределы	3	6
53	все те	1	6
54	так сказать	1	6
55	и с	9	6
56	точку зрения	1	6
57	того что	7	6
58	для него	8	6
59	вовсе не	13	6
60	никогда не	11	6
61	хотя бы	6	6
62	совершенно не	2	6
63	я и	1	5
64	на самом	3	5
65	и на	6	5
66	он сам	2	5
67	в чем	3	5
68	и к	2	5
69	в этой	8	5
70	знаем что	2	5
71	не в	3	5
72	мы должны	4	5
73	в то	7	5
74	сознанием и	1	5
75	в каком	4	5
76	в себя	1	5
77	но мы	2	5
78	можно сказать	1	5
79	для того	2	5
80	по мнению	4	5
81	и прежде	1	5
82	а в	7	5
83	но и	18	5
84	с этим	2	5
85	в свою	1	5
86	что в	17	5
87	смысле слова	6	4
88	и за	2	4
89	мы не	2	4
90	в которой	2	4
91	я не	3	4
92	совсем не	5	4
93	но не	4	4
94	нашего сознания	1	4
95	все же	4	4
96	не было	5	4
97	из этих	3	4
98	с их	3	4
99	в нем	3	4
100	то ни	3	4
101	при этом	3	4
102	об этом	6	4
103	в жизни	2	4
104	нигде не	1	4
105	во время	1	4
106	не менее	9	4
107	в основе	1	4
108	же время	2	4
