N	3gram	Propp_Morf_1	Myslijsy
1	более или менее	2	8
2	во всяком случае	2	7
3	в том что	3	7
4	тем не менее	4	5
5	подобно тому как	5	4
6	до сих пор	1	4
7	в то время	3	4
8	на то что	2	3
9	то время как	3	3
10	с одной стороны	1	3
11	не могут быть	2	3
12	мы не можем	1	3
13	и т д	39	3
14	и может быть	1	2
15	там где оно	2	2
16	которые не могут	1	2
17	на самом деле	4	2
18	в таком случае	1	2
19	после того как	1	2
20	то что в	2	2
21	одно и то	1	2
22	может быть названо	3	2
23	с другой стороны	4	2
24	для того чтобы	2	2
25	не может быть	9	2
26	с самого начала	1	2
27	и то же	1	2
28	дает нам возможность	1	1
29	связаны между собою	1	1
30	в подобных случаях	1	1
31	прежде всего следует	1	1
32	состоит в том	2	1
33	потому что в	1	1
34	но так как	1	1
35	это было бы	1	1
36	т д можно	1	1
37	том что он	1	1
38	из причин того	1	1
39	о том как	1	1
40	а потому что	1	1
41	что же касается	1	1
42	то прежде всего	1	1
43	но если это	2	1
44	том случае если	1	1
45	и в других	1	1
46	в таких случаях	2	1
47	во втором случае	1	1
48	друг на друга	2	1
49	бы то ни	3	1
50	прежде чем перейти	1	1
51	в собственном смысле	3	1
52	но это не	1	1
53	в том случае	1	1
54	и тем не	1	1
55	чем перейти к	1	1
56	можно заметить что	2	1
57	как и в	2	1
58	один из них	1	1
59	могут быть названы	1	1
60	то ни было	2	1
61	имеет ничего общего	1	1
62	между тем в	1	1
63	то что он	1	1
64	еще заметить что	1	1
65	в одном случае	1	1
66	в связи с	8	1
67	из них не	1	1
68	друг к другу	2	1
69	не останавливаясь на	1	1
70	следует еще заметить	1	1
71	не имеет ничего	1	1
72	на вопрос что	1	1
73	далеко не все	3	1
74	вряд ли можно	1	1
75	она могла бы	1	1
76	которое может быть	2	1
77	не потому что	1	1
78	может быть достигнуто	1	1
79	в этом случае	8	1
80	на этом основании	1	1
81	и независимо от	1	1
82	о том что	1	1
83	мы прежде всего	1	1
84	что и в	1	1
85	не должно считаться	1	1
86	но все же	3	1
87	может быть продолжен	1	1
88	которые могут быть	1	1
89	в большинстве случаев	3	1
90	может быть названа	1	1
91	во всех случаях	1	1
92	приходим к заключению	1	1
93	здесь как и	1	1
94	вопрос на каком	1	1
95	вслед за этим	1	1
96	вне связи с	2	1
