N	2gram	Propp_Isto_4	Psycholo
1	то что	16	44
2	и в	26	33
3	в этом	7	28
4	и что	5	25
5	как бы	3	25
6	потому что	6	24
7	том что	3	22
8	может быть	14	22
9	что в	14	21
10	в том	3	21
11	о том	4	20
12	что он	10	20
13	и мы	1	15
14	только что	3	15
15	как это	3	14
16	что это	2	13
17	таким образом	10	13
18	так же	18	13
19	и не	9	13
20	все это	2	13
21	сказать что	2	13
22	было бы	2	12
23	к тому	1	12
24	и все	2	12
25	если мы	1	12
26	так как	9	12
27	он не	7	11
28	говорит что	2	10
29	на то	3	10
30	что она	3	10
31	если бы	2	10
32	в его	5	10
33	не может	6	10
34	то же	8	9
35	в этой	2	9
36	и если	3	9
37	по себе	2	9
38	как раз	1	9
39	как будто	1	8
40	совершенно ясно	2	8
41	для этого	1	8
42	вместе с	6	8
43	показать что	1	7
44	в своем	2	7
45	не только	15	7
46	в нем	2	7
47	так что	2	7
48	и только	5	7
49	когда он	6	7
50	для нас	3	7
51	и т	27	6
52	в ней	1	6
53	что они	6	6
54	перед нами	3	6
55	все эти	3	6
56	в себе	2	6
57	и вот	2	6
58	не убивает	1	6
59	во время	7	6
60	точки зрения	1	6
61	но он	4	6
62	что эта	3	6
63	тому что	1	6
64	когда мы	1	6
65	же самое	2	6
66	это не	5	6
67	мы видим	6	6
68	у него	5	6
69	а не	6	6
70	что мы	3	6
71	мы должны	5	6
72	как на	1	6
73	это и	5	5
74	мы уже	5	5
75	полагает что	1	5
76	мы не	1	5
77	в целом	2	5
78	и на	2	5
79	только после	1	5
80	о смерти	1	5
81	с этим	2	5
82	все же	9	5
83	целый ряд	1	5
84	и как	5	5
85	как он	6	5
86	и может	1	5
87	ясно что	1	5
88	как и	7	5
89	никогда не	2	5
90	и его	10	5
91	и это	1	5
92	мы будем	1	5
93	с ним	1	5
94	вовсе не	4	5
95	мы можем	6	5
96	связь с	12	5
97	и есть	2	4
98	той же	1	4
99	говорит о	2	4
100	том чтобы	1	4
101	он убивает	1	4
102	с тем	2	4
103	и уже	1	4
104	для чего	1	4
105	этот материал	2	4
106	в своей	4	4
107	знаем что	7	4
108	одна из	2	4
109	ее с	1	4
110	на него	3	4
111	а в	8	4
112	у нас	2	4
113	так например	2	4
114	как мы	5	4
115	что у	3	4
116	жизнь и	1	4
117	об этом	7	4
118	о нем	1	4
119	не просто	4	4
120	того что	2	4
121	этот вопрос	2	4
122	только в	3	4
123	и так	1	4
124	себя в	2	4
125	при помощи	10	4
126	и других	3	4
127	из них	2	4
128	по поводу	1	4
129	что не	1	4
130	в частности	2	4
131	исходя из	1	4
132	с этой	2	4
133	жизни и	1	4
134	это в	1	4
135	к этому	5	4
136	например в	3	3
137	же как	13	3
138	к своей	3	3
139	и за	2	3
140	это совершенно	1	3
141	что если	1	3
142	то это	5	3
143	и он	3	3
144	но не	5	3
145	к которой	1	3
146	как в	7	3
147	что именно	1	3
148	вот как	2	3
149	увидим что	2	3
150	ход действия	1	3
151	не можем	1	3
152	та же	1	3
153	он все	1	3
154	легко показать	1	3
155	на этом	2	3
156	здесь мы	2	3
157	его в	9	3
158	уже знаем	1	3
159	должен был	3	3
160	ни в	2	3
161	этого слова	2	3
162	ни одной	2	3
163	всех этих	1	3
164	но если	1	3
165	в которых	4	3
166	бы мы	2	3
167	их в	7	3
168	что этот	4	3
169	тем самым	1	3
170	она не	3	3
171	в то	1	3
172	в основе	1	3
173	совершенно неожиданно	1	3
174	во все	2	3
175	с ее	1	3
176	и говорит	1	3
177	в пределах	1	3
178	так и	10	3
179	за то	1	3
180	и здесь	5	3
181	что и	9	3
182	том как	2	3
183	или его	1	3
184	конечно не	2	3
185	мы получим	1	3
186	в виде	2	3
187	был бы	1	3
188	могло бы	2	3
189	в одном	5	3
190	не для	1	3
191	тем что	5	3
192	до сих	5	3
193	но и	12	3
194	на этот	2	3
195	здесь в	1	3
