N	3gram	Bakhtin_Fr_4	KulturaY
1	для того чтобы	3	15
2	в том что	1	15
3	с точки зрения	2	9
4	с другой стороны	3	6
5	о том что	2	5
6	в этом отношении	1	5
7	до сих пор	1	4
8	более или менее	3	3
9	в соответствии с	1	3
10	в связи с	1	3
11	а с другой	1	3
12	в свою очередь	1	3
13	не может быть	1	3
14	все это не	1	3
15	и того же	1	2
16	на самом деле	1	2
17	и вовсе не	1	2
18	того что они	1	2
19	так и в	1	2
20	то же время	8	2
21	одного и того	1	2
22	в то же	8	2
23	если бы он	1	1
24	во вступительной части	1	1
25	между ними и	1	1
26	на том же	1	1
27	и в самых	1	1
28	имеется в виду	2	1
29	с одной стороны	2	1
30	находится в противоречии	1	1
31	не столько против	1	1
32	том случае если	1	1
33	и в то	4	1
34	в отличие от	1	1
35	и не столь	1	1
36	i гл iv	1	1
37	большую роль в	1	1
38	в том случае	1	1
39	в известной мере	3	1
40	одно и то	1	1
41	в это время	1	1
42	но только для	1	1
43	первый из них	1	1
44	не только в	2	1
45	в противоречии с	1	1
46	тех или иных	1	1
47	и то же	1	1
48	каждая эпоха имеет	1	1
49	это не значит	1	1
50	но вернемся к	2	1
51	то же слово	1	1
52	лицом к лицу	1	1
53	до наших дней	2	1
54	и если бы	1	1
55	в ее целом	1	1
56	речи и как	1	1
57	в числе прочих	2	1
58	смысле этого слова	1	1
59	в большинстве случаев	5	1
60	таким образом в	3	1
61	и с его	2	1
62	на этот раз	1	1
63	что и в	1	1
