N	2gram	Bakhtin_Fr_2	Mirosoze
1	может быть	5	30
2	не только	17	29
3	и в	49	28
4	не может	7	28
5	но и	13	25
6	а не	1	25
7	он не	1	24
8	о человеке	2	23
9	в этом	15	20
10	не было	4	18
11	у него	2	17
12	не в	1	16
13	потому что	1	16
14	в ней	2	15
15	в своей	5	15
16	человека и	3	14
17	и есть	1	14
18	он был	2	14
19	никогда не	5	14
20	до конца	2	14
21	в нем	9	13
22	и он	1	12
23	и это	3	12
24	в самом	3	11
25	для него	9	11
26	и не	15	11
27	в своем	5	10
28	в творчестве	6	10
29	было бы	3	10
30	что в	2	10
31	свободы и	1	10
32	в мире	2	10
33	прежде всего	19	10
34	что он	3	10
35	и потому	5	10
36	и все	3	10
37	с тем	1	9
38	но он	6	9
39	и его	17	9
40	не есть	1	9
41	в его	18	9
42	есть лишь	1	9
43	человек в	2	9
44	в котором	1	8
45	но не	5	8
46	в человеке	1	8
47	не был	3	7
48	менее всего	3	7
49	но в	4	7
50	в себе	4	7
51	в конце	2	7
52	в самой	2	7
53	к нему	3	7
54	того что	1	7
55	должна быть	1	6
56	и на	17	6
57	в которой	1	6
58	лишь в	4	6
59	в этой	10	6
60	только в	13	6
61	вместе с	2	6
62	все это	9	6
63	в том	3	6
64	христа в	1	5
65	это не	1	5
66	в самую	1	5
67	как и	11	5
68	не могут	1	5
69	то что	6	5
70	отношения к	4	4
71	это и	2	4
72	и этот	1	4
73	есть не	1	4
74	был еще	3	4
75	xix века	2	4
76	отношение к	8	4
77	за пределы	2	4
78	духа и	3	4
79	и по	1	4
80	должен был	2	4
81	в них	13	4
82	в этих	4	4
83	точки зрения	6	4
84	в их	2	4
85	к концу	1	4
86	к ней	2	4
87	она не	1	4
88	что и	1	4
89	один из	7	4
90	к свободе	1	4
91	уже в	5	4
92	ни с	1	4
93	а в	4	4
94	тем что	4	4
95	не знал	1	4
96	и там	1	4
97	со свободой	3	4
98	с этой	1	4
99	вряд ли	2	3
100	человеческая свобода	1	3
101	и мира	1	3
102	с его	5	3
103	этого мира	1	3
104	вера в	1	3
105	и еще	2	3
106	этот процесс	4	3
107	и вот	3	3
108	на этом	1	3
109	и с	6	3
110	то есть	32	3
111	его в	1	3
112	в жизни	4	3
113	для них	2	3
114	не мог	1	3
115	том что	4	3
116	но если	1	3
117	ничего не	2	3
118	у данте	1	3
119	к тому	1	3
120	в ее	3	3
121	особенно в	2	3
122	учение о	2	3
123	нет у	1	3
124	и страдания	1	3
125	в него	2	3
126	конечно не	1	3
127	одно из	1	3
128	и их	1	3
129	так как	6	3
130	что человек	1	3
131	себя и	1	3
132	ко всем	1	3
133	это есть	1	3
134	это значит	1	3
135	для нас	1	3
136	хотя бы	1	3
137	будто бы	1	3
138	в свете	1	3
139	есть и	1	3
140	на своем	1	3
141	одним из	2	2
142	также и	3	2
143	связана с	3	2
144	писателей и	1	2
145	и насилия	1	2
146	нему все	1	2
147	своего духа	1	2
148	проникает в	1	2
149	к чему	1	2
150	который был	1	2
151	в виду	3	2
152	литературы и	2	2
153	по отношению	1	2
154	себе и	2	2
155	относится к	5	2
156	в истории	6	2
157	в центре	1	2
158	как в	1	2
159	все же	7	2
160	и как	1	2
161	и к	4	2
162	от этого	1	2
163	и у	1	2
164	он в	1	2
165	все эти	7	2
166	бы не	1	2
167	с их	6	2
168	только один	1	2
169	если бы	1	2
170	было с	1	2
171	к миру	1	2
172	с ней	1	2
173	людей и	1	2
174	и свободу	1	2
175	входит в	1	2
176	на протяжении	7	2
177	чем в	1	2
178	место в	3	2
179	оказывается что	1	2
180	сих пор	4	2
181	природу и	2	2
182	любовь к	1	2
183	на земле	3	2
184	в то	6	2
185	к этим	3	2
186	того чтобы	2	2
187	его понимания	1	2
188	есть только	1	2
189	могут быть	2	2
190	всего в	1	2
191	в наше	1	2
192	должен быть	1	2
193	смысле в	1	2
194	он мог	1	2
195	и от	1	2
196	необходимости и	1	2
197	человеческого сознания	1	2
198	и когда	1	2
199	еще в	2	2
200	по сравнению	2	2
201	с ним	4	2
202	о нем	1	2
203	о своей	1	2
204	о том	3	2
205	и во	4	2
206	и те	1	2
207	и она	1	2
208	о своих	1	2
209	мы видим	1	2
210	свобода была	1	2
211	начало в	1	2
212	жизни и	7	2
213	так называемый	1	2
214	свою свободу	1	2
215	никто не	2	2
216	привела к	1	2
217	была еще	2	2
218	отношению к	1	2
219	даже и	2	2
220	для того	1	2
221	до сих	4	2
222	мы еще	2	2
223	связано с	2	2
224	на этот	1	2
225	долгое время	1	2
226	о чем	3	2
227	от мира	1	2
228	он и	1	2
229	по своему	1	2
230	совсем особый	1	2
231	человека то	1	2
232	как бы	11	2
233	его творчество	1	2
234	в начале	5	2
235	его образ	1	2
236	о мире	7	2
237	в более	1	2
238	и для	1	2
239	не существует	1	2
240	его творчества	3	2
241	была связана	2	2
242	всего что	2	2
243	бы в	1	2
244	конце концов	1	2
245	над человеческой	1	2
246	жизни в	3	2
247	в свою	1	2
248	сказать что	6	2
249	свободой и	1	2
250	эти слова	1	2
251	к этому	1	2
252	все что	2	2
253	свободу духа	1	1
254	и то	1	1
255	выражения в	1	1
256	на самом	2	1
257	сил и	1	1
258	был врагом	1	1
259	и до	4	1
260	был и	3	1
261	с темой	1	1
262	из всех	1	1
263	характер его	1	1
264	мы имеем	1	1
265	особенность его	1	1
266	не во	2	1
267	но она	1	1
268	в деле	1	1
269	не вполне	1	1
270	я не	1	1
271	есть совершенно	1	1
272	начало и	1	1
273	меньше чем	2	1
274	еще не	2	1
275	в покое	1	1
276	художественном творчестве	1	1
277	что люди	2	1
278	во всех	6	1
279	самом деле	1	1
280	тех же	2	1
281	и действительно	1	1
282	иногда и	1	1
283	он пишет	3	1
284	и речи	1	1
285	что они	2	1
286	что во	1	1
287	в одной	1	1
288	как к	2	1
289	средневекового человека	2	1
290	один только	1	1
291	это был	2	1
292	оторваться от	1	1
293	в противоположность	2	1
294	в смысл	1	1
295	эта свобода	1	1
296	со своей	1	1
297	средство для	1	1
298	есть для	2	1
299	жизни так	1	1
300	сущности и	1	1
301	роль в	5	1
