N	2gram	Tiupa_Anal_2	Formalny
1	и в	16	38
2	в этом	18	27
3	т е	2	26
4	может быть	6	23
5	и его	4	21
6	таким образом	2	20
7	и не	12	20
8	в самом	6	16
9	не в	4	15
10	прежде всего	3	15
11	и т	1	14
12	не может	4	14
13	в нем	1	13
14	связи с	1	13
15	но и	12	13
16	в пределах	9	12
17	языка и	2	12
18	в поэзии	2	12
19	с его	1	11
20	в том	12	11
21	вовсе не	2	11
22	в его	2	10
23	в связи	1	10
24	не только	16	9
25	при этом	10	9
26	как и	14	9
27	языка в	1	9
28	самом деле	1	8
29	отнюдь не	8	8
30	точки зрения	4	8
31	так и	15	8
32	что и	3	8
33	тем что	3	8
34	в первом	1	7
35	как мы	3	7
36	лишь в	9	7
37	по себе	2	7
38	для него	4	7
39	в своей	2	7
40	с точки	2	7
41	уже не	4	7
42	этом отношении	3	7
43	по существу	2	7
44	слова и	1	7
45	что в	2	7
46	художественного произведения	2	6
47	и ее	1	6
48	все эти	1	6
49	в этой	9	6
50	то же	4	6
51	было бы	3	6
52	он не	2	6
53	в их	3	6
54	могут быть	10	6
55	только в	4	6
56	то что	7	6
57	вместе с	2	6
58	а не	10	6
59	как раз	4	6
60	в результате	3	6
61	хотя бы	1	6
62	а в	3	6
63	по преимуществу	4	5
64	говорить о	6	5
65	во всех	4	5
66	в общем	2	5
67	в то	2	5
68	же время	2	5
69	ни о	3	5
70	если бы	3	5
71	сводится к	3	5
72	и речи	1	5
73	именно в	3	5
74	что же	1	5
75	более того	1	5
76	и для	2	5
77	бы в	3	5
78	еще более	2	5
79	или иного	3	5
80	здесь и	1	4
81	в сущности	4	4
82	в сторону	5	4
83	независимо от	1	4
84	как в	4	4
85	и наконец	1	4
86	и к	5	4
87	не следует	2	4
88	в статье	1	4
89	не как	1	4
90	его от	3	4
91	входит в	1	4
92	не столько	3	4
93	раз и	1	4
94	как о	3	4
95	ничего не	9	4
96	к тому	7	4
97	того или	3	4
98	но в	6	4
99	из них	3	4
100	так как	1	4
101	не о	2	4
102	и даже	9	4
103	другой стороны	2	4
104	на фоне	3	4
105	как бы	10	4
106	известной степени	1	4
107	совершенно не	1	4
108	к этому	2	4
109	и сюжет	1	3
110	тем же	1	3
111	и до	2	3
112	а как	2	3
113	между этими	1	3
114	поэтического слова	1	3
115	и на	6	3
116	в сюжете	1	3
117	однако не	1	3
118	хотя и	4	3
119	и как	1	3
120	не приходится	1	3
121	в целом	8	3
122	из этих	1	3
123	но ведь	1	3
124	роль в	2	3
125	только на	3	3
126	так сказать	1	3
127	время и	1	3
128	всех этих	1	3
129	значительной степени	2	3
130	его в	2	3
131	это было	2	3
132	в ином	1	3
133	литературного произведения	16	3
134	он и	2	3
135	такой же	1	3
136	к действительному	1	3
137	к предмету	2	3
138	место в	3	3
139	до известной	1	3
140	только и	1	3
141	произведения а	1	3
142	не является	1	3
143	не есть	2	3
144	отвлечься от	1	3
145	особенно в	7	3
146	и здесь	1	3
147	одного из	3	3
148	в значительной	2	3
149	к нему	1	3
150	того что	2	3
151	в какой	1	3
152	то и	1	3
153	и их	2	3
154	слова в	1	3
155	каждый из	1	3
156	с другой	6	3
157	а о	1	3
158	речи и	2	3
159	это приводит	1	3
160	том смысле	1	3
161	все это	4	3
162	сюжета и	3	3
163	или в	3	3
164	и все	3	3
165	была бы	2	3
166	в такой	1	2
167	и то	3	2
168	идет о	1	2
169	между двумя	4	2
170	к другому	1	2
171	едва ли	3	2
172	его не	1	2
173	совпадает с	4	2
174	они были	1	2
175	он был	2	2
176	в последних	1	2
177	столь же	4	2
178	произведения его	1	2
179	совсем не	1	2
180	но не	4	2
181	очевидно что	1	2
182	отличие от	2	2
183	ни одна	1	2
184	в художественном	1	2
185	все остальные	1	2
186	перед нами	1	2
187	со своей	1	2
188	в которой	1	2
189	уже в	1	2
190	он в	4	2
191	борьбы с	3	2
192	в понимании	1	2
193	состоит в	8	2
194	не к	1	2
195	и более	1	2
196	и по	1	2
197	на этом	4	2
198	без исключения	1	2
199	для нее	2	2
200	и тем	4	2
201	ни в	1	2
202	от него	1	2
203	место и	1	2
204	том что	12	2
205	в этих	2	2
206	не так	4	2
207	во второй	4	2
208	что о	1	2
209	в отличие	2	2
210	произведения в	5	2
211	даже в	2	2
212	тому что	1	2
213	она не	2	2
214	тем самым	4	2
215	с теми	1	2
216	и другое	1	2
217	не имеет	2	2
218	для всего	1	2
219	никогда не	3	2
220	на котором	2	2
221	не учитывать	1	2
222	слова как	1	2
223	этих двух	1	2
224	как она	1	2
225	всего в	2	2
226	что на	3	2
227	если же	1	2
228	и о	1	2
229	значения и	1	2
230	в ее	1	2
231	приводит к	3	2
232	времени и	1	2
233	было в	1	2
234	с ним	2	2
235	в виду	1	2
236	произведения как	2	2
237	в применении	1	2
238	борьба с	3	2
239	между тем	2	2
240	же является	2	2
241	это не	1	2
242	этом смысле	2	2
243	один из	2	2
244	с ними	3	2
245	этот вопрос	1	2
246	потому что	1	2
247	в качестве	11	2
248	же и	1	2
