N	2gram	Tiupa_Narr_1	Problema
1	и в	11	44
2	и не	23	35
3	то есть	9	34
4	может быть	15	28
5	по себе	4	25
6	потому что	5	25
7	не просто	1	23
8	то что	9	23
9	в том	8	21
10	только в	12	19
11	а не	13	18
12	в этом	12	17
13	также и	3	16
14	для нас	1	16
15	сказать что	2	16
16	и то	3	14
17	не только	31	14
18	и даже	2	14
19	и т	1	13
20	то же	8	13
21	т д	1	13
22	не в	6	13
23	но в	7	12
24	том что	7	12
25	той или	5	12
26	не является	3	11
27	отнюдь не	2	10
28	так и	5	10
29	как и	13	10
30	тем не	3	10
31	не менее	3	10
32	у нас	3	10
33	в виду	1	10
34	но и	27	10
35	не имеет	2	9
36	в нем	4	9
37	и с	3	9
38	это не	3	9
39	и тем	4	9
40	в то	4	9
41	никак не	2	9
42	в его	6	9
43	что и	1	9
44	что он	3	9
45	так как	1	9
46	в данном	11	9
47	как бы	6	9
48	же самое	2	9
49	таким образом	1	9
50	и от	2	9
51	во всяком	2	9
52	перед нами	5	8
53	в себе	6	8
54	он не	3	8
55	но это	1	8
56	и вообще	1	8
57	как раз	6	8
58	связи с	2	8
59	как мы	2	8
60	здесь не	2	8
61	того что	4	8
62	или иной	4	8
63	а именно	1	8
64	художественное произведение	1	8
65	что мы	2	8
66	что в	3	8
67	это и	1	7
68	мы не	3	7
69	в связи	2	7
70	на самом	1	7
71	указывает на	1	7
72	данном случае	8	7
73	с ним	2	7
74	с другой	2	7
75	уже не	8	7
76	еще и	1	7
77	не может	8	7
78	и потому	1	7
79	сам по	1	6
80	в целом	3	6
81	все же	4	6
82	и к	1	6
83	о том	4	6
84	то ни	1	6
85	ясно что	1	6
86	никогда не	4	6
87	для этого	1	6
88	можно сказать	5	6
89	и только	2	6
90	всяком случае	2	6
91	сами по	2	6
92	мы можем	2	6
93	такого рода	10	6
94	жизни и	6	6
95	и есть	1	5
96	едва ли	3	5
97	еще не	4	5
98	а только	1	5
99	значение и	1	5
100	в своем	3	5
101	хотя и	4	5
102	в нашем	3	5
103	тоже не	1	5
104	с тем	1	5
105	и сам	1	5
106	точки зрения	5	5
107	в своей	5	5
108	тем самым	5	5
109	и его	10	5
110	и о	3	5
111	которое мы	1	5
112	в ней	4	5
113	и здесь	1	5
114	крайней мере	1	5
115	с той	1	5
116	только на	2	5
117	то и	1	5
118	или даже	1	5
119	в конце	2	5
120	не было	3	5
121	по крайней	1	5
122	так же	1	5
123	как в	4	5
124	да и	2	5
125	все это	1	5
126	собственно говоря	1	5
127	а в	13	5
128	другой стороны	2	5
129	в таком	2	5
130	мы уже	1	4
131	что иное	1	4
