N	2gram	Trubetskoy_1	Problema
1	то есть	4	46
2	в его	5	43
3	и не	8	42
4	и в	26	38
5	и проч	2	28
6	не может	4	27
7	может быть	10	26
8	как бы	12	22
9	по отношению	1	21
10	отношению к	3	19
11	и с	10	17
12	и его	1	16
13	в этом	15	15
14	в нем	4	15
15	только в	4	13
16	прежде всего	2	13
17	но не	8	12
18	во всех	2	11
19	в области	9	11
20	ни в	1	11
21	и для	5	11
22	отношение к	5	10
23	таким образом	22	10
24	в их	1	10
25	художественном творчестве	1	10
26	к нему	7	10
27	не только	10	9
28	не имеет	5	9
29	его в	1	9
30	но и	9	9
31	и как	3	8
32	входит в	1	8
33	было бы	1	8
34	точки зрения	13	8
35	место в	1	8
36	в том	11	8
37	то что	7	8
38	еще не	2	7
39	в самом	4	7
40	как и	1	7
41	не в	2	7
42	с другой	8	7
43	между тем	2	7
44	с помощью	1	7
45	совершенно не	1	7
46	в своей	1	7
47	что в	9	7
48	отношения к	1	6
49	самом деле	1	6
50	там где	1	6
51	и наконец	2	6
52	не к	2	6
53	не всегда	2	6
54	с точки	6	6
55	не есть	1	6
56	можно только	2	6
57	ничего не	1	6
58	дело с	1	6
59	мы можем	2	6
60	все же	6	6
61	а в	4	6
62	только как	1	6
63	себя как	1	5
64	отличие от	1	5
65	в своем	3	5
66	все эти	6	5
67	при этом	3	5
68	то же	4	5
69	в музыке	1	5
70	это не	1	5
71	в них	2	5
72	далеко не	4	5
73	в отличие	1	5
74	так и	6	5
75	и о	3	5
76	никогда не	5	5
77	с ним	1	5
78	и прежде	1	5
79	конечно не	2	5
80	а не	5	5
81	могут быть	1	5
82	должно быть	1	5
83	все они	1	5
84	в виду	2	4
85	в ней	1	4
86	относится к	2	4
87	как в	1	4
88	но в	7	4
89	в нашем	1	4
90	в себе	6	4
91	перестает быть	2	4
92	в данном	1	4
93	не менее	3	4
94	но они	1	4
95	в то	4	4
96	чтобы стать	1	4
97	известной степени	1	4
98	должны быть	1	4
99	здесь не	1	4
100	в ее	1	4
101	данном случае	1	4
102	не с	2	4
103	о том	6	4
104	с ними	1	4
105	всех его	1	4
106	в других	3	4
107	и только	4	4
108	к которому	2	4
109	и потому	6	4
110	хотя бы	3	4
111	может и	1	4
112	сказать что	2	4
113	другой стороны	1	4
114	на них	1	3
115	бы то	2	3
116	сказать и	1	3
117	связи и	1	3
118	помнить что	1	3
119	кроме того	1	3
120	и к	5	3
121	вследствие этого	1	3
122	он не	4	3
123	творца и	2	3
124	то ни	2	3
125	в мире	5	3
126	а как	1	3
127	с другими	4	3
128	в слове	1	3
