N	3gram	Losev_Prob_4	Komedia
1	до сих пор	1	9
2	в том что	8	9
3	для того чтобы	2	6
4	в свою очередь	1	6
5	в то же	2	4
6	о том что	3	4
7	с самого начала	1	4
8	к тому же	2	4
9	если бы он	1	3
10	о том как	1	3
11	с точки зрения	11	3
12	и т п	1	3
13	вместе с тем	3	3
14	здесь нет и	1	3
15	в связи с	3	3
16	во всяком случае	4	3
17	с одной стороны	1	3
18	тем не менее	10	3
19	то же самое	6	3
20	хотя и не	2	2
21	само собой разумеется	1	2
22	в какой мере	4	2
23	по сравнению с	1	2
24	что он не	1	2
25	бы то ни	1	2
26	то время как	2	2
27	то ни было	1	2
28	в конце концов	1	2
29	с другой стороны	6	2
30	в то время	2	2
31	но все же	1	2
32	именно потому что	1	2
33	потому что он	2	1
34	но едва ли	1	1
35	в силу этого	1	1
36	себя самого во	1	1
37	сам он не	1	1
38	у меня в	2	1
39	об этом свидетельствует	1	1
40	более или менее	2	1
41	равно как и	1	1
42	имеем в виду	3	1
43	не говоря уже	2	1
44	в том числе	1	1
45	приходит к мысли	1	1
46	как и те	1	1
47	не отличаются от	1	1
48	говоря уже о	1	1
49	и в то	1	1
50	в зависимости от	3	1
51	в первую очередь	1	1
52	отнюдь не является	1	1
53	за то что	1	1
54	и не может	1	1
55	на то что	1	1
56	не о чем	1	1
57	с этой точки	1	1
58	по крайней мере	6	1
59	и в частности	2	1
60	того чтобы не	1	1
61	даже если бы	1	1
62	отдать себе отчет	1	1
63	к ней и	1	1
64	в настоящее время	1	1
65	в том чтобы	2	1
66	по самой своей	1	1
67	едва ли кто-нибудь	2	1
68	себе отчет в	2	1
69	который в свою	1	1
70	почти во всех	1	1
71	имеет ничего общего	2	1
72	здесь не только	1	1
73	таким образом каждая	1	1
74	этой точки зрения	1	1
75	нет ни одного	1	1
76	а то что	2	1
77	там и здесь	1	1
78	только на то	1	1
79	так и в	1	1
80	ничего общего с	2	1
81	и тем более	2	1
82	вопрос о том	1	1
83	в основе своей	1	1
84	в отношении других	1	1
85	не менее в	1	1
86	мы имеем в	1	1
87	самой своей природе	1	1
88	по этому поводу	1	1
89	к тому что	1	1
90	вовсе не является	2	1
91	но если бы	2	1
92	не имеет ничего	2	1
93	том числе и	1	1
94	и т д	3	1
