N	3gram	Bakhtin_fo_1	EvropaiE
1	с точки зрения	2	16
2	в то же	6	15
3	то же время	9	14
4	и в то	5	8
5	с одной стороны	2	8
6	одной стороны и	2	6
7	в том что	2	6
8	так же как	2	5
9	для того чтобы	5	5
10	не только в	2	4
11	и в этом	1	4
12	той или иной	2	4
13	в той или	1	3
14	же как и	2	3
15	в этом отношении	3	3
16	друг с другом	1	3
17	во всяком случае	1	3
18	и прежде всего	2	3
19	или хотя бы	1	2
20	же мало как	1	2
21	прежде всего в	1	2
22	мало как и	1	2
23	и в частности	2	2
24	в данном случае	1	2
25	но в то	1	2
26	по сравнению с	2	2
27	так и в	1	2
28	не может быть	3	2
29	и все другие	2	2
30	в свою очередь	1	2
31	так же мало	1	2
32	в каком же	2	1
33	и того же	5	1
34	в этом мире	2	1
35	дело в том	2	1
36	в тех случаях	1	1
37	также и в	2	1
38	в соответствии с	2	1
39	наше внимание на	1	1
40	в том же	1	1
41	то есть к	1	1
42	и не только	2	1
43	в отличие от	2	1
44	но и в	2	1
45	тех случаях когда	1	1
46	с тем что	1	1
47	том числе и	2	1
48	и для того	1	1
49	и человеческой жизни	1	1
50	или иной степени	1	1
51	мы говорили в	1	1
52	в значительной мере	1	1
53	может быть и	2	1
54	но в процессе	1	1
55	смысле этого слова	1	1
56	в значительной степени	1	1
57	а также и	2	1
58	не могут быть	1	1
59	во всех этих	1	1
60	то время как	2	1
61	что в таком	2	1
62	в течение которого	1	1
63	в связи с	5	1
64	друг к другу	2	1
65	о которых мы	1	1
66	в стороне от	1	1
67	качестве одной из	1	1
68	в то время	3	1
69	начале xx века	1	1
70	говорили в предыдущем	1	1
71	та или иная	1	1
72	связи с этим	2	1
73	то есть в	1	1
74	на берегу моря	1	1
75	в качестве одной	1	1
76	но в отношении	1	1
77	одного и того	5	1
78	и ту же	1	1
79	в том числе	4	1
80	так и по	1	1
81	одну и ту	1	1
82	в себе не	1	1
83	к тому же	2	1
