N	3gram	Bakhtin_fo_1	Istorich
1	во всех этих	1	6
2	не только в	2	5
3	о том что	1	5
4	так же как	2	4
5	с одной стороны	2	4
6	в тех случаях	1	4
7	мы имеем в	1	4
8	в том что	2	4
9	мы уже знаем	1	3
10	отца к сыну	1	3
11	не может быть	3	3
12	в данном случае	1	3
13	от отца к	1	3
14	тех случаях когда	1	3
15	то время как	2	2
16	и в других	4	2
17	но и в	2	2
18	до сих пор	3	2
19	так как он	1	2
20	так и в	1	2
21	в этом и	1	2
22	в то время	3	2
23	но все же	2	2
24	как и в	2	2
25	тем и наиболее	1	1
26	на том что	1	1
27	с точки зрения	2	1
28	по отношению к	3	1
29	и может быть	1	1
30	в самом деле	1	1
31	и в особенности	2	1
32	здесь прежде всего	1	1
33	дело не только	1	1
34	в этом случае	1	1
35	же как и	2	1
36	во всех видах	1	1
37	в зависимости от	1	1
38	в другом месте	1	1
39	сама по себе	1	1
40	не входит в	1	1
41	как мы увидим	1	1
42	но все это	1	1
43	но он не	1	1
44	и т п	8	1
45	совершенно так же	1	1
46	как мы уже	8	1
47	в нужный момент	1	1
48	как если бы	2	1
49	у него нет	1	1
50	говорит о том	1	1
51	вместе с тем	2	1
52	известно нам по	1	1
53	вплоть до наших	1	1
54	в самом начале	1	1
55	в народных сказках	1	1
56	в особенности во	1	1
57	что во всех	1	1
58	в первый раз	1	1
59	и в иных	1	1
60	друг на друга	2	1
61	в связи с	5	1
62	то же значение	1	1
63	этого мотива но	1	1
64	это не простая	1	1
65	в них не	1	1
66	до наших дней	1	1
67	то новое что	1	1
68	надо сказать что	1	1
69	но дело не	1	1
70	но и на	1	1
71	свое существование в	1	1
72	одна из форм	1	1
73	не только на	1	1
74	но все эти	2	1
75	потому что этого	1	1
76	с тем и	1	1
77	и вступает в	1	1
78	один из самых	1	1
79	таким образом и	1	1
80	по этому вопросу	1	1
81	все это не	1	1
82	для нас не	1	1
