N	3gram	Vygotskiy__4	DiskursI
1	в том что	12	13
2	по отношению к	1	9
3	с одной стороны	3	9
4	о том что	10	5
5	то же время	1	4
6	к тому же	2	4
7	быть определена как	1	3
8	а с другой	1	3
9	не может быть	1	3
10	в свою очередь	1	3
11	с другой стороны	2	3
12	в то же	1	3
13	что не имея	1	2
14	а не в	1	2
15	подобно тому как	1	2
16	то же самое	6	2
17	сами по себе	3	2
18	а не только	1	2
19	в том чтобы	3	2
20	не только в	1	2
21	может быть определена	1	2
22	то есть в	1	2
23	можно сказать что	1	2
24	и может быть	4	1
25	мы можем обозначить	1	1
26	мысли о том	1	1
27	дело в том	1	1
28	нельзя как нельзя	1	1
29	последовательности в какой	1	1
30	на самом деле	5	1
31	также и в	1	1
32	в этом смысле	1	1
33	при этом как	1	1
34	внимание на то	2	1
35	о том как	2	1
36	именно в том	2	1
37	с точки зрения	4	1
38	но далеко не	1	1
39	до сих пор	3	1
40	и не может	1	1
41	и в то	1	1
42	сам по себе	2	1
43	что он не	4	1
44	только то что	1	1
45	из того что	1	1
46	в таком случае	1	1
47	том или ином	1	1
48	и что это	1	1
49	вместе с тем	2	1
50	при таком взгляде	1	1
51	уже одно это	1	1
52	во всех этих	2	1
53	в евгении онегине	1	1
54	несет в себе	3	1
55	том что он	3	1
56	во всяком случае	3	1
57	для правильного понимания	1	1
58	в целом ряде	1	1
59	так например в	1	1
60	в нем нет	2	1
61	одной стороны он	1	1
62	это и есть	3	1
63	как и всякий	1	1
64	в истории литературы	1	1
65	с самого начала	5	1
66	в конечном счете	1	1
67	когда указывает на	1	1
68	заключается в том	3	1
69	речь идет о	2	1
70	несмотря на все	1	1
71	уже в конце	1	1
72	или во всяком	1	1
73	на то что	6	1
74	она отличается от	1	1
75	в том и	1	1
76	том что на	1	1
77	может быть в	1	1
78	в том или	1	1
79	иначе говоря мы	1	1
