N	3gram	Tiupa_Anal_2	Hudozhes
1	о том что	6	9
2	то же время	2	8
3	по отношению к	4	8
4	в то же	2	8
5	в том что	6	6
6	в самом деле	1	4
7	можно было бы	2	4
8	в этой связи	1	4
9	к тому что	1	4
10	с точки зрения	2	3
11	в этом отношении	3	3
12	героя и читателя	1	3
13	в связи с	1	3
14	и в самом	2	3
15	и читателя в	1	3
16	тем не менее	3	3
17	как и в	3	3
18	автора героя и	1	2
19	того или иного	3	2
20	при встрече с	1	2
21	в первую очередь	1	2
22	то и другое	1	2
23	в равной мере	1	2
24	не только в	2	2
25	если говорить о	2	2
26	в значительной степени	2	2
27	так или иначе	1	2
28	не может быть	1	2
29	в конечном счете	2	2
30	речь идет о	1	2
31	на то что	2	2
32	во второй половине	1	2
33	на наш взгляд	1	2
34	а между тем	1	1
35	одних и тех	1	1
36	качестве некоторого я	1	1
37	что она не	1	1
38	и всей первой	1	1
39	обнаруживает себя в	2	1
40	как уже говорилось	2	1
41	оказывается не столько	1	1
42	бы можно было	1	1
43	состоит в том	4	1
44	который не следует	1	1
45	факторов художественного впечатления	6	1
46	прежде всего в	1	1
47	в этом смысле	2	1
48	то же самое	1	1
49	таит в себе	1	1
50	и в этом	4	1
51	а тем более	1	1
52	самом деле не	1	1
53	в таком случае	2	1
54	до известной степени	1	1
55	сами по себе	1	1
56	в качестве субъектов	1	1
57	более или менее	1	1
58	вступает в противоречие	1	1
59	композиции речевого строя	1	1
60	было бы определить	1	1
61	в отличие от	2	1
62	мы узнаем из	1	1
63	все той же	2	1
64	себя за голову	1	1
65	тогда как его	1	1
66	несмотря на то	1	1
67	с этой точки	1	1
68	и тех же	1	1
69	уже говорилось о	1	1
70	пласт художественной реальности	1	1
71	тогда как в	2	1
72	не хотелось бы	1	1
73	как правило не	2	1
74	в литературном произведении	1	1
75	содержит в себе	3	1
76	человеческого я в	1	1
77	в противоречие с	1	1
78	еще ничего не	1	1
79	мы узнаем о	1	1
80	в своей эстетической	1	1
81	автора и читателя	1	1
82	не только для	1	1
83	приводит к тому	1	1
84	это своего рода	1	1
85	только в рамках	1	1
86	напомним кстати что	1	1
87	художественного целого в	2	1
88	не только на	1	1
89	в пределах текста	2	1
90	в свое время	1	1
91	и содержит в	1	1
92	а в том	1	1
93	в данном случае	5	1
94	в качестве некоторого	2	1
95	в свою очередь	1	1
96	остается один и	1	1
97	этой точки зрения	1	1
98	но и для	1	1
99	не только не	2	1
100	времени и пространстве	1	1
101	во времени и	1	1
102	диалог согласия между	1	1
103	в том смысле	1	1
104	мы привыкли понимать	1	1
105	с одной стороны	4	1
106	все это делает	1	1
107	друг с другом	1	1
108	в ответ на	2	1
109	почти то же	1	1
110	человека в мире	1	1
111	между я и	1	1
112	в немалой степени	1	1
