N	4gram	Potebnia_M_1	Problema
1	дело в том что	2	3
2	указывает на то что	1	3
3	одного и того же	2	2
4	д и т д	1	2
5	не что иное как	2	2
6	или по крайней мере	1	1
7	что бы то ни	1	1
8	еще и потому что	1	1
9	тем не менее он	1	1
10	для того чтобы она	1	1
11	тем не менее если	1	1
12	тем что в нем	1	1
13	не только потому что	1	1
14	во что бы то	1	1
15	заключается в том что	1	1
16	и в этом отношении	1	1
17	и в том и	1	1
18	между внешним и внутренним	1	1
19	бы то ни стало	1	1
20	в том что все	1	1
21	не говоря уже о	1	1
22	ни для кого не	1	1
