N	2gram	Bakhtin_Pr_4	Tvorches
1	у достоевского	16	28
2	и в	46	21
3	как бы	19	17
4	романах достоевского	7	15
5	в то	5	15
6	то же	6	13
7	из подполья	1	13
8	в его	9	13
9	в романах	5	13
10	достоевского в	8	12
11	то есть	40	12
12	как и	12	12
13	же время	5	12
14	что в	4	12
15	с его	5	11
16	том что	4	11
17	все это	6	10
18	в романе	6	10
19	как в	4	8
20	он не	4	8
21	достоевского с	1	8
22	то что	4	8
23	и на	11	7
24	но в	6	7
25	что достоевский	1	7
26	не только	14	7
27	при этом	5	7
28	тем самым	1	7
29	во многом	1	7
30	у него	5	7
31	и не	27	7
32	в том	9	7
33	в свою	1	7
34	в этом	16	6
35	достоевского не	1	6
36	в преступлении	2	6
37	человека в	1	6
38	в котором	5	6
39	не менее	2	6
40	и его	6	6
41	он сам	2	6
42	о том	5	6
43	и все	9	6
44	что он	6	6
45	для него	2	6
46	а в	2	6
47	жизни в	1	6
48	преступления и	3	5
49	все же	4	5
50	в этой	3	5
51	таким образом	4	5
52	и наказания	3	5
53	вовсе не	9	5
54	в бедных	3	5
55	в своих	1	5
56	в повести	3	5
57	потому что	4	5
58	как будто	1	5
59	только в	6	5
60	творчестве достоевского	2	5
61	может быть	23	5
62	а не	11	5
63	бедных людях	3	5
64	но это	6	5
65	хотя бы	2	5
66	человека и	3	4
67	из всех	1	4
68	романе идиот	1	4
69	в своем	3	4
70	и как	2	4
71	та же	1	4
72	в целом	1	4
73	самим собой	2	4
74	это не	5	4
75	в своей	3	4
76	мысли и	2	4
77	своего рода	4	4
78	творчества достоевского	2	4
79	в мире	3	4
80	времени и	2	4
81	поэтики достоевского	1	4
82	для достоевского	2	4
83	преступлении и	2	4
84	достоевского это	2	4
85	прежде всего	9	4
86	не может	19	4
87	один из	1	4
88	с большой	1	4
89	одним из	3	4
90	и наказании	2	4
91	я и	1	3
92	ту же	2	3
93	рассматривать в	1	3
94	на самом	1	3
95	той же	3	3
96	не был	1	3
97	время в	1	3
98	что я	6	3
99	больших романах	1	3
100	со всеми	1	3
101	человеческих отношений	1	3
102	творчество достоевского	2	3
103	хотя и	6	3
104	героев достоевского	3	3
105	в самом	9	3
106	сливается с	1	3
107	в нем	17	3
108	первой части	1	3
109	на его	1	3
110	и по	2	3
111	в каждом	6	3
112	что все	1	3
113	и с	7	3
114	и других	4	3
