N	3gram	Bakhtin_fo_1	Hudozhes
1	по отношению к	3	10
2	в отличие от	2	7
3	то же время	9	6
4	в то же	6	6
5	той или иной	2	5
6	в том что	2	5
7	и того же	5	3
8	с точки зрения	2	3
9	ни в мире	1	3
10	одно и то	3	3
11	одного и того	5	3
12	и то же	3	3
13	в этом мире	2	2
14	в той или	1	2
15	в данный момент	1	2
16	и не могло	1	2
17	и в то	5	2
18	но он не	1	2
19	до известной степени	1	2
20	в значительной степени	1	2
21	не могло быть	3	2
22	с одной стороны	2	2
23	в свою очередь	1	2
24	для того чтобы	5	2
25	том числе и	2	2
26	в том числе	4	2
27	и прежде всего	2	2
28	сама по себе	1	2
29	автора и читателей	1	2
30	примет в осмысленном	1	1
31	и в сущности	2	1
32	по своей природе	1	1
33	раз в том	1	1
34	мы видим в	1	1
35	самим собою в	1	1
36	между собой в	1	1
37	в виду что	1	1
38	прежде всего в	1	1
39	друг другу и	1	1
40	имеем в виду	1	1
41	одно из проявлений	1	1
42	в этом случае	1	1
43	так и его	1	1
44	в осмысленном и	1	1
45	и временных примет	1	1
46	не было и	2	1
47	что он должен	1	1
48	в зависимости от	1	1
49	не входит в	1	1
50	в себе и	1	1
51	слияние пространственных и	1	1
52	с самим собою	3	1
53	и др в	2	1
54	он ни был	1	1
55	и конкретном целом	1	1
56	может быть и	2	1
57	как раз в	4	1
58	человека с самим	1	1
59	осмысленном и конкретном	1	1
60	в особенности в	1	1
61	и со всеми	1	1
62	в самом начале	1	1
63	в одном и	1	1
64	и т.д эта	1	1
65	таким образом и	1	1
66	и том же	1	1
67	в себя и	1	1
68	место в событии	1	1
69	все без исключения	1	1
70	не могут быть	1	1
71	но и прежде	1	1
72	и как бы	1	1
73	же время оно	1	1
74	на второй план	1	1
75	пространственных и временных	2	1
76	в связи с	5	1
77	та или иная	1	1
78	его то есть	1	1
79	имеет место слияние	1	1
80	место слияние пространственных	1	1
81	так же как	2	1
82	и в том	1	1
83	все то что	2	1
84	было и не	1	1
85	жизни то есть	2	1
86	в то время	3	1
87	внешних и внутренних	1	1
88	в основе его	1	1
89	события частной жизни	1	1
90	о том что	1	1
91	то есть в	1	1
92	никогда не бывает	1	1
93	и в самом	1	1
94	включает в себя	1	1
95	во времени и	1	1
96	себя только в	1	1
97	хронотопе имеет место	1	1
98	мы имеем в	1	1
99	одном и том	1	1
100	в соответствии с	2	1
101	не может быть	3	1
102	временных примет в	1	1
103	человека и его	7	1
104	как и в	2	1
105	к тому же	2	1
106	с самим собой	2	1
