N	3gram	Bakhtin_Pr_2	Hudozhes
1	по отношению к	5	10
2	в отличие от	4	7
3	то же время	5	6
4	в то же	5	6
5	более или менее	3	5
6	с другой стороны	3	5
7	той или иной	3	5
8	в том что	1	5
9	с точки зрения	8	3
10	одно и то	2	3
11	и то же	2	3
12	тем не менее	2	3
13	можно сказать что	1	3
14	в этом смысле	2	3
15	в этом мире	1	2
16	в той или	3	2
17	как бы не	1	2
18	в том и	1	2
19	в таком случае	1	2
20	в значительной степени	1	2
21	с одной стороны	1	2
22	в равной степени	1	2
23	так или иначе	1	2
24	том числе и	1	2
25	в том числе	1	2
26	сама по себе	4	2
27	я и мир	1	1
28	точки зрения и	1	1
29	иметь в виду	1	1
30	в виду что	1	1
31	прежде всего в	1	1
32	ивана карамазова в	1	1
33	в настоящее время	2	1
34	по своей структуре	1	1
35	принадлежащих к различным	1	1
36	что он не	1	1
37	не входит в	1	1
38	с ним как	1	1
39	бы то ни	1	1
40	речи и соответственно	1	1
41	в себе и	1	1
42	художественного творчества он	1	1
43	с самим собою	5	1
44	том или ином	1	1
45	человека с человеком	1	1
46	в романе достоевского	1	1
47	по крайней мере	1	1
48	может быть и	2	1
49	из уст в	1	1
50	но в таком	1	1
51	ибо и в	1	1
52	отношение между ними	1	1
53	и со всеми	1	1
54	незаметно для читателя	1	1
55	то ни было	1	1
56	по себе еще	2	1
57	таким образом и	1	1
58	отношению к нему	1	1
59	но в отличие	1	1
60	таком случае это	1	1
61	или иной форме	1	1
62	же время оно	1	1
63	в том или	2	1
64	это возможно в	1	1
65	в связи с	1	1
66	продолжением и развитием	1	1
67	чужой речи и	1	1
68	как бы в	4	1
69	и в том	1	1
70	уст в уста	1	1
71	здесь как бы	1	1
72	в то время	2	1
73	не была бы	1	1
74	о том что	1	1
75	этой точки зрения	1	1
76	никогда не бывает	1	1
77	к чужому слову	6	1
78	друг от друга	2	1
79	в этих случаях	2	1
80	больше и больше	1	1
81	в отношении к	2	1
82	он не только	1	1
83	том что он	2	1
84	не может быть	4	1
85	человека и его	2	1
86	как и в	3	1
87	к тому же	3	1
88	себе еще не	2	1
89	с самим собой	3	1
