N	2gram	Tiupa_Anal_2	Vladivir
1	и в	16	30
2	в этом	18	20
3	то что	7	20
4	у него	4	19
5	и не	12	18
6	в том	12	18
7	в конце	4	13
8	не только	16	12
9	том что	12	12
10	что в	2	12
11	как мы	3	11
12	в его	2	11
13	а в	3	11
14	сказать что	2	11
15	а также	7	10
16	и даже	9	10
17	было бы	3	9
18	не в	4	9
19	в то	2	9
20	не может	4	9
21	для него	4	9
22	потому что	1	9
23	в своем	4	8
24	но в	6	8
25	что же	1	8
26	не мог	3	8
27	связи с	1	8
28	но и	12	8
29	в связи	1	8
30	вместе с	2	8
31	то есть	9	7
32	ни в	1	7
33	точки зрения	4	7
34	никогда не	3	7
35	не менее	4	7
36	может быть	6	7
37	а не	10	7
38	как это	6	7
39	между прочим	1	7
40	для нас	1	7
41	и все	3	7
42	также и	1	6
43	он был	2	6
44	хотя и	4	6
45	и к	5	6
46	в себе	7	6
47	об этом	1	6
48	тем не	3	6
49	и его	4	6
50	у нас	1	6
51	только в	4	6
52	еще и	1	6
53	прежде всего	3	6
54	о чем	2	6
55	к этому	2	6
56	того же	4	5
57	и то	3	5
58	и я	2	5
59	все эти	1	5
60	при этом	10	5
61	как и	14	5
62	в своей	2	5
63	в котором	2	5
64	по себе	2	5
65	так как	1	5
66	для себя	1	5
67	так и	15	5
68	с ним	2	5
69	и что	1	5
70	того что	2	5
71	тот же	1	5
72	так что	3	5
73	как бы	10	5
74	в основном	1	5
75	о его	4	5
76	все это	4	5
77	в результате	3	5
78	из этого	1	5
79	с с	1	4
80	то же	4	4
81	той же	2	4
82	я не	1	4
83	и он	2	4
84	и на	6	4
85	что его	1	4
86	с его	1	4
87	совсем не	1	4
88	в которой	1	4
89	в целом	8	4
90	в этой	9	4
91	и если	3	4
92	на его	3	4
93	в нем	1	4
94	он не	2	4
95	содержит в	3	4
96	его в	2	4
97	это было	2	4
98	несмотря на	3	4
99	в этих	2	4
100	по крайней	3	4
101	мы должны	1	4
102	не есть	2	4
103	и о	1	4
104	можно сказать	4	4
105	с а	1	4
106	о том	7	4
107	вовсе не	2	4
108	крайней мере	3	4
109	со стороны	3	4
110	именно в	3	4
111	так же	2	4
112	с этой	1	4
113	но это	1	4
114	в начале	1	4
115	и наконец	1	4
116	на этот	2	4
117	ко всему	1	4
118	по поводу	3	4
119	отношения к	2	3
120	и больше	1	3
121	едва ли	3	3
122	именно к	1	3
123	быть в	1	3
124	во всех	4	3
125	но не	4	3
126	отличие от	2	3
127	как в	4	3
128	что касается	3	3
129	и как	1	3
130	более или	1	3
131	так или	1	3
132	из этих	1	3
133	поскольку в	1	3
134	всех этих	1	3
135	таким образом	2	3
136	те же	2	3
137	только одно	1	3
138	в них	1	3
139	или менее	1	3
140	в отношении	1	3
141	я его	2	3
142	в следующем	1	3
143	с точки	2	3
144	не столько	3	3
145	в отличие	2	3
146	что я	1	3
147	том же	1	3
148	вплоть до	1	3
149	только и	1	3
150	же время	2	3
151	он и	2	3
152	вот и	1	3
153	никак не	2	3
154	что и	3	3
155	уже не	4	3
156	я в	3	3
157	уже в	1	3
158	на этих	1	3
159	этот раз	1	3
160	он именует	1	3
161	или иначе	1	3
162	из трех	3	3
163	в данном	8	3
164	да и	1	3
165	по существу	2	3
166	и для	2	3
167	еще более	2	3
168	тем более	1	3
169	хотя бы	1	3
170	в свою	1	3
171	в таком	2	3
172	точно так	1	3
173	это в	1	3
174	и особенно	4	3
175	я и	3	2
176	и до	2	2
177	из его	2	2
178	мы уже	1	2
179	его не	1	2
180	на первом	1	2
181	не вполне	1	2
182	ему в	3	2
183	не был	3	2
184	в общем	2	2
185	себе и	1	2
186	разговора о	1	2
187	в самом	6	2
188	бы с	1	2
189	еще один	1	2
190	как он	1	2
191	на то	2	2
192	в статье	1	2
193	вера в	1	2
194	прочим и	1	2
195	и сам	3	2
196	и по	1	2
197	на этом	4	2
198	заключается в	1	2
199	это не	1	2
200	начала и	1	2
201	он же	2	2
202	этого не	1	2
203	которой он	1	2
204	говорится о	1	2
205	к а	3	2
206	еще в	2	2
207	нисколько не	1	2
208	и при	1	2
209	ли он	1	2
210	в их	3	2
211	то его	1	2
212	однако в	1	2
213	даже в	2	2
214	а вот	1	2
215	раз и	1	2
216	она не	2	2
217	некоторого рода	2	2
218	меня не	1	2
219	не имеет	2	2
220	на котором	2	2
221	тогда когда	1	2
222	того и	2	2
223	на меня	1	2
224	казалось бы	3	2
225	всего на	1	2
226	не о	2	2
227	уже и	2	2
228	как будто	3	2
229	а мы	1	2
230	всему этому	1	2
231	начиная с	1	2
232	к тому	7	2
233	будто бы	1	2
234	вероятно в	1	2
235	некоторой степени	1	2
236	в виду	1	2
237	свою очередь	1	2
238	данном случае	5	2
239	ничего не	9	2
240	со своей	1	2
241	о нем	1	2
242	нам представляется	1	2
243	второй половине	1	2
244	в чем	1	2
245	в сущности	4	2
246	и во	2	2
247	борьба с	3	2
248	к нему	1	2
249	и всего	1	2
250	себя в	2	2
251	а то	2	2
252	его и	1	2
253	ни с	2	2
254	до некоторой	1	2
255	и из	1	2
256	как у	1	2
257	здесь в	2	2
258	тут же	1	2
259	во второй	4	2
260	было для	1	2
261	если не	1	2
262	в частности	16	2
263	к его	2	2
264	и потому	1	2
265	только его	1	2
266	было написано	4	2
267	такого рода	2	2
268	взятое в	1	2
269	здравого смысла	2	2
270	можно было	3	2
271	в двух	2	2
272	собственно говоря	2	2
273	к этой	1	2
274	христианства и	1	2
275	же в	1	2
276	с ней	1	2
277	же и	1	2
278	также его	1	1
279	как известно	1	1
280	и т	1	1
281	этом она	1	1
282	в тех	1	1
283	и третий	1	1
284	тех же	1	1
285	так у	4	1
286	мере в	1	1
287	к мнению	1	1
288	отношений в	1	1
289	между двумя	4	1
290	отношения между	1	1
291	не имело	1	1
292	по преимуществу	4	1
293	смерть в	1	1
294	действительности и	1	1
295	жизни здесь	1	1
296	и за	3	1
297	по его	1	1
298	в несколько	1	1
299	именно здесь	1	1
300	есть не	1	1
301	из своих	2	1
302	не слишком	1	1
303	говорить о	6	1
304	что иное	1	1
305	в полной	1	1
306	но даже	1	1
307	о судьбе	1	1
308	и самого	1	1
309	иное как	1	1
310	самом деле	1	1
311	то он	1	1
312	не все	1	1
313	и небольшой	1	1
314	но без	1	1
315	как говорит	2	1
316	независимо от	1	1
317	так называемая	1	1
318	о жизни	2	1
319	этой стороны	1	1
320	когда он	1	1
321	как уже	3	1
322	его к	1	1
323	самом начале	3	1
324	знаю что	2	1
325	себе не	2	1
326	в противоположность	2	1
327	о самом	1	1
328	себе как	1	1
329	бы и	1	1
330	себя к	1	1
331	он в	4	1
332	в нашем	3	1
333	и действительное	1	1
334	фразы в	1	1
335	времени не	1	1
336	тому же	4	1
337	сказал я	1	1
338	если он	1	1
339	так сказать	1	1
340	теми же	2	1
341	что она	2	1
342	бы от	1	1
343	однако при	3	1
344	еще а	1	1
345	в первую	1	1
346	интерес представляет	1	1
347	свою собственную	1	1
348	к одному	1	1
349	не к	1	1
350	жизнью и	2	1
351	борьбу с	1	1
352	свое время	1	1
353	его от	3	1
354	никому не	1	1
355	его можно	1	1
356	прежде чем	1	1
357	так например	2	1
358	конца и	1	1
359	что все	2	1
360	остаться за	1	1
361	них не	2	1
362	тема здесь	1	1
363	лишь в	9	1
364	а как	2	1
365	первую очередь	1	1
366	в свое	1	1
367	например с	1	1
368	в жизни	1	1
369	душевных и	1	1
370	на которую	2	1
371	все равно	1	1
372	к которым	1	1
373	далеко не	1	1
374	лет жизни	1	1
375	но лишь	1	1
376	мы имеем	3	1
377	со своими	1	1
378	только бога	1	1
379	же самый	1	1
380	такой же	1	1
381	но я	1	1
382	с первых	1	1
383	не так	4	1
384	но если	1	1
385	от своего	2	1
386	а главное	1	1
387	взгляд на	1	1
388	в такой	1	1
389	это делает	1	1
390	место в	3	1
391	своего рода	12	1
392	но эта	2	1
393	которые в	1	1
394	если бы	3	1
395	далека от	1	1
396	что этот	1	1
397	могли быть	1	1
398	для нее	2	1
399	не любит	4	1
400	произведения как	2	1
401	подтверждается и	1	1
402	вообще но	1	1
403	что с	2	1
404	с теми	1	1
405	дело не	2	1
406	л и	2	1
407	со светом	1	1
408	возлагает на	1	1
409	и сама	1	1
410	на него	2	1
411	как о	3	1
412	но только	1	1
413	только не	4	1
414	каждый из	1	1
415	вся его	1	1
416	жизни не	1	1
417	этих двух	1	1
418	степени что	1	1
419	и является	4	1
420	в изложении	2	1
421	в сознании	4	1
422	было не	1	1
423	только с	1	1
424	которая по	1	1
425	у меня	1	1
426	и здесь	1	1
427	во все	1	1
428	с явным	1	1
429	ли не	2	1
430	должны быть	1	1
431	пребывание в	1	1
432	своей есть	1	1
433	это первая	1	1
434	отказаться от	1	1
435	характер и	1	1
436	только то	1	1
437	в себя	4	1
438	в произведении	2	1
439	но мы	1	1
440	слова а	1	1
441	с собой	1	1
442	времени и	1	1
443	особенно в	7	1
444	с самим	3	1
445	в споре	2	1
446	еще не	2	1
447	мне до	1	1
448	раз не	2	1
449	поэтому в	1	1
450	этом месте	1	1
451	сводится к	3	1
452	уже было	1	1
453	может не	1	1
454	на вопрос	1	1
455	разумеется в	1	1
456	все его	1	1
457	до известной	1	1
458	предстает в	1	1
459	а напротив	1	1
460	принадлежит с	1	1
461	в глазах	1	1
462	не знаю	2	1
463	таков например	1	1
464	в литературе	1	1
465	что здесь	1	1
466	когда сам	1	1
467	этот вопрос	1	1
468	дело с	1	1
469	что даже	1	1
470	в какой	1	1
471	неудивительно что	1	1
472	на несколько	1	1
473	и ее	1	1
474	не мешает	1	1
475	и тем	4	1
476	в качестве	11	1
477	человека с	1	1
478	для всех	2	1
479	тем временем	1	1
480	только на	3	1
481	больше не	1	1
482	речи в	2	1
483	бога а	1	1
484	не принимает	1	1
485	или даже	2	1
486	из них	3	1
487	и их	2	1
488	в одном	2	1
489	споре с	1	1
490	с этими	1	1
491	к ним	1	1
492	дело и	1	1
493	как раз	4	1
494	тем что	3	1
495	этом отношении	3	1
496	имеется еще	1	1
497	ты не	2	1
498	даже не	1	1
499	о своей	2	1
500	на ее	1	1
501	тот кто	2	1
502	миру и	1	1
503	обратиться к	1	1
504	его из	1	1
505	и возможны	1	1
506	то и	1	1
507	и стал	2	1
508	и мне	2	1
509	ниже в	1	1
510	было сказано	1	1
511	возвращаясь к	1	1
512	ни о	3	1
