N	3gram	Propp_Isto_2	Problema
1	о том что	2	14
2	тем не менее	1	12
3	в этом случае	5	7
4	так или иначе	1	6
5	и т д	18	6
6	того что такое	1	5
7	с одной стороны	3	5
8	в связи с	4	5
9	с другой стороны	2	5
10	до сих пор	6	4
11	на то что	2	4
12	в том что	5	4
13	что иное как	2	3
14	но и в	2	3
15	точно так же	6	3
16	не просто как	1	3
17	не может быть	2	3
18	есть не что	1	3
19	это значит что	1	3
20	не что иное	2	3
21	все на свете	1	3
22	здесь идет речь	1	2
23	и есть то	1	2
24	как только мы	1	2
25	то это значит	1	2
26	так же и	3	2
27	том что в	1	2
28	и той же	1	2
29	на самом деле	2	2
30	да и то	1	2
31	с самого начала	2	2
32	а может быть	1	2
33	можно было бы	3	2
34	но если мы	1	2
35	не только в	4	2
36	то что она	1	2
37	уже с самого	2	2
38	в себе в	1	2
39	одной и той	1	2
40	это и есть	1	2
41	связи с этим	1	2
42	не только не	1	2
43	подобно тому как	3	2
44	и прежде всего	1	2
45	друг от друга	1	2
46	по этому поводу	1	2
47	и здесь мы	1	2
48	в тот момент	2	1
49	и один из	1	1
50	она и есть	1	1
51	иметь в виду	2	1
52	на себя эту	1	1
53	в обратном порядке	1	1
54	является не только	1	1
55	о том как	1	1
56	несмотря на то	1	1
57	и не только	1	1
58	хотя оно и	1	1
59	в зависимости от	1	1
60	здесь то что	1	1
61	и только после	2	1
62	что она не	1	1
63	но это не	1	1
64	т д для	1	1
65	что и здесь	1	1
66	вместе с тем	5	1
67	не то что	1	1
68	казалось бы что	1	1
69	это может быть	1	1
70	что это за	2	1
71	так же как	4	1
72	в одно время	1	1
73	сих пор мы	2	1
74	и то же	1	1
75	как один из	1	1
76	и многое другое	1	1
77	нас пока не	1	1
78	и ничего не	2	1
79	в одном случае	2	1
80	но вместе с	1	1
81	тем что они	1	1
82	а на самом	1	1
83	потому что они	1	1
84	говорить о его	1	1
85	мы можем здесь	1	1
86	нечто что мы	1	1
87	мы не можем	1	1
88	тем самым и	1	1
89	а тем самым	1	1
90	мы здесь не	1	1
91	мы не будем	2	1
92	не только на	1	1
93	но все же	4	1
94	мы имеем в	5	1
95	в этих случаях	8	1
96	в другом случае	1	1
97	только в этом	1	1
98	нужно было бы	1	1
99	один из видов	1	1
100	и в его	1	1
101	говорят только о	1	1
102	здесь не будем	1	1
103	в отдельности и	1	1
104	может быть даже	1	1
