N	2gram	Voloshinov_1	Problema
1	и в	12	30
2	в своей	3	22
3	то есть	1	21
4	то что	5	18
5	не только	4	18
6	в этом	4	17
7	том что	5	17
8	таким образом	12	13
9	но и	3	13
10	в его	2	12
11	в том	6	12
12	и не	10	12
13	о том	3	12
14	у него	1	11
15	в своем	2	11
16	для нас	7	10
17	точки зрения	14	10
18	в виде	1	10
19	все же	4	9
20	и все	2	9
21	и вообще	3	9
22	сказать что	7	9
23	только в	6	9
24	но в	5	9
25	вовсе не	1	8
26	художественного творчества	3	8
27	хотя и	1	8
28	с точки	2	8
29	как и	5	7
30	говорит о	1	7
31	здесь не	3	7
32	так и	4	7
33	связи с	1	7
34	не в	4	7
35	вместе с	2	7
36	никогда не	5	7
37	у нас	1	7
38	в результате	1	7
39	может быть	14	7
40	но не	2	7
41	можно сказать	5	6
42	прежде всего	8	6
43	и для	3	6
44	в нем	6	6
45	его в	4	6
46	и его	13	6
47	можно найти	2	6
48	уже не	4	6
49	другой стороны	2	6
50	что и	2	6
51	и на	4	6
52	и что	2	6
53	несмотря на	1	6
54	при помощи	1	6
55	с другой	4	6
56	так как	9	6
57	как бы	13	6
58	и с	3	5
59	не может	16	5
60	так же	3	5
61	не менее	3	5
62	а не	5	5
63	что в	2	5
64	и притом	2	5
65	мы можем	2	5
66	и то	2	5
67	фр шлегель	1	5
68	и о	1	5
69	тем не	3	5
70	в самом	4	5
71	и их	1	5
72	художественное творчество	1	5
73	в частности	1	4
74	в себе	3	4
75	крайней мере	1	4
76	и вполне	2	4
77	и он	1	4
78	но все	2	4
79	жизни в	1	4
80	не так	2	4
81	тогда когда	2	4
82	и к	4	4
83	в смысле	1	4
84	отнюдь не	5	4
85	в то	2	4
86	ни в	3	4
87	а с	1	4
88	ясно что	3	4
89	едва ли	2	4
90	по крайней	1	4
91	при этом	6	4
92	даже и	1	4
93	в качестве	1	4
94	далеко не	1	4
95	же не	1	4
96	из этого	3	4
97	было бы	1	4
98	как о	1	4
99	еще не	3	3
100	и который	1	3
101	то время	1	3
102	нас не	1	3
103	время как	1	3
104	для них	1	3
105	в ней	6	3
106	настоящее время	2	3
107	быть только	2	3
108	с ним	3	3
109	бы не	2	3
110	и другие	2	3
111	находит в	2	3
112	в одном	1	3
113	этом смысле	1	3
114	в ее	1	3
115	в другом	1	3
116	тем же	1	3
117	жизнь и	1	3
118	все время	6	3
119	в отношении	2	3
120	тот же	1	3
121	еще более	1	3
122	он не	2	3
123	что они	1	3
124	только и	1	3
125	не всегда	1	3
126	одной стороны	2	3
127	и тем	1	3
128	в настоящее	2	3
129	именно в	1	3
130	с одной	2	3
131	того что	3	3
132	к нему	4	3
133	есть только	1	3
134	русской литературе	1	3
135	как будто	1	3
136	в виду	5	3
137	все в	1	3
138	в русской	1	3
139	все эти	3	2
