N	3gram	Vygotskiy__2	Marksizm
1	с точки зрения	10	13
2	не может быть	8	10
3	то же время	2	8
4	в то же	2	8
5	в связи с	1	7
6	для того чтобы	13	6
7	в том что	17	6
8	в самом деле	11	5
9	то же самое	6	5
10	с самого начала	1	5
11	в свою очередь	2	5
12	и того же	1	4
13	бы то ни	2	4
14	как если бы	1	4
15	то ни было	1	4
16	в отношении к	3	4
17	в русском языке	1	4
18	на самом деле	5	4
19	одного и того	1	4
20	и не может	2	3
21	в таком случае	1	3
22	в отличие от	1	3
23	до сих пор	5	3
24	одно и то	1	3
25	с одной стороны	1	3
26	в высшей степени	1	3
27	и то же	1	3
28	о том что	4	3
29	к тому что	2	3
30	мы никогда не	1	2
31	в противном случае	1	2
32	более или менее	1	2
33	том что он	3	2
34	того или иного	2	2
35	а не к	1	2
36	в зависимости от	1	2
37	но и в	1	2
38	не было бы	1	2
39	по крайней мере	1	2
40	лежит в основе	1	2
41	во всяком случае	2	2
42	все более и	2	2
43	только на почве	1	2
44	на то что	6	2
45	более и более	2	2
46	в узком смысле	1	2
47	что и до	1	1
48	приводит его к	1	1
49	что иное как	1	1
50	прямо сказать что	1	1
51	может быть объяснено	1	1
52	и читателя и	1	1
53	в этом случае	1	1
54	той же самой	2	1
55	взглянуть и на	1	1
56	же касается до	1	1
57	и как он	1	1
58	он не может	2	1
59	сам по себе	4	1
60	сами по себе	3	1
61	что все эти	1	1
62	в этом отношении	5	1
63	к тому или	1	1
64	но он не	1	1
65	всяком случае все	1	1
66	и значение в	1	1
67	но когда оно	1	1
68	теоретической и практической	1	1
69	не могли бы	1	1
70	жизни и в	1	1
71	и в других	1	1
72	и следовательно по	1	1
73	если же мы	2	1
74	из поколения в	1	1
75	входящих в него	1	1
76	и не имеет	1	1
77	находят свое выражение	1	1
78	в данный момент	1	1
79	же самое что	2	1
80	почти исключительно в	1	1
81	и в процессе	2	1
82	он относится к	1	1
83	одна то другая	1	1
84	по сравнению с	2	1
85	тем не менее	4	1
86	его с точки	2	1
87	не могут быть	1	1
88	а с другой	1	1
89	же мы возьмем	1	1
90	приводит к тому	1	1
91	чтобы убедиться в	1	1
92	само по себе	3	1
93	и в основе	1	1
94	с другой стороны	2	1
95	и в том	2	1
96	при этом как	2	1
97	во всех своих	1	1
98	таким образом в	2	1
99	исходит из критики	1	1
100	в душевной жизни	1	1
101	по себе а	1	1
102	в этом и	1	1
103	никогда не может	3	1
104	то или иное	1	1
105	всего того что	1	1
106	с тем что	3	1
107	к нему и	1	1
108	если бы в	1	1
109	его социальных функций	1	1
110	в конечном счете	3	1
111	поколения в поколение	1	1
112	с помощью которых	1	1
113	не что иное	1	1
114	можно сказать что	1	1
115	тому или иному	2	1
116	но только с	1	1
117	друг от друга	1	1
118	пролить свет на	1	1
119	может быть признано	1	1
120	то одна то	1	1
121	друг с другом	1	1
122	то что они	1	1
123	в противоречие с	1	1
124	свидетельствует о том	1	1
125	как и в	2	1
126	и все его	1	1
127	в жизни и	2	1
