N	3gram	Losev_Prob_2	Analitik
1	о том что	14	6
2	в том что	4	6
3	в данном случае	5	5
4	с одной стороны	5	4
5	и в этом	3	4
6	в этом случае	7	4
7	подобно тому как	2	3
8	в этом отношении	1	3
9	по крайней мере	6	3
10	содержит в себе	2	3
11	того или иного	5	3
12	той или иной	1	3
13	тем не менее	12	3
14	в этом смысле	5	2
15	в результате чего	1	2
16	в таком случае	10	2
17	в то же	4	2
18	можно было бы	2	2
19	том или ином	2	2
20	и то что	7	2
21	то есть в	2	2
22	не только в	2	2
23	в том или	1	2
24	с другой стороны	5	2
25	в частности в	2	2
26	и тем самым	1	2
27	не только не	2	2
28	на то что	4	2
29	также и на	1	1
30	до такой степени	1	1
31	крайней мере в	2	1
32	что иное как	3	1
33	ни о чем	1	1
34	можно сказать что	3	1
35	и не требует	1	1
36	из рассмотренных выше	1	1
37	это слово в	1	1
38	одним и тем	1	1
39	более или менее	4	1
40	никак не может	2	1
41	внимание на то	1	1
42	свидетельствует о том	1	1
43	имеется в виду	2	1
44	как мы надеемся	1	1
45	как раз и	4	1
46	речи то есть	1	1
47	хотя бы и	3	1
48	сами по себе	2	1
49	то есть вне	1	1
50	не имеет никаких	2	1
51	но и в	3	1
52	между тем как	1	1
53	нельзя сказать что	1	1
54	что она не	1	1
55	с самим собою	1	1
56	что в конце	1	1
57	самостоятельное художественное значение	1	1
58	несмотря на то	1	1
59	то и другое	1	1
60	в данном контексте	1	1
61	не совпадает с	2	1
62	в противоречие с	1	1
63	и тем же	1	1
64	они относятся к	1	1
65	зачем же нам	1	1
66	и представляет собой	1	1
67	него некоторого рода	1	1
68	тот же самый	1	1
69	и тот же	2	1
70	и то же	1	1
71	когда говорится о	1	1
72	как один из	1	1
73	в известном смысле	1	1
74	в нашем случае	1	1
75	так или иначе	6	1
76	в связи с	5	1
77	что нам уже	1	1
78	уже и не	1	1
79	не так уж	2	1
80	а то что	1	1
81	то что на	1	1
82	в таких условиях	1	1
83	в свое время	1	1
84	таком случае в	1	1
85	а в том	1	1
86	только то что	3	1
87	есть не что	3	1
88	не может быть	3	1
89	заключается в том	2	1
90	и особенно в	1	1
91	ни одна из	1	1
92	не только на	1	1
93	не все что	1	1
94	не что иное	3	1
95	в самом деле	2	1
96	и не знает	1	1
97	не менее в	1	1
98	но и не	2	1
99	тому как мы	1	1
100	в этих случаях	1	1
101	как система знаков	1	1
102	то что она	2	1
103	но отнюдь не	1	1
104	сама по себе	4	1
105	точно так же	3	1
106	то же самое	5	1
107	обратим внимание на	1	1
