N	2gram	Losev_Dial_1	RusskieA
1	и в	18	36
2	не только	13	22
3	том что	9	19
4	что в	13	19
5	в том	9	17
6	т е	25	17
7	но и	7	16
8	так как	11	15
9	и другие	1	13
10	xix в	1	13
11	в этом	12	12
12	и т	21	10
13	это не	9	10
14	как и	2	10
15	как мы	4	10
16	вместе с	1	10
17	потому что	14	10
18	т д	19	9
19	об этом	4	9
20	а в	5	9
21	и по	1	8
22	о том	4	8
23	один из	3	8
24	мы увидим	2	8
25	из них	2	8
26	может быть	17	8
27	как это	4	8
28	что они	3	7
29	так и	9	7
30	между тем	1	7
31	что и	3	7
32	и других	1	7
33	мы не	1	6
34	в виде	2	6
35	так например	1	6
36	таким образом	1	6
37	при этом	1	6
38	видно что	1	6
39	в день	1	6
40	не имеет	15	6
41	уже не	2	6
42	в них	3	6
43	и не	30	6
44	все это	11	6
45	для нас	1	6
46	то что	13	6
47	как в	2	5
48	все же	5	5
49	показывает что	1	5
50	в которых	2	5
51	того как	1	5
52	как будто	1	5
53	с ними	2	5
54	и у	2	5
55	как бы	11	5
56	мы имеем	2	4
57	еще не	2	4
58	во всех	1	4
59	что по	1	4
60	следующим образом	1	4
61	после этого	1	4
62	из этих	2	4
63	в их	3	4
64	тому что	3	4
65	вплоть до	3	4
66	связи с	1	4
67	изображается как	1	4
68	к тому	4	4
69	его с	3	4
70	так в	1	4
71	еще в	1	4
72	и что	12	4
73	и их	2	4
74	а с	2	4
75	и др	1	4
76	того что	2	4
77	по существу	1	4
78	но это	8	4
79	в связи	1	4
80	не может	12	4
81	только в	3	4
82	к этому	2	4
83	этот обряд	3	3
84	представление о	1	3
85	если в	3	3
86	в своем	5	3
87	не можем	1	3
88	что это	11	3
89	думать что	3	3
90	связанные с	2	3
91	на этом	2	3
92	то же	10	3
93	но все	3	3
94	чаще всего	2	3
95	для них	1	3
96	далеко не	1	3
97	несмотря на	10	3
98	в москве	1	3
99	в этих	5	3
100	точки зрения	17	3
101	с точки	12	3
102	тем не	1	3
103	но они	2	3
104	не менее	2	3
105	этого обряда	1	3
106	в разных	3	3
107	ничего не	17	3
108	вывод что	1	3
109	не с	5	3
110	то есть	1	3
111	или на	2	3
112	а также	1	3
113	как например	2	3
114	в качестве	2	3
115	только на	3	3
116	к ним	2	3
117	также на	1	3
118	и из	3	3
119	о чем	2	3
120	так же	4	3
121	и к	1	3
122	как известно	1	2
123	можно говорить	2	2
124	например в	1	2
125	к другому	1	2
126	но она	3	2
127	что иное	1	2
128	на себя	1	2
129	в самих	1	2
130	они были	2	2
131	как не	2	2
132	в ней	3	2
133	иное как	1	2
134	природы и	1	2
135	друг к	2	2
136	на самом	3	2
137	но не	4	2
138	не просто	7	2
139	отнюдь не	9	2
140	что именно	2	2
141	с этим	2	2
142	мы можем	4	2
143	хотя и	4	2
144	и как	7	2
145	его к	1	2
146	но в	6	2
147	та же	3	2
148	все эти	2	2
149	в дальнейшем	5	2
150	и до	1	2
151	выводу что	1	2
152	как он	4	2
153	к выводу	1	2
154	что она	7	2
155	в нем	16	2
156	всех этих	3	2
157	не значит	3	2
158	в силу	1	2
159	в каждом	2	2
160	же не	1	2
161	главным образом	1	2
162	и с	5	2
163	к другу	2	2
164	с целью	1	2
165	в жизни	1	2
166	говорится о	1	2
167	такой же	2	2
168	привело к	1	2
169	и более	4	2
170	для этого	2	2
171	как можно	2	2
172	она не	6	2
173	у него	1	2
174	а сами	1	2
175	именно с	1	2
176	но даже	1	2
177	могут быть	3	2
178	сходство с	1	2
179	имеет место	1	2
180	ничего общего	4	2
181	значения и	1	2
182	что у	1	2
183	в образе	1	2
184	с ним	6	2
185	можно объяснить	1	2
186	на что	2	2
187	в различных	1	2
188	должно было	1	2
189	в его	3	2
190	к ней	4	2
191	значит что	14	2
192	в какой	1	2
193	но ни	1	2
194	так что	15	2
195	борьбы с	1	2
196	но что	3	2
197	не было	6	2
198	в особенности	5	2
199	не были	1	2
200	такое же	1	2
201	но есть	2	2
202	с ней	2	2
203	и пр	5	2
204	а не	14	2
205	его как	1	2
206	на весь	1	2
207	стоит в	1	2
208	в частности	2	2
209	и потому	3	2
210	там где	1	2
211	какие же	2	2
212	быть и	4	2
213	судить о	1	2
214	между прочим	1	2
215	мы видим	4	2
216	и для	2	2
217	когда он	1	2
218	мы должны	5	2
219	месяц и	1	2
220	не что	1	2
221	в отдельности	2	2
222	нас не	2	2
223	отличалось от	1	1
224	и методы	1	1
225	говоря о	2	1
226	также и	7	1
227	же как	2	1
228	чтобы не	2	1
229	самом деле	3	1
230	только потому	3	1
231	из самых	1	1
232	по преимуществу	1	1
233	что эти	1	1
234	должна быть	3	1
235	чем именно	1	1
236	по его	1	1
237	и могут	1	1
238	мы уже	1	1
239	или наоборот	2	1
240	указать что	1	1
241	что если	2	1
242	не приходится	1	1
243	вопрос о	2	1
244	этом не	1	1
245	еще увидим	1	1
246	имеет смысла	1	1
247	говорить о	5	1
248	которое в	2	1
249	же что	1	1
250	так а	1	1
251	кто же	1	1
252	и он	5	1
253	не был	2	1
254	в чем	6	1
255	этих случаях	1	1
256	другой более	1	1
257	другой пример	1	1
258	а только	3	1
259	себе и	2	1
260	мы сейчас	1	1
261	относится к	2	1
262	и соответствующих	1	1
263	эта связь	1	1
264	же с	1	1
265	его на	1	1
266	общего с	5	1
267	то чем	1	1
268	показать что	1	1
269	что земля	1	1
270	в обрядах	1	1
271	что касается	2	1
272	перед нами	1	1
273	и наконец	1	1
274	в меру	1	1
275	или обычаи	1	1
276	тем же	1	1
277	что всякое	1	1
278	уже нельзя	1	1
