N	2gram	Bakhtin_Pr_1	Dialekti
1	не есть	6	40
2	и не	42	30
3	и есть	2	19
4	а не	5	18
5	и т	14	17
6	ничего не	6	17
7	может быть	26	17
8	то что	8	16
9	т д	1	15
10	и в	38	15
11	как бы	22	14
12	точки зрения	8	14
13	не имеет	9	14
14	что это	2	13
15	по себе	1	13
16	того что	2	13
17	это не	5	12
18	в этом	15	11
19	и вот	1	11
20	говорить о	3	11
21	ясно что	3	11
22	в том	8	11
23	прежде всего	13	11
24	не может	27	11
25	и все	3	11
26	том что	3	10
27	в основе	5	10
28	с ее	1	10
29	она есть	1	10
30	это и	1	9
31	то же	5	9
32	было бы	8	9
33	с точки	6	9
34	в виду	4	9
35	и что	2	9
36	есть ни	1	9
37	уже не	1	9
38	и пр	2	9
39	все это	3	9
40	что иное	1	8
41	в чем	2	8
42	не в	7	8
43	в себе	4	8
44	не только	9	8
45	ни в	11	8
46	и это	3	8
47	и о	5	8
48	и ее	2	8
49	иное как	1	8
50	не что	1	8
51	должна быть	4	7
52	не просто	1	7
53	и мы	1	7
54	как и	7	7
55	и вообще	2	7
56	и его	16	7
57	что оно	2	7
58	только в	13	7
59	что мы	1	7
60	или в	2	7
61	личность есть	1	7
62	что он	2	7
63	что в	7	7
64	хотя и	3	6
65	и тем	3	6
66	если бы	3	6
67	в то	4	6
68	же время	3	6
69	что и	2	6
70	вовсе не	2	6
71	и даже	3	6
72	в результате	1	6
73	в мифе	1	6
74	сказать что	4	6
75	в сфере	1	5
76	мы имеем	2	5
77	и на	3	5
78	с его	2	5
79	в своем	5	5
80	то в	1	5
81	на то	2	5
82	в нем	15	5
83	есть не	2	5
84	выйти за	1	5
85	в ней	4	5
86	но что	1	5
87	того чтобы	2	5
88	как таковой	2	5
89	я не	2	5
90	таким образом	10	5
91	как только	3	5
92	о том	4	5
93	в себя	2	5
94	так и	5	5
95	другими словами	2	5
96	можно сказать	2	5
97	именно в	1	5
98	и чисто	1	5
99	для того	2	5
100	личности в	1	5
101	в смысле	1	5
102	и для	11	5
103	но если	1	5
104	есть то	1	5
105	также и	3	4
106	хотя бы	4	4
107	в этой	1	4
108	и как	8	4
109	бы только	1	4
110	не как	1	4
111	подобно тому	1	4
112	то ни	3	4
113	и с	17	4
114	этом смысле	3	4
115	с тем	1	4
116	и уже	1	4
117	бытия и	1	4
118	она не	2	4
119	так то	1	4
120	уже о	1	4
121	той или	2	4
122	что все	2	4
123	идет речь	1	4
124	еще не	7	4
125	в его	43	4
126	мы должны	2	4
127	с ними	4	4
128	есть в	1	4
129	ни с	2	4
130	в одном	1	4
131	не о	1	4
132	отнюдь не	19	4
133	и эстетической	1	4
134	так же	1	4
135	в особенности	2	4
136	тому как	1	4
137	но это	3	4
138	лишь как	4	4
139	бы в	1	4
140	жизни и	1	4
141	но и	9	4
142	должны быть	4	4
143	себя как	5	3
144	то на	1	3
145	отношения к	6	3
146	чего не	1	3
147	едва ли	3	3
148	так чтобы	1	3
149	в истории	2	3
150	как в	4	3
151	и наконец	6	3
152	как таковое	1	3
153	но в	4	3
154	бы и	1	3
155	все эти	5	3
156	и если	1	3
157	на этом	2	3
158	от нее	1	3
159	в одну	1	3
160	мы уже	1	3
161	не всегда	6	3
162	в данном	4	3
163	в один	1	3
164	можно только	6	3
165	в своей	7	3
166	в их	10	3
167	если угодно	1	3
168	иной раз	1	3
169	мы можем	6	3
170	та или	1	3
171	найти в	1	3
172	как формы	1	3
173	есть только	2	3
174	могут быть	5	3
175	есть вообще	1	3
176	говоря уже	1	3
177	то или	2	3
178	имеется в	1	3
179	этот момент	2	3
180	и следовательно	1	3
181	быть и	1	3
182	для всех	1	3
183	об его	1	3
184	в виде	2	3
185	даже и	1	3
186	или иное	2	3
187	в области	11	3
188	за пределы	12	3
189	себя и	3	3
190	что не	4	3
191	смысла и	1	3
192	у нас	2	3
193	и потому	4	3
194	из которых	2	3
195	что здесь	1	3
196	от него	3	3
197	и события	2	3
198	с ним	5	3
199	личность и	1	3
200	в свою	2	3
201	не говоря	1	3
202	совершенно не	7	3
203	есть и	1	3
204	это понятие	1	3
205	тем самым	4	3
206	к этому	2	3
207	нем нет	1	2
208	можно говорить	2	2
209	человека и	1	2
210	и без	1	2
211	тех же	1	2
212	мы говорим	1	2
213	то самое	1	2
214	и ничего	1	2
215	мир не	1	2
216	что уже	1	2
217	вопрос о	1	2
218	науки и	1	2
219	совпадает с	2	2
220	бы ни	1	2
221	произведение и	3	2
222	на нем	1	2
223	не нужно	5	2
224	как вещь	4	2
225	во всех	11	2
226	как таковая	1	2
227	бы не	2	2
228	природы и	3	2
229	коем случае	2	2
230	мы будем	3	2
231	но как	2	2
232	себе и	1	2
233	нет и	3	2
234	то чем	1	2
235	все же	6	2
236	кроме того	3	2
237	понять и	1	2
238	что по	1	2
239	себе не	2	2
240	в самом	7	2
241	от чего	1	2
242	в которой	1	2
243	ни один	1	2
244	ни одна	2	2
245	при этом	5	2
246	тем не	3	2
247	есть понятие	1	2
248	лишь в	2	2
249	это было	1	2
250	от одного	1	2
251	истории и	1	2
252	но именно	1	2
253	в них	5	2
254	все равно	1	2
255	нашего исследования	1	2
256	осуществляется в	1	2
257	и вне	1	2
258	если так	1	2
259	должно быть	5	2
260	нисколько не	1	2
261	том как	2	2
262	в котором	2	2
263	по сравнению	1	2
264	не могли	2	2
265	однако в	1	2
266	для нее	8	2
267	можем сказать	2	2
268	и необходимость	1	2
269	что с	1	2
270	что есть	1	2
271	не менее	4	2
272	не раз	1	2
273	но они	4	2
274	что эта	2	2
275	как о	1	2
276	и именно	2	2
277	может только	1	2
278	случае не	2	2
279	иметь в	1	2
280	никогда не	5	2
281	или иная	1	2
282	во всем	2	2
283	как не	1	2
284	ничто не	1	2
285	может и	4	2
286	не могут	2	2
287	события из	1	2
288	самостоятельности и	1	2
289	переход в	1	2
290	можно и	2	2
291	свою очередь	1	2
292	без всякого	1	2
293	в ее	4	2
294	пределы мира	1	2
295	и может	1	2
296	не их	1	2
297	мог бы	1	2
298	на что	1	2
299	это возможно	1	2
300	в коем	2	2
301	о ней	1	2
302	познания и	30	2
303	часто и	1	2
304	как чисто	2	2
305	и во	2	2
306	тем или	1	2
307	говорить об	1	2
308	эти два	1	2
309	во всей	1	2
310	и только	4	2
311	выше в	2	2
312	совершенно невозможно	3	2
313	и ночь	1	2
314	одной из	3	2
315	объекта в	5	2
316	как нечто	3	2
317	себя в	2	2
318	конечно не	5	2
319	своим собственным	1	2
320	в нашей	2	2
321	не дает	2	2
322	из них	1	2
323	был бы	1	2
324	отличие от	5	2
325	тем что	2	2
326	самом же	1	2
327	и наука	1	2
328	в чувстве	3	2
329	не было	2	2
330	понимая под	1	2
331	или иначе	1	2
332	и нельзя	1	2
333	она является	1	2
334	другой стороны	4	2
335	его как	3	2
336	в частности	2	2
337	вместе с	1	2
338	как это	2	2
339	только его	3	2
340	нее это	2	2
341	к своему	2	2
342	ни от	1	2
343	сравнению с	1	2
344	да и	3	2
345	мы еще	1	2
346	быть не	1	2
347	художественное произведение	8	2
348	но для	1	2
349	за его	3	2
350	и часто	1	2
351	что кроме	1	2
352	это как	1	2
353	только что	1	2
354	а как	3	2
355	отношении к	1	2
356	возможно лишь	1	2
357	и при	2	2
358	равно как	1	2
359	день и	1	2
360	оно не	3	2
361	в свое	1	2
362	его пределы	2	2
363	того или	2	2
364	в противоположность	1	2
365	которая не	1	2
366	все что	3	2
367	а между	1	1
368	смысле слова	2	1
369	все остальное	1	1
370	а из	1	1
371	или нашел	1	1
372	на самом	4	1
373	он может	2	1
374	состояний или	1	1
375	и должны	2	1
376	идет о	1	1
377	чисто эстетического	1	1
378	который можно	1	1
379	и исторические	1	1
380	и реального	1	1
381	лежащая в	1	1
382	к другому	1	1
383	исходит из	1	1
384	все те	1	1
385	действительности и	3	1
386	которое может	1	1
387	художественное или	1	1
388	его не	2	1
389	их и	2	1
390	бы уже	1	1
391	все четыре	1	1
392	но она	2	1
393	нельзя даже	1	1
