N	2gram	Savitsky_E_1	Myshleni
1	в процессе	4	27
2	и в	37	25
3	в развитии	2	24
4	в том	11	23
5	на основе	2	22
6	том что	6	20
7	таким образом	2	17
8	так же	9	17
9	что в	21	17
10	с тем	3	16
11	в основе	1	16
12	как и	7	15
13	в его	2	15
14	то что	6	15
15	в этом	12	14
16	вместе с	2	14
17	между собой	2	13
18	может быть	6	13
19	так как	7	12
20	в качестве	14	12
21	могли бы	1	11
22	на основании	2	11
23	по своему	7	11
24	и что	2	10
25	что и	3	10
26	было бы	8	10
27	того что	7	10
28	только в	9	10
29	как бы	6	10
30	и не	14	10
31	мы не	4	9
32	связи с	1	9
33	заключается в	2	9
34	как в	3	9
35	как мы	5	8
36	того чтобы	6	8
37	тем что	3	8
38	не является	3	8
39	столь же	5	7
40	по своей	2	7
41	все эти	1	7
42	по себе	4	7
43	в области	11	7
44	уже в	1	7
45	мы можем	3	7
46	для того	6	7
47	что мы	1	7
48	как это	4	7
49	же как	5	6
50	того же	3	6
51	и на	6	6
52	но не	5	6
53	потому что	3	6
54	от этого	5	6
55	представляет собой	3	6
56	не только	18	6
57	в силу	2	6
58	не может	9	6
59	мы видели	3	6
60	точки зрения	23	6
61	в отличие	1	6
62	не в	5	6
63	в отношении	32	6
64	не менее	1	6
65	приходит к	1	6
66	можно было	3	6
67	один из	1	6
68	отличие от	1	6
69	с другой	7	6
70	в связи	1	6
71	слова и	1	6
72	все же	1	6
73	мы должны	2	6
74	которую мы	5	5
75	с ее	1	5
76	и как	2	5
77	и к	3	5
78	что это	2	5
79	при этом	1	5
80	и по	5	5
81	и другое	1	5
82	но это	1	5
83	с другом	3	5
84	могут быть	2	5
85	о том	3	5
86	так и	10	5
87	если бы	2	5
88	в этой	2	5
89	входит в	1	5
90	с одной	8	5
91	для него	1	5
92	именно в	4	5
93	одной стороны	8	5
94	друг с	3	5
95	время как	1	4
96	в деле	3	4
97	которые не	1	4
98	отнюдь не	9	4
99	в своем	14	4
100	в известном	3	4
101	на то	6	4
102	он не	2	4
103	как с	1	4
104	от нее	1	4
105	не станем	1	4
106	той же	1	4
107	к которым	5	4
108	и того	2	4
109	одного и	1	4
110	мы говорили	1	4
111	что с	1	4
112	в то	16	4
113	тогда когда	2	4
114	этого слова	1	4
115	никогда не	3	4
116	то и	1	4
117	не могут	2	4
118	к тому	8	4
119	что оно	1	4
120	и это	1	4
121	то время	1	4
122	мог бы	2	4
123	по сравнению	2	4
124	с ним	1	4
125	связь между	1	4
126	значит что	1	4
127	в какой	2	4
128	всяком случае	3	4
129	из них	3	4
130	мы знаем	1	4
131	от того	1	4
132	но и	14	4
133	в ряде	1	4
134	прежде всего	9	4
135	там где	3	4
136	независимо от	4	4
137	с этим	2	4
138	смысле этого	1	4
139	это значит	2	4
140	в смысле	9	4
141	с мы	2	4
142	с понятиями	1	4
143	и все	2	4
144	а в	2	4
145	сказать что	4	4
146	мы увидим	1	4
147	в частности	5	4
148	во всяком	3	4
149	как известно	1	3
150	то в	4	3
151	в котором	2	3
152	видели что	1	3
153	но как	2	3
154	если в	2	3
155	с которыми	1	3
156	по отношению	1	3
157	же мало	2	3
158	в последнее	1	3
159	лежащих в	1	3
160	когда он	3	3
161	его к	1	3
162	в самом	4	3
163	но на	3	3
164	в случае	2	3
165	что эти	2	3
166	этот процесс	2	3
167	как оно	2	3
168	отдельных элементов	1	3
169	не как	1	3
170	и сам	1	3
171	на этом	1	3
172	значение в	1	3
173	в жизни	1	3
174	можно считать	3	3
175	значение как	1	3
176	или менее	1	3
177	в которых	3	3
178	которые в	1	3
179	состоит в	1	3
180	та или	1	3
181	во всем	1	3
182	для развития	1	3
183	не есть	2	3
184	своего развития	1	3
185	последнее время	1	3
186	когда в	1	3
187	по признаку	3	3
188	является в	1	3
189	или иная	1	3
190	вслед за	6	3
191	мы видим	2	3
192	с ними	1	3
193	этот вопрос	2	3
194	дело с	1	3
195	который в	1	3
196	между тем	8	3
197	по этому	1	3
198	не можем	2	3
199	если мы	1	3
200	в виде	5	3
201	это обстоятельство	1	3
202	и их	1	3
203	этом отношении	3	3
204	или иной	4	3
205	к которому	1	3
206	связь с	1	3
207	сравнению с	2	3
208	наряду с	2	3
209	для возникновения	1	3
210	с этой	6	3
211	в результате	3	3
212	между ними	2	3
213	с ней	1	3
214	другой стороны	2	3
215	в свою	3	3
216	имеет место	2	3
217	приводит нас	2	3
218	в сфере	3	2
219	и то	2	2
220	но тем	1	2
221	в чисто	1	2
222	то же	15	2
223	отличной от	1	2
224	с его	1	2
225	бы в	2	2
226	что как	1	2
227	все остальные	1	2
228	хотя и	2	2
229	что по	1	2
230	бы с	1	2
231	но все	1	2
232	с их	1	2
233	нами в	1	2
234	в себе	9	2
235	на его	1	2
236	к выводу	1	2
237	или иному	2	2
238	заключает в	3	2
239	в нем	1	2
