N	2gram	Potebnia_M_2	Mirosoze
1	может быть	23	30
2	не только	15	29
3	и в	24	28
4	не может	12	28
5	но и	9	25
6	а не	18	25
7	он не	1	24
8	о человеке	1	23
9	человеческой природы	2	20
10	в этом	8	20
11	не было	6	18
12	у него	2	17
13	не в	13	16
14	потому что	49	16
15	в ней	3	15
16	переходит в	1	15
17	человека и	3	14
18	и есть	2	14
19	никогда не	4	14
20	человека в	3	13
21	в нем	9	13
22	и это	2	12
23	в самом	4	11
24	для него	10	11
25	и не	19	11
26	человек не	1	10
27	было бы	13	10
28	что в	16	10
29	прежде всего	7	10
30	что он	4	10
31	и потому	2	10
32	и все	3	10
33	с тем	4	9
34	но он	2	9
35	и его	2	9
36	не есть	6	9
37	в его	2	9
38	к человеку	1	9
39	человеке и	1	8
40	в котором	4	8
41	но не	12	8
42	в человеке	4	8
43	но в	4	7
44	в себе	10	7
45	быть может	7	7
46	в самой	3	7
47	любви к	1	7
48	к нему	1	7
49	того что	7	7
50	должна быть	1	6
51	и на	8	6
52	в которой	5	6
53	лишь в	1	6
54	все в	1	6
55	только в	11	6
56	вместе с	11	6
57	человек должен	1	6
58	все это	2	6
59	человек и	1	6
60	в том	18	6
61	это не	3	5
62	как и	7	5
63	что есть	2	5
64	у нас	2	5
65	не могут	7	5
66	человека на	1	5
67	то что	20	5
68	и человека	1	5
69	у человека	2	5
70	отношения к	2	4
71	есть не	5	4
72	отношение к	1	4
73	за пределы	2	4
74	духа и	1	4
75	не к	1	4
76	не как	3	4
77	в человеческой	3	4
78	и по	2	4
79	в них	5	4
80	в этих	3	4
81	в их	1	4
82	в которых	1	4
83	к ней	2	4
84	мог бы	3	4
85	что и	11	4
86	значит что	1	4
87	один из	2	4
88	уже не	4	4
89	уже в	5	4
90	есть уже	1	4
91	ни с	2	4
92	а в	8	4
93	тем что	7	4
94	и вместе	4	4
95	человек есть	1	4
96	не знал	1	4
97	с этой	1	4
98	от него	4	4
99	вряд ли	3	3
100	его не	3	3
101	не была	1	3
102	с его	2	3
103	с этим	7	3
104	бы и	1	3
105	и еще	1	3
106	на том	1	3
107	на этом	2	3
108	заключает в	4	3
109	и с	1	3
110	то есть	30	3
111	его в	3	3
112	и истина	1	3
113	в жизни	2	3
114	том что	8	3
115	но если	2	3
116	человека есть	1	3
117	не имеет	6	3
118	ничего не	1	3
119	к тому	1	3
120	в ее	1	3
121	для человеческого	1	3
122	все его	1	3
123	конечно не	1	3
124	одно из	3	3
125	не так	3	3
126	и их	5	3
127	так как	10	3
128	что человек	1	3
129	человека а	1	3
130	себя и	2	3
131	ко всем	2	3
132	это есть	1	3
133	для человека	1	3
134	должно быть	2	3
135	он должен	1	3
136	для нас	31	3
137	хотя бы	2	3
138	есть и	1	3
139	с новыми	1	2
140	одним из	1	2
141	чтобы не	1	2
142	в этот	1	2
143	к чему	1	2
144	а как	1	2
145	есть единственное	1	2
146	вопрос о	2	2
147	движение в	1	2
148	человеку его	1	2
149	время как	4	2
150	не иметь	1	2
151	или от	2	2
152	не все	2	2
153	по отношению	2	2
154	себе и	1	2
155	человек может	1	2
156	относится к	3	2
157	в истории	1	2
158	как в	10	2
159	все же	5	2
160	и как	6	2
161	от этого	1	2
162	так человек	1	2
163	и у	3	2
164	он в	1	2
165	все эти	2	2
166	бы не	5	2
167	с их	1	2
168	только один	4	2
169	как он	4	2
170	если бы	11	2
171	страдания и	1	2
172	прежде чем	1	2
173	входит в	1	2
174	вопрос и	1	2
175	чем в	1	2
176	прийти к	1	2
177	место в	4	2
178	мысли и	1	2
179	сих пор	4	2
180	всегда остается	1	2
181	был не	1	2
182	природу и	1	2
183	этот мир	1	2
184	с которой	1	2
185	на земле	1	2
186	в то	6	2
187	к этим	1	2
188	того чтобы	2	2
189	по своей	1	2
190	на природу	2	2
191	в каком	3	2
192	когда мы	2	2
193	есть только	6	2
194	могут быть	8	2
195	отличается от	1	2
196	его с	2	2
197	как для	2	2
198	мысли о	4	2
199	он никогда	1	2
200	в наше	1	2
201	него как	1	2
202	должен быть	1	2
203	смысле в	1	2
204	ко второй	1	2
205	он мог	1	2
206	и от	3	2
207	то время	4	2
208	и что	4	2
209	различие между	1	2
210	по сравнению	1	2
211	с ним	5	2
212	о том	5	2
213	самому себе	1	2
214	и во	3	2
215	своему значению	1	2
216	показывает как	1	2
217	движения в	2	2
218	же можно	1	2
219	мы видим	2	2
220	свет и	4	2
221	жизни и	1	2
222	человека с	1	2
223	душа его	1	2
224	никто не	1	2
225	его мысль	1	2
226	даже и	2	2
227	для того	5	2
228	до сих	4	2
229	связано с	2	2
230	нужно искать	1	2
231	света и	2	2
232	его как	1	2
233	есть одно	1	2
234	человека к	1	2
235	своей души	1	2
236	в той	1	2
237	как бы	9	2
238	том смысле	4	2
239	быть не	3	2
240	душевной жизни	7	2
241	в более	1	2
242	и для	3	2
243	и человек	3	2
244	бы в	2	2
245	отношении к	2	2
246	что без	3	2
247	в свою	6	2
248	сказать что	2	2
249	эти слова	1	2
250	к этому	2	2
251	все что	3	2
252	я и	1	1
253	ту же	1	1
254	также что	2	1
255	организм не	1	1
256	и т	6	1
257	них человек	1	1
258	по отдельным	1	1
259	и то	3	1
260	на самом	2	1
261	переход от	1	1
262	его со	1	1
263	между двумя	6	1
264	к другому	4	1
265	и до	1	1
266	внутреннюю жизнь	1	1
267	имея в	2	1
268	из всех	1	1
269	мы не	11	1
270	не во	2	1
271	уже более	1	1
272	но она	3	1
273	принадлежит к	1	1
274	оно есть	1	1
275	бы ни	5	1
276	то это	3	1
277	еще не	4	1
278	хотя с	1	1
279	во всех	7	1
280	тем как	2	1
281	не без	1	1
282	то мы	2	1
283	одним словом	4	1
284	самом деле	2	1
285	друг к	1	1
286	всякий раз	1	1
287	в сторону	1	1
288	тех же	1	1
289	для других	1	1
290	если в	3	1
291	его во	1	1
292	и действительно	1	1
293	быть так	1	1
294	отличие от	1	1
295	что они	5	1
296	которые не	3	1
297	показать в	2	1
298	же мало	1	1
299	стало быть	4	1
300	что во	2	1
301	в одной	1	1
302	его на	2	1
303	именно от	1	1
304	как к	1	1
305	ней в	1	1
306	его к	1	1
307	он соединял	1	1
308	в противоположность	1	1
309	есть для	1	1
310	что же	1	1
311	и кто	1	1
312	имеем в	1	1
313	во многих	3	1
314	ее как	1	1
315	имеет для	3	1
316	с чем	3	1
317	этим связано	1	1
318	всех этих	2	1
319	к одному	1	1
320	с таким	3	1
321	своего пути	1	1
322	которое может	2	1
323	из него	1	1
324	его от	1	1
325	ни был	2	1
326	значительной степени	1	1
327	в каждом	2	1
328	на опыте	1	1
329	как они	1	1
330	же не	1	1
331	в состоянии	6	1
332	том случае	1	1
333	к другу	1	1
334	них не	3	1
335	на все	3	1
336	в душе	23	1
337	это было	2	1
338	от одного	3	1
339	зрения и	7	1
340	определяется тем	1	1
341	кажется что	3	1
342	и вся	1	1
343	основывается на	1	1
344	выйти за	1	1
345	в царстве	1	1
346	же есть	1	1
347	лучше всего	1	1
348	сказать в	2	1
