N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	5	9
2	в том что	1	9
3	что иное как	2	8
4	не что иное	2	8
5	по крайней мере	1	7
6	не может быть	2	6
7	то же время	7	6
8	в то же	9	6
9	есть не что	2	5
10	для того чтобы	7	5
11	само по себе	1	4
12	и тем более	1	4
13	только тогда когда	1	4
14	и той же	2	3
15	не говоря уже	1	3
16	тех или других	1	3
17	то или иное	4	3
18	одной и той	2	3
19	и в этом	1	3
20	представим себе что	1	2
21	как только мы	1	2
22	равно как и	2	2
23	и нет ничего	1	2
24	же время и	1	2
25	и в то	2	2
26	хотя бы и	1	2
27	мы не имеем	2	2
28	и не мог	1	2
29	в собственном смысле	1	2
30	ту или иную	3	2
31	но в то	2	2
32	и оказывается что	1	2
33	иметь в виду	1	2
34	по сравнению с	1	2
35	то что мы	4	2
36	в свою очередь	4	2
37	та или иная	1	2
38	ни от чего	1	2
39	мы видим что	2	2
40	теперь мы можем	1	2
41	тем не менее	1	2
42	или иную степень	1	1
43	не может не	1	1
44	тот же самый	1	1
45	что же такое	2	1
46	только потому что	2	1
47	та же самая	2	1
48	прежде всего в	3	1
49	от тех или	1	1
50	что перед нами	2	1
51	не только о	1	1
52	но откуда я	1	1
53	не является ли	1	1
54	можно говорить лишь	1	1
55	сама история но	1	1
56	связи ее с	1	1
57	вполне понятно что	1	1
58	и не только	2	1
59	из них в	1	1
60	в зависимости от	5	1
61	в ней как	1	1
62	в той же	3	1
63	и та же	1	1
64	можно сказать что	2	1
65	не было бы	2	1
66	в себе и	1	1
67	он к своему	1	1
68	нет ничего удивительного	1	1
69	нет ничего что	1	1
70	будем говорить не	1	1
71	и вообще не	1	1
72	в жизни и	1	1
73	говорить не о	1	1
74	все что было	1	1
75	содержит в себе	1	1
76	не только в	3	1
77	мы не знаем	2	1
78	прежде всего с	1	1
79	в конце концов	3	1
80	не только его	1	1
81	и при этом	1	1
82	и как бы	1	1
83	мы будем говорить	2	1
84	как и вообще	1	1
85	в нашем случае	1	1
86	вовсе и не	1	1
87	в качестве одного	1	1
88	в связи с	2	1
89	в виду что	1	1
90	того события которое	1	1
91	хотя бы на	1	1
92	это возможно лишь	1	1
93	как бы в	3	1
94	по себе не	1	1
95	если мы будем	1	1
96	одной из сторон	1	1
97	ничто не мешает	1	1
98	не знаем как	1	1
99	мы показали что	1	1
100	в этом случае	3	1
101	в его голове	1	1
102	связи с этим	2	1
103	одна и та	1	1
104	о том что	2	1
105	которое может быть	3	1
106	хотя бы в	1	1
107	не только не	1	1
108	и не может	1	1
109	вопрос о том	1	1
110	но все же	2	1
111	с другой стороны	1	1
112	и есть не	1	1
113	для этого необходимо	1	1
114	социальное и историческое	1	1
115	это как бы	1	1
116	тех или иных	3	1
117	но если бы	1	1
118	вполне достаточно чтобы	1	1
119	перед нами не	1	1
120	той или иной	3	1
121	и в области	2	1
122	и что же	1	1
