1	с точки зрения	11	21
2	для того чтобы	2	18
3	в том что	8	13
4	не только не	4	9
5	так же как	1	7
6	по сравнению с	1	7
7	с самого начала	1	7
8	к тому что	1	6
9	то же самое	6	5
10	с одной стороны	1	5
11	в данном случае	5	5
12	с этой точки	1	4
13	вместе с тем	3	4
14	о том что	3	4
15	на то что	1	4
16	и тем самым	1	4
17	этой точки зрения	1	4
18	заключается в том	2	4
19	до сих пор	1	3
20	содержит в себе	8	3
21	и то что	1	3
22	по этому поводу	1	3
23	при переходе от	1	3
24	одно и то	1	3
25	тем не менее	10	3
26	как и в	1	3
27	только потому что	1	3
28	то и другое	3	3
29	чем иным как	2	2
30	в какой мере	4	2
31	в последнее время	1	2
32	том что он	1	2
33	же как и	1	2
34	потому что он	2	2
35	тем что оно	1	2
36	понятия но и	2	2
37	к выводу что	1	2
38	том что они	1	2
39	какой мере не	4	2
40	точно так же	3	2
41	прежде всего в	1	2
42	в известном смысле	1	2
43	на самом деле	3	2
44	мы говорили выше	1	2
45	в свою очередь	1	2
46	ни в какой	4	2
47	в то время	2	2
48	связанных между собой	1	2
49	и вместе с	1	2
50	не чем иным	2	2
51	то время как	2	2
52	если бы все	1	2
53	только не исключает	1	2
54	по своему значению	1	2
55	не только для	2	1
56	остановиться на одной	1	1
57	можно было бы	4	1
58	в том числе	1	1
59	укажем только на	1	1
60	только в том	3	1
61	имеют в виду	1	1
62	и не может	1	1
63	который в свою	1	1
64	что иное как	2	1
65	никак не может	1	1
66	в силу этого	1	1
67	ни о каких	2	1
68	и во всяком	3	1
69	само по себе	1	1
70	должны были бы	1	1
71	в этом смысле	3	1
72	так и в	1	1
73	он как и	1	1
74	потому что его	1	1
75	только на то	1	1
76	как раз и	1	1
77	дело здесь не	1	1
78	если бы мы	1	1
79	своему значению и	1	1
80	здесь не в	2	1
81	но и для	1	1
82	что он не	1	1
83	несет на себе	1	1
84	в развернутом виде	1	1
85	поскольку она является	1	1
86	в самой этой	1	1
87	как мы его	1	1
88	сказать что между	1	1
89	друг к другу	1	1
90	там и здесь	1	1
91	в зависимости от	3	1
92	каждой из них	2	1
93	том числе и	1	1
94	сама по себе	2	1
95	то тем самым	1	1
96	одном и том	1	1
97	не содержит в	1	1
98	не только в	4	1
99	самом же деле	2	1
100	не только является	1	1
101	сам по себе	6	1
102	разве это не	1	1
103	совершенно то же	1	1
104	а следовательно и	1	1
105	же самое время	2	1
106	стрекоза и муравей	1	1
107	последнее время в	1	1
108	конечно не только	1	1
109	для нас и	1	1
110	как учение о	1	1
111	в этой области	1	1
112	трудно себе представить	1	1
113	на самом же	2	1
114	в то же	2	1
115	не что иное	2	1
116	есть то что	1	1
117	это значит что	7	1
118	в таком понимании	1	1
119	тем самым исключает	1	1
120	к действительности и	1	1
121	есть не что	2	1
122	даже если бы	1	1
123	той или иной	11	1
124	представим себе что	1	1
125	но именно в	1	1
126	к учению о	1	1
127	в первую очередь	1	1
128	но все же	1	1
129	сказать что в	1	1
130	здесь как и	2	1
131	так что в	1	1
132	мы имеем дело	3	1
133	по самой своей	1	1
134	с другой стороны	6	1
135	и том же	1	1
136	все учение о	1	1
137	но в случае	1	1
138	нас не только	1	1
139	по себе но	1	1
140	в конце концов	1	1
141	которые возникают при	1	1
142	что то же	1	1
143	во всяком случае	4	1
144	он никак не	1	1
145	возникает только в	1	1
146	в настоящей работе	2	1
147	как это мы	1	1
148	это и есть	1	1
149	в одном случае	2	1
150	не связанных между	1	1
