N	2gram	Voloshinov_1	Psycholo
1	и в	3	30
2	не только	1	16
3	может быть	1	11
4	если бы	1	11
5	не может	4	9
6	к тому	1	8
7	тому что	1	8
8	мы видим	1	8
9	а не	1	8
10	то же	1	7
11	точки зрения	1	7
12	но и	1	6
13	и не	1	6
14	несмотря на	1	5
15	один из	2	5
16	бы в	1	5
17	в ней	1	4
18	на примере	1	4
19	в его	1	4
20	и все	1	4
21	художественного произведения	1	3
22	и на	1	3
23	из этих	1	3
24	с теми	1	3
25	для него	1	3
26	событий и	1	2
27	в центре	2	2
28	ни один	1	2
29	он в	1	2
30	в каждом	1	2
31	бы на	1	2
32	с точки	1	2
33	в то	1	2
34	искусство как	1	2
35	и можно	1	2
36	связи с	1	2
37	исходя из	1	2
38	в выводах	1	1
39	при анализе	1	1
40	конечно и	1	1
41	если в	2	1
42	становится особенно	1	1
43	его от	1	1
44	не из	1	1
45	о художественной	1	1
46	невольно рождается	1	1
47	не менее	1	1
48	впадает в	1	1
49	и форму	1	1
50	и событий	1	1
51	второй части	1	1
52	нет и	1	1
53	ничего для	1	1
54	эта вторая	1	1
55	лучше всего	1	1
56	может и	1	1
57	этой проблемы	1	1
58	можно назвать	1	1
