N	3gram	Tiupa_Narr_2	Vladivir
1	о том что	4	7
2	в том что	8	7
3	то что он	1	5
4	в этом смысле	1	4
5	то же время	3	4
6	в то же	3	4
7	более или менее	1	3
8	не может быть	2	3
9	течение всей жизни	1	2
10	в ответ на	2	2
11	как раз и	1	2
12	и в то	1	2
13	у нас нет	2	2
14	не только в	6	2
15	в то время	1	2
16	об этом и	1	2
17	во всяком случае	1	2
18	что у него	1	2
19	можно сказать что	3	2
20	тем более что	1	2
21	тем не менее	4	2
22	для того чтобы	1	2
23	к тому же	4	2
24	как это делает	1	1
25	в том виде	1	1
26	что иное как	1	1
27	в чем не	1	1
28	сказать что он	1	1
29	только в формах	1	1
30	в которой он	1	1
31	мы имеем дело	2	1
32	к жизни в	1	1
33	и называл себя	1	1
34	в самом деле	1	1
35	свидетельствует о том	1	1
36	что у нее	1	1
37	и не может	2	1
38	в то что	1	1
39	своей встречи с	1	1
40	виде в каком	1	1
41	что можно сказать	1	1
42	как раз в	1	1
43	то время как	1	1
44	здесь мы имеем	1	1
45	с одной стороны	5	1
46	в связи с	1	1
47	а также и	1	1
48	а с другой	1	1
49	имеем дело с	2	1
50	так или иначе	1	1
51	и когда он	1	1
52	тех кто не	1	1
53	том виде в	1	1
54	а в том	2	1
55	есть не что	1	1
56	ни в чем	1	1
57	так и в	1	1
58	у него есть	1	1
59	и тем самым	2	1
60	только у людей	1	1
61	не только не	2	1
62	она в самом	1	1
63	ему казалось что	2	1
64	к тому что	3	1
65	не что иное	1	1
66	одно без другого	1	1
67	в конце жизни	1	1
68	мысль о том	2	1
69	и что в	1	1
70	на другой день	1	1
71	в этом отношении	3	1
