N	3gram	Propp_Isto_1	Problema
1	о том что	3	9
2	в том что	4	8
3	в связи с	3	7
4	тем не менее	6	5
5	с другой стороны	5	5
6	что иное как	1	3
7	в этом смысле	1	3
8	точно так же	3	3
9	может быть только	1	3
10	вместе с тем	2	3
11	то время как	3	3
12	с одной стороны	4	3
13	как будто бы	2	3
14	все же не	2	3
15	а именно в	1	3
16	в то время	3	3
17	после того как	1	3
18	не что иное	1	3
19	только тогда когда	1	3
20	дело в том	3	2
21	по отношению к	3	2
22	равно как и	1	2
23	никак не может	1	2
24	до сих пор	5	2
25	бы то ни	2	2
26	но и в	2	2
27	в это время	1	2
28	не чем иным	1	2
29	не может быть	7	2
30	чем иным как	1	2
31	и знает что	1	2
32	но все же	3	2
33	на то что	4	2
34	по этому поводу	2	2
35	тех или иных	1	2
36	для того чтобы	1	2
37	для нас не	2	2
38	и в конце	1	1
39	этому поводу необходимо	1	1
40	не только по	1	1
41	там где нет	1	1
42	не говоря уже	1	1
43	не раз и	1	1
44	так что в	1	1
45	во всем мире	1	1
46	о том как	1	1
47	в силу того	1	1
48	в нем и	1	1
49	не было и	1	1
50	это для нас	2	1
51	о том чтобы	1	1
52	кого бы то	1	1
53	как мы увидим	2	1
54	мы могли бы	1	1
55	а так как	1	1
56	в этом отношении	1	1
57	этом же говорит	1	1
58	в какой степени	1	1
59	можно было бы	3	1
60	только тем что	1	1
61	но среди этих	1	1
62	что он должен	1	1
63	говоря уже о	1	1
64	по всему миру	1	1
65	едва ли не	1	1
66	уже о том	1	1
67	другой же стороны	1	1
68	таким образом мы	2	1
69	но в то	1	1
70	не только в	1	1
71	то ни было	2	1
72	на первый взгляд	2	1
73	об этом же	1	1
74	а есть только	1	1
75	и должно было	1	1
76	и в этом	1	1
77	друг на друга	1	1
78	это не так	1	1
79	содержит в себе	1	1
80	уже по одному	1	1
81	и спокойно и	1	1
82	если мы будем	1	1
83	очень простой и	1	1
84	силу того что	1	1
85	только в связи	1	1
86	ясно что это	1	1
87	мы увидим ниже	2	1
88	по себе а	1	1
89	но тем не	1	1
90	что наряду с	1	1
91	с самого начала	2	1
92	хотя бы в	1	1
93	вопрос о том	2	1
94	несмотря на всю	1	1
95	с другой же	1	1
96	но в ее	1	1
97	и восходит к	1	1
98	мы будем стоять	1	1
99	в большинстве случаев	4	1
100	будем стоять на	1	1
101	по его мнению	1	1
102	к тому же	1	1
103	как одно из	1	1
104	но никогда не	1	1
105	том что и	1	1
106	и т д	22	1
